full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Samuel Olanare,26,770684400,1994/06/03,Russian Premier League,2016/2017,Forward,CSKA Moskva,267,224,43,Nigeria,7,5,2,0,0,0,0,0,0,0,0,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0.34,267,38,0,0,0,-1,-1,-1,17
Ablay Mbengue,28,705884400,1992/05/14,Russian Premier League,2016/2017,Forward,Akhmat Grozny,799,257,542,Senegal,22,11,11,7,2,5,2,2,0,0,0,5,2,3,9,3,6,0,0,1.01,0.23,0.79,0.7,0.83,114,1.01,89,36,0,400,0,3,33,-1,2
Adessoye Oyewole,38,401151600,1982/09/17,Russian Premier League,2016/2017,Defender,Orenburg,2386,1216,1170,Russia,27,14,13,1,0,1,1,1,0,0,0,7,5,2,26,9,17,3,0,0.08,0.04,0.04,0,0.08,2386,0.98,92,88,795,2386,0.11,163,162,75,12
Adílson Warken,34,537753600,1987/01/16,Russian Premier League,2016/2017,Midfielder,Akhmat Grozny,198,108,90,Brazil,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1.36,66,66,0,0,0,-1,-1,-1,17
Adis Jahović,34,543024000,1987/03/18,Russian Premier League,2016/2017,Forward,Krylya Sovetov,358,170,188,FYR Macedonia,5,2,3,0,0,0,0,0,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,0,0,1.01,90,72,0,0,0,359,312,-1,22
Adlan Katsaev,33,572313600,1988/02/20,Russian Premier League,2016/2017,Midfielder,Anzhi Makhachkala,805,435,370,Russia,10,5,5,0,0,0,1,0,1,0,1,4,2,2,6,5,1,1,0,0.11,0.11,0,0,0,0,0.67,134,81,805,805,0.11,208,91,-1,15
Alan Chochiev,29,684198000,1991/09/06,Russian Premier League,2016/2017,Midfielder,Krylya Sovetov,854,352,502,Russia,17,7,10,0,0,0,0,0,0,0,0,3,2,1,11,4,7,3,0,0,0,0,0,0,0,1.16,78,50,285,0,0.32,374,244,-1,21
Alan Dzagoev,30,645577200,1990/06/16,Russian Premier League,2016/2017,Midfielder,CSKA Moskva,966,352,614,Russia,15,6,9,3,2,1,4,3,1,0,0,13,6,7,2,0,2,1,0,0.65,0.37,0.28,0.51,0.15,322,0.19,483,64,966,242,0.09,54,7,-1,6
Alan Kasaev,34,513298800,1986/04/07,Russian Premier League,2016/2017,Midfielder,Lokomotiv Moskva,788,393,395,Russia,18,8,10,1,0,1,2,1,1,0,0,8,4,4,5,2,3,0,0,0.34,0.23,0.11,0,0.23,788,0.57,158,44,0,394,0,108,32,-1,11
Aleksandar Miljković,31,635990400,1990/02/26,Russian Premier League,2016/2017,Defender,Amkar Perm,2088,1070,1018,Serbia,25,12,13,1,0,1,3,2,1,0,0,10,7,3,23,8,15,3,0,0.17,0.13,0.04,0,0.09,2088,0.99,91,84,696,696,0.13,171,71,77,10
Aleksandr Anyukov,38,402015600,1982/09/27,Russian Premier League,2016/2017,Defender,Zenit,801,358,443,Russia,10,5,5,0,0,0,0,0,0,0,0,7,4,3,4,1,3,0,0,0,0,0,0,0,0,0.45,200,80,0,0,0,286,284,9,19
Aleksandr Belenov,34,526950000,1986/09/12,Russian Premier League,2016/2017,Goalkeeper,Ufa,2430,1170,1260,Russia,27,13,14,0,0,0,0,0,0,0,0,11,6,5,26,10,16,1,0,0,0,0,0,0,0,0.96,93,90,2430,0,0.04,280,295,73,15
Aleksandr Budakov,36,476841600,1985/02/10,Russian Premier League,2016/2017,Goalkeeper,Amkar Perm,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aleksandr Bukachev,25,826156800,1996/03/07,Russian Premier League,2016/2017,Defender,Tom' Tomsk,279,249,30,Russia,7,5,2,0,0,0,0,0,0,0,0,0,0,0,11,11,0,1,0,0,0,0,0,0,0,3.55,25,40,279,0,0.32,218,212,153,15
Aleksandr Erokhin,31,624236400,1989/10/12,Russian Premier League,2016/2017,Midfielder,Rostov,1961,931,1030,Russia,25,12,13,4,3,1,2,1,1,0,0,15,9,6,14,4,10,5,1,0.28,0.09,0.18,0.29,0.09,490,0.64,140,78,392,981,0.23,77,120,-1,4
Aleksandr Filtsov,31,631238400,1990/01/02,Russian Premier League,2016/2017,Goalkeeper,Anzhi Makhachkala,270,180,90,Russia,3,2,1,0,0,0,0,0,0,0,0,1,1,0,6,5,1,1,0,0,0,0,0,0,0,2,45,90,270,0,0.33,-1,-1,-1,23
Aleksandr Golovin,24,833410800,1996/05/29,Russian Premier League,2016/2017,Midfielder,CSKA Moskva,2524,1310,1214,Russia,30,15,15,3,2,1,3,3,0,0,0,20,11,9,14,6,8,3,0,0.21,0.11,0.11,0.14,0.07,841,0.5,180,84,841,841,0.11,105,85,-1,7
Aleksandr Gorbatyuk,35,482886000,1985/04/20,Russian Premier League,2016/2017,Midfielder,Arsenal Tula,1440,720,720,Russia,16,8,8,0,0,0,0,0,0,0,0,5,5,0,17,8,9,3,0,0,0,0,0,0,0,1.06,85,90,480,0,0.19,360,366,-1,23
