full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Abdel Billel Omrani,28,738979200,1993/06/02,Ligue 1,2012/2013,Forward,Olympique Marseille,24,0,24,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,-1,-1,-1,19
Abdelhamid El Kaoutari,31,637632000,1990/03/17,Ligue 1,2012/2013,Defender,Montpellier,2034,990,1044,Morocco,23,11,12,0,0,0,2,2,0,0,0,7,6,1,28,5,23,3,1,0.09,0.09,0,0,0,0,1.24,73,88,509,1017,0.18,276,151,92,15
Abdou Karim Coulibaly,28,739065600,1993/06/03,Ligue 1,2012/2013,Midfielder,Nancy,218,122,96,France,9,5,4,0,0,0,0,0,0,0,0,2,1,1,5,3,2,0,0,0,0,0,0,0,0,2.06,44,24,0,0,0,-1,-1,-1,15
Abdou Rahman Dampha,29,693792000,1991/12/27,Ligue 1,2012/2013,Midfielder,Nancy,0,0,0,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abdoul Camara,31,635472000,1990/02/20,Ligue 1,2012/2013,Forward,Sochaux,821,458,363,Guinea,15,6,9,0,0,0,0,0,0,0,0,2,0,2,11,8,3,0,0,0,0,0,0,0,0,1.21,75,55,0,0,0,416,416,-1,15
Abdoulaye Diallo,29,701913600,1992/03/30,Ligue 1,2012/2013,Goalkeeper,Rennes,0,0,0,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abdoulaye Doucouré,28,725846400,1993/01/01,Ligue 1,2012/2013,Midfielder,Rennes,318,144,174,France,4,2,2,1,0,1,0,0,0,0,0,1,0,1,6,3,3,0,0,0.28,0,0.28,0,0.52,318,1.7,53,80,0,0,0,60,303,-1,8
Abdoulaye Keita,30,651024000,1990/08/19,Ligue 1,2012/2013,Goalkeeper,Bordeaux,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abdoulaye Keita,27,757728000,1994/01/05,Ligue 1,2012/2013,Midfielder,Bastia,93,26,67,Mali,5,2,3,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1.94,47,19,0,0,0,-1,-1,-1,13
Abdoulaye Sadio Diallo,30,662342400,1990/12/28,Ligue 1,2012/2013,Midfielder,Rennes,1707,799,908,Guinea,35,19,16,0,0,0,1,0,1,0,0,6,4,2,29,13,16,4,0,0.05,0.05,0,0,0,0,1.53,59,49,427,1707,0.21,345,210,-1,25
