full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Meijers,33,562377600,1987/10/28,Eredivisie,2015/2016,Defender,ADO Den Haag,2697,1350,1347,Netherlands,30,15,15,1,0,1,3,2,1,0,0,6,2,4,39,19,20,7,0,0.13,0.1,0.03,0,0.07,2697,1.3,69,90,385,899,0.23,221,131,55,15
Abdel Malek El Hasnaoui,27,760752000,1994/02/09,Eredivisie,2015/2016,Midfielder,PEC Zwolle,491,233,258,Netherlands,15,8,7,0,0,0,1,0,1,0,0,5,3,2,12,3,9,1,0,0.18,0.18,0,0,0,0,2.2,41,33,491,491,0.18,311,65,-1,26
Abdul Bai Kamara,24,832978800,1996/05/24,Eredivisie,2015/2016,Defender,NEC,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abel Tezzy Tamata,30,660355200,1990/12/05,Eredivisie,2015/2016,Defender,Groningen,884,594,290,Congo DR,15,10,5,0,0,0,0,0,0,0,0,5,4,1,14,7,7,0,0,0,0,0,0,0,0,1.43,63,59,0,0,0,325,305,78,19
Abiola Dauda,33,570844800,1988/02/03,Eredivisie,2015/2016,Forward,Vitesse,404,222,182,Nigeria,11,5,6,3,3,0,0,0,0,0,0,4,3,1,5,2,3,0,0,0.67,0,0.67,1.22,0,135,1.11,81,37,0,0,0,9,354,-1,7
Achille Vaarnold,25,822614400,1996/01/26,Eredivisie,2015/2016,Forward,AZ,72,72,0,Netherlands,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3.75,24,72,0,0,0,-1,-1,-1,25
Adam Maher,27,743122800,1993/07/19,Eredivisie,2015/2016,Midfielder,PSV,699,320,379,Netherlands,14,6,8,2,1,1,2,0,2,0,0,2,2,0,11,4,7,1,0,0.52,0.26,0.26,0.28,0.24,350,1.42,64,50,699,350,0.13,59,30,-1,11
Adam Nemec,35,494463600,1985/09/01,Eredivisie,2015/2016,Forward,Willem II,374,236,138,Slovakia,10,7,3,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,0,1.93,47,37,0,0,0,240,243,-1,18
Adil Auassar,34,528937200,1986/10/05,Eredivisie,2015/2016,Midfielder,Excelsior,2999,1530,1469,Netherlands,34,17,17,2,0,2,4,4,0,0,0,7,4,3,55,30,25,3,0,0.18,0.12,0.06,0,0.12,1500,1.65,55,88,1000,750,0.09,189,105,-1,6
Albert Rusnák,26,773535600,1994/07/06,Eredivisie,2015/2016,Midfielder,Groningen,2452,1278,1174,Slovakia,32,17,15,5,1,4,1,1,0,0,1,7,5,2,30,15,15,4,0,0.22,0.04,0.18,0.07,0.31,490,1.1,82,77,613,2452,0.15,91,212,-1,4
Alessio da Cruz,24,853545600,1997/01/18,Eredivisie,2015/2016,Midfielder,Twente,130,44,86,Netherlands,3,1,2,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1,0,0,0,0,0,0,0,2.77,33,43,130,0,0.69,-1,-1,-1,19
Alex Renato Ibarra Mina,30,664329600,1991/01/20,Eredivisie,2015/2016,Midfielder,Vitesse,883,559,324,Ecuador,16,9,7,0,0,0,1,0,1,0,0,4,2,2,14,8,6,2,0,0.1,0.1,0,0,0,0,1.43,63,55,442,883,0.2,357,123,-1,20
