full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Hunt,34,526172400,1986/09/03,Bundesliga,2014/2015,Midfielder,Wolfsburg,421,213,208,Germany,15,8,7,2,2,0,0,0,0,0,0,4,3,1,4,1,3,1,0,0.43,0,0.43,0.85,0,211,0.86,105,28,421,0,0.21,23,308,-1,9
Abdul Rahman Baba,26,773103600,1994/07/01,Bundesliga,2014/2015,Defender,Augsburg,2669,1285,1384,Ghana,31,15,16,0,0,0,4,3,1,0,0,9,6,3,38,18,20,4,0,0.13,0.13,0,0,0,0,1.28,70,86,667,667,0.13,326,105,82,24
Adam Hloušek,32,598579200,1988/12/20,Bundesliga,2014/2015,Defender,Stuttgart,1567,896,671,Czech Republic,22,12,10,0,0,0,0,0,0,0,0,4,2,2,23,15,8,6,1,0,0,0,0,0,0,1.32,68,71,261,0,0.34,281,261,87,14
Adam Matuszczyk,32,603417600,1989/02/14,Bundesliga,2014/2015,Midfielder,Köln,432,273,159,Poland,10,6,4,0,0,0,1,1,0,0,0,2,1,1,9,4,5,0,0,0.21,0.21,0,0,0,0,1.88,48,43,0,432,0,368,49,-1,14
Ádám Szalai,33,566006400,1987/12/09,Bundesliga,2014/2015,Forward,Hoffenheim,1318,811,507,Hungary,26,13,13,4,4,0,4,2,2,0,0,6,4,2,20,12,8,3,1,0.55,0.27,0.27,0.44,0,330,1.37,66,51,330,330,0.27,63,29,-1,7
Adelino André Vieira Freitas,35,506908800,1986/01/24,Bundesliga,2014/2015,Midfielder,Wolfsburg,2309,1286,1023,Portugal,31,17,14,1,1,0,5,1,4,0,0,8,6,2,29,10,19,1,0,0.23,0.19,0.04,0.07,0,2309,1.13,80,74,2309,462,0.04,222,54,-1,15
Admir Mehmedi,30,669081600,1991/03/16,Bundesliga,2014/2015,Forward,Freiburg,2252,1077,1175,Switzerland,28,14,14,4,2,2,1,0,1,0,1,7,5,2,32,15,17,3,0,0.2,0.04,0.16,0.17,0.15,563,1.28,70,80,751,2252,0.12,118,204,-1,4
Alban Meha,34,514854000,1986/04/25,Bundesliga,2014/2015,Midfielder,Paderborn,1220,558,662,Kosovo,18,8,10,3,1,2,0,0,0,1,0,3,1,2,28,12,16,1,0,0.22,0,0.22,0.16,0.27,407,2.07,44,68,1220,0,0.07,82,265,-1,4
Alejandro Gálvez Jimena,31,613090800,1989/06/05,Bundesliga,2014/2015,Defender,Werder Bremen,1537,906,631,Spain,20,11,9,1,1,0,1,1,0,0,0,4,4,0,27,10,17,6,0,0.12,0.06,0.06,0.1,0,1537,1.58,57,77,256,1537,0.35,198,165,119,13
Aleksandar Ignjovski,30,664934400,1991/01/27,Bundesliga,2014/2015,Defender,Eintracht Frankfurt,1208,624,584,Serbia,20,11,9,0,0,0,2,0,2,0,0,4,3,1,22,11,11,4,0,0.15,0.15,0,0,0,0,1.64,55,60,302,604,0.3,304,86,130,22
Alexander Brunst-Zöllner,25,805071600,1995/07/06,Bundesliga,2014/2015,Goalkeeper,Hamburger SV,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alexander Esswein,30,638323200,1990/03/25,Bundesliga,2014/2015,Midfielder,Augsburg,861,452,409,Germany,19,9,10,1,0,1,3,3,0,0,0,4,3,1,10,3,7,0,0,0.42,0.31,0.1,0,0.22,861,1.05,86,45,0,287,0,148,18,-1,9
Alexander Madlung,38,395190000,1982/07/10,Bundesliga,2014/2015,Defender,Eintracht Frankfurt,1342,691,651,Germany,22,9,13,4,4,0,0,0,0,0,0,4,3,1,27,12,15,5,0,0.27,0,0.27,0.52,0,336,1.81,50,61,268,0,0.34,60,363,142,4
Alexander Manninger,43,234226800,1977/06/03,Bundesliga,2014/2015,Goalkeeper,Augsburg,810,450,360,Austria,9,5,4,0,0,0,0,0,0,0,0,1,0,1,15,9,6,0,0,0,0,0,0,0,0,1.67,54,90,0,0,0,327,325,132,23
Alexander Meier,38,411609600,1983/01/17,Bundesliga,2014/2015,Forward,Eintracht Frankfurt,2210,1130,1080,Germany,26,14,12,19,12,7,2,1,1,3,1,4,4,0,51,23,28,0,0,0.86,0.08,0.77,0.96,0.58,116,2.08,43,85,0,1105,0,4,148,-1,1
Alexander Nübel,24,844038000,1996/09/29,Bundesliga,2014/2015,Goalkeeper,Paderborn,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alexandru Maxim,30,647391600,1990/07/07,Bundesliga,2014/2015,Midfielder,Stuttgart,1445,604,841,Romania,26,12,14,2,1,1,6,1,5,0,0,4,2,2,28,10,18,3,0,0.5,0.37,0.12,0.15,0.11,723,1.74,52,56,482,241,0.19,139,12,-1,8
Álvaro Domínguez Soto,31,611190000,1989/05/14,Bundesliga,2014/2015,Defender,Borussia M'gladbach,2114,1124,990,Spain,24,13,11,0,0,0,3,2,1,0,0,10,6,4,17,9,8,3,0,0.13,0.13,0,0,0,0,0.72,124,88,705,705,0.13,355,100,14,17
Anderson Soares de Oliveira,33,568771200,1988/01/10,Bundesliga,2014/2015,Defender,Eintracht Frankfurt,1686,830,856,Brazil,22,11,11,0,0,0,1,1,0,0,0,4,4,0,37,17,20,5,0,0.05,0.05,0,0,0,0,1.98,46,77,337,1686,0.27,303,188,151,23
André Hahn,30,650502000,1990/08/12,Bundesliga,2014/2015,Forward,Borussia M'gladbach,1312,559,753,Germany,23,12,11,3,3,0,2,1,1,0,0,9,4,5,14,7,7,3,0,0.34,0.14,0.21,0.48,0,437,0.96,94,57,437,656,0.21,86,93,-1,4
André Schürrle,30,657849600,1990/11/06,Bundesliga,2014/2015,Midfielder,Wolfsburg,658,365,293,Germany,14,7,7,1,1,0,2,2,0,0,0,3,2,1,8,4,4,1,0,0.41,0.27,0.14,0.25,0,658,1.09,82,47,658,329,0.14,123,27,-1,13
Andreas Beck,34,542592000,1987/03/13,Bundesliga,2014/2015,Defender,Hoffenheim,2967,1527,1440,Germany,33,17,16,0,0,0,1,1,0,0,0,8,4,4,52,25,27,5,0,0.03,0.03,0,0,0,0,1.58,57,90,593,2967,0.15,321,210,121,20
Änis Ben-Hatira,32,585183600,1988/07/17,Bundesliga,2014/2015,Forward,Hertha BSC,836,484,352,Tunisia,15,9,6,4,3,1,4,1,3,0,0,4,3,1,15,9,6,3,0,0.86,0.43,0.43,0.56,0.26,209,1.61,56,56,279,209,0.32,22,8,-1,4
Anthony Modeste,32,576975600,1988/04/13,Bundesliga,2014/2015,Forward,Hoffenheim,1298,456,842,France,26,11,15,7,2,5,1,0,1,0,0,4,1,3,24,5,19,2,0,0.55,0.07,0.49,0.39,0.53,185,1.66,54,50,649,1298,0.14,15,156,-1,3
Anthony Ujah,30,655858800,1990/10/13,Bundesliga,2014/2015,Forward,Köln,2354,1205,1149,Nigeria,32,16,16,10,5,5,3,2,1,0,0,13,6,7,28,12,16,2,0,0.5,0.11,0.38,0.37,0.39,235,1.07,84,74,1177,785,0.08,31,114,-1,1
Antonio Rüdiger,28,731116800,1993/03/03,Bundesliga,2014/2015,Defender,Stuttgart,1605,856,749,Germany,19,10,9,0,0,0,1,0,1,0,0,2,2,0,33,19,14,2,0,0.06,0.06,0,0,0,0,1.85,49,84,803,1605,0.11,358,169,143,23
Arjen Robben,37,443664000,1984/01/23,Bundesliga,2014/2015,Midfielder,Bayern München,1679,966,713,Netherlands,21,12,9,17,10,7,7,5,2,2,0,13,7,6,10,4,6,0,0,1.29,0.38,0.91,0.93,0.88,99,0.54,168,80,0,240,0,3,11,-1,2
Artoms Rudņevs,33,569030400,1988/01/13,Bundesliga,2014/2015,Forward,Hamburger SV,931,409,522,Latvia,22,10,12,1,1,0,3,1,2,0,0,7,3,4,17,4,13,1,0,0.39,0.29,0.1,0.22,0,931,1.64,55,42,931,310,0.1,156,25,-1,9
Artur Sobiech,30,645145200,1990/06/11,Bundesliga,2014/2015,Forward,Hannover 96,524,256,268,Poland,19,11,8,2,1,1,1,0,1,0,0,6,3,3,9,4,5,0,0,0.52,0.17,0.34,0.35,0.34,262,1.55,58,28,0,524,0,39,69,-1,7
Ashton Philip Shawn Götz,27,742777200,1993/07/15,Bundesliga,2014/2015,Defender,Hamburger SV,577,217,360,Germany,10,5,5,0,0,0,0,0,0,0,0,2,1,1,17,3,14,1,0,0,0,0,0,0,0,2.65,34,58,577,0,0.16,242,267,160,15
Assani Lukimya-Mulongoti,35,506995200,1986/01/25,Bundesliga,2014/2015,Defender,Werder Bremen,1744,659,1085,Congo DR,22,9,13,2,1,1,2,1,1,0,0,2,2,0,40,9,31,1,0,0.21,0.1,0.1,0.14,0.08,872,2.06,44,79,1744,872,0.05,149,128,154,8
Atsuto Uchida,32,575424000,1988/03/27,Bundesliga,2014/2015,Defender,Schalke 04,1675,865,810,Japan,19,10,9,0,0,0,3,2,1,0,0,7,5,2,18,7,11,2,0,0.16,0.16,0,0,0,0,0.97,93,88,838,558,0.11,251,74,32,18
Axel Borgmann,26,773622000,1994/07/07,Bundesliga,2014/2015,Defender,Schalke 04,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Bård Finne,26,792633600,1995/02/13,Bundesliga,2014/2015,Forward,Köln,238,121,117,Norway,10,7,3,1,1,0,0,0,0,0,0,2,2,0,4,0,4,0,0,0.38,0,0.38,0.74,0,238,1.51,60,24,0,0,0,-1,-1,-1,8
Bas Dost,31,612572400,1989/05/30,Bundesliga,2014/2015,Forward,Wolfsburg,1529,789,740,Netherlands,21,11,10,16,7,9,4,1,3,0,0,4,3,1,21,8,13,1,0,1.18,0.24,0.94,0.8,1.09,96,1.24,73,73,1529,382,0.06,2,40,-1,1
Bastian Kurz,24,843433200,1996/09/22,Bundesliga,2014/2015,Midfielder,Augsburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Bastian Oczipka,32,600566400,1989/01/12,Bundesliga,2014/2015,Defender,Eintracht Frankfurt,2570,1341,1229,Germany,30,15,15,1,1,0,4,3,1,0,0,5,4,1,55,25,30,6,0,0.18,0.14,0.04,0.07,0,2570,1.93,47,86,428,643,0.21,221,98,148,9
