full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Bastiaans,19,1017878400,2002/04/04,Eredivisie,2019/2020,Midfielder,VVV,16,16,0,Netherlands,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0,5.63,5.63,0,16,0,0,16,0,0,0,-1,-1,-1,6
Aaron Meijers,33,562377600,1987/10/28,Eredivisie,2019/2020,Defender,ADO Den Haag,2105,1065,1040,Netherlands,26,13,13,2,2,0,2,2,0,0,0,7,5,2,45,16,29,5,0,0.17,0.09,0.09,0.17,0,1053,1.92,47,81,421,1053,0.21,155,131,116,4
Abdallah Aberkane,20,957484800,2000/05/05,Eredivisie,2019/2020,Defender,Sparta Rotterdam,3,3,0,Netherlands,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,14
Abdou Harroui,23,884649600,1998/01/13,Eredivisie,2019/2020,Midfielder,Sparta Rotterdam,2148,1117,1031,Netherlands,26,13,13,4,3,1,8,5,3,0,0,6,4,2,40,15,25,2,0,0.5,0.34,0.17,0.24,0.09,537,1.68,54,83,1074,269,0.08,114,13,-1,6
Abdou Karim Coulibaly,27,739065600,1993/06/03,Eredivisie,2019/2020,Midfielder,Willem II,9,9,0,France,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,17
Achraf El Bouchataoui,21,947635200,2000/01/12,Eredivisie,2019/2020,Midfielder,Feyenoord,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adam Maher,27,743126400,1993/07/20,Eredivisie,2019/2020,Midfielder,Utrecht,1926,964,962,Netherlands,23,11,12,3,1,2,5,5,0,1,0,4,3,1,28,12,16,4,0,0.37,0.23,0.14,0.09,0.19,642,1.31,69,84,482,385,0.19,126,36,-1,8
Adil Auassar,34,528940800,1986/10/06,Eredivisie,2019/2020,Midfielder,Sparta Rotterdam,1803,808,995,Netherlands,23,11,12,2,2,0,0,0,0,0,0,5,3,2,28,8,20,11,1,0.1,0,0.1,0.22,0,902,1.4,64,78,164,0,0.55,146,319,-1,10
Adnan Ugur,19,993686400,2001/06/28,Eredivisie,2019/2020,Midfielder,Fortuna Sittard,295,122,173,Belgium,6,3,3,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0,0,0,0,0,0,0,0,3.05,30,49,0,0,0,324,190,-1,22
Adrián Dalmau Vaquer,27,764380800,1994/03/23,Eredivisie,2019/2020,Forward,Utrecht,419,218,201,Spain,7,4,3,4,3,1,0,0,0,0,0,0,0,0,5,1,4,0,0,0.86,0,0.86,1.24,0.45,105,1.07,84,60,0,0,0,3,240,-1,5
