full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Anthony Connolly,21,949017600,2000/01/28,Premier League,2020/2021,Forward,Brighton & Hove Albion,790,397,393,Republic of Ireland,17,8,9,2,1,1,1,0,1,0,0,4,2,2,17,10,7,0,0,0.34,0.11,0.23,0.23,0.23,395,1.94,46,46,0,790,0,74,126,-1,6
Aaron Cresswell,31,629683200,1989/12/15,Premier League,2020/2021,Defender,West Ham United,3172,1552,1620,England,36,18,18,0,0,0,8,2,6,0,0,11,6,5,40,19,21,3,0,0.23,0.23,0,0,0,0,1.13,79,88,1057,397,0.09,317,32,58,22
Aaron Ramsdale,23,895104000,1998/05/14,Premier League,2020/2021,Goalkeeper,Sheffield United,3420,1710,1710,England,38,19,19,0,0,0,0,0,0,0,0,5,4,1,61,26,35,1,0,0,0,0,0,0,0,1.61,56,90,3420,0,0.03,394,403,131,16
Aaron Wan-Bissaka,23,880502400,1997/11/26,Premier League,2020/2021,Midfielder,Manchester United,3060,1530,1530,England,34,17,17,2,1,1,4,3,1,0,0,13,6,7,33,21,12,3,0,0.18,0.12,0.06,0.06,0.06,1530,0.97,93,90,1020,765,0.09,201,110,-1,10
Abdoulaye Doucouré,28,725846400,1993/01/01,Premier League,2020/2021,Midfielder,Everton,2452,1211,1241,France,29,14,15,2,0,2,3,1,2,0,0,9,3,6,33,17,16,6,0,0.18,0.11,0.07,0,0.15,1226,1.21,74,85,409,817,0.22,184,130,-1,7
Aboubakar Kamara,26,794534400,1995/03/07,Premier League,2020/2021,Forward,Fulham,312,208,104,France,11,7,4,0,0,0,0,0,0,0,0,1,1,0,9,5,4,2,1,0,0,0,0,0,0,2.6,35,28,104,0,0.87,343,334,-1,22
Adam David Lallana,33,579225600,1988/05/10,Premier League,2020/2021,Midfielder,Brighton & Hove Albion,1588,784,804,England,30,15,15,1,1,0,1,0,1,0,0,9,5,4,17,7,10,0,0,0.11,0.06,0.06,0.11,0,1588,0.96,93,53,0,1588,0,202,183,-1,14
Adam Webster,26,789177600,1995/01/04,Premier League,2020/2021,Defender,Brighton & Hove Albion,2595,1260,1335,England,29,14,15,1,1,0,0,0,0,0,0,9,4,5,33,17,16,4,0,0.03,0,0.03,0.07,0,2595,1.14,79,89,649,0,0.14,263,389,61,11
Adama Traoré Diarra,25,822528000,1996/01/25,Premier League,2020/2021,Midfielder,Wolverhampton Wanderers,2643,1209,1434,Spain,37,18,19,2,1,1,2,2,0,0,0,10,5,5,36,18,18,4,0,0.14,0.07,0.07,0.07,0.06,1322,1.23,73,71,661,1322,0.14,179,169,-1,7
Ademipo Odubeko,18,1035158400,2002/10/21,Premier League,2020/2021,Midfielder,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ademola Lookman,23,877305600,1997/10/20,Premier League,2020/2021,Forward,Fulham,2756,1412,1344,England,34,16,18,4,2,2,4,3,1,0,1,9,5,4,32,20,12,5,0,0.26,0.13,0.13,0.13,0.13,689,1.04,86,81,551,689,0.16,127,105,-1,2
Adrian Bernabe Garcia,20,990835200,2001/05/26,Premier League,2020/2021,Midfielder,Manchester City,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adrián San Miguel del Castillo,34,536630400,1987/01/03,Premier League,2020/2021,Goalkeeper,Liverpool,270,0,270,Spain,3,0,3,0,0,0,0,0,0,0,0,1,0,1,9,0,9,0,0,0,0,0,0,0,0,3,30,90,0,0,0,-1,-1,-1,17
Ahmed Eissa El Mohamady Abdel Fattah,34,558144000,1987/09/09,Premier League,2020/2021,Midfielder,Aston Villa,833,442,391,Egypt,14,8,6,0,0,0,0,0,0,0,0,6,4,2,8,4,4,2,0,0,0,0,0,0,0,0.86,104,60,417,0,0.22,387,301,-1,19
Ahmed Hegazi,30,664761600,1991/01/25,Premier League,2020/2021,Defender,West Bromwich Albion,90,90,0,Egypt,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,21
Ainsley Maitland-Niles,24,872812800,1997/08/29,Premier League,2020/2021,Midfielder,West Bromwich Albion,1718,788,930,England,26,12,14,0,0,0,0,0,0,0,0,10,4,6,22,5,17,2,0,0,0,0,0,0,0,1.15,78,66,859,0,0.1,348,339,-1,14
Aleksandar Mitrović,27,779673600,1994/09/16,Premier League,2020/2021,Forward,Fulham,1389,727,662,Serbia,27,15,12,3,0,3,3,2,1,1,1,7,4,3,22,10,12,3,0,0.39,0.19,0.19,0,0.41,463,1.43,63,51,463,463,0.19,93,60,-1,5
Alex Iwobi,25,831081600,1996/05/03,Premier League,2020/2021,Forward,Everton,1541,727,814,Nigeria,30,14,16,1,0,1,2,1,1,0,0,8,2,6,19,8,11,0,0,0.18,0.12,0.06,0,0.11,1541,1.11,81,51,0,771,0,200,123,-1,9
Alex McCarthy,31,628646400,1989/12/03,Premier League,2020/2021,Goalkeeper,Southampton,2700,1350,1350,England,30,15,15,0,0,0,0,0,0,0,0,7,5,2,49,18,31,2,0,0,0,0,0,0,0,1.63,55,90,1350,0,0.07,354,344,133,20
Alex Nicolao Telles,28,724377600,1992/12/15,Premier League,2020/2021,Defender,Manchester United,692,338,354,Brazil,9,5,4,0,0,0,2,1,1,0,0,2,2,0,11,5,6,0,0,0.26,0.26,0,0,0,0,1.43,63,77,0,346,0,311,22,105,22
Alex Oxlade-Chamberlain,28,745372800,1993/08/15,Premier League,2020/2021,Midfielder,Liverpool,243,121,122,England,13,6,7,1,0,1,1,0,1,0,0,5,2,3,6,0,6,0,0,0.74,0.37,0.37,0,0.74,243,2.22,41,19,0,243,0,-1,-1,-1,9
Alexandre Jankewitz,19,1009238400,2001/12/25,Premier League,2020/2021,Midfielder,Southampton,3,1,2,Switzerland,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,60,-1,-1,-1,29
Alexandre Lacazette,30,675388800,1991/05/28,Premier League,2020/2021,Forward,Arsenal,1930,959,971,France,31,15,16,13,3,10,2,0,2,3,0,10,4,6,21,10,11,3,0,0.7,0.09,0.61,0.28,0.93,148,0.98,92,62,643,965,0.14,8,141,-1,1
Alexis Mac Allister,22,914457600,1998/12/24,Premier League,2020/2021,Midfielder,Brighton & Hove Albion,1116,587,529,Argentina,21,10,11,1,0,1,1,0,1,0,0,7,5,2,13,6,7,1,0,0.16,0.08,0.08,0,0.17,1116,1.05,86,53,1116,1116,0.08,169,156,-1,8
Alfie Devine,17,1091318400,2004/08/01,Premier League,2020/2021,Midfielder,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alireza Jahanbakhsh,28,745027200,1993/08/11,Premier League,2020/2021,Forward,Brighton & Hove Albion,521,325,196,Iran,21,13,8,0,0,0,1,1,0,0,0,5,3,2,7,4,3,3,0,0.17,0.17,0,0,0,0,1.21,74,25,174,521,0.52,392,79,-1,16
Alisson Becker,29,717984000,1992/10/02,Premier League,2020/2021,Goalkeeper,Liverpool,2970,1530,1440,Brazil,33,17,16,1,0,1,0,0,0,0,0,10,4,6,30,18,12,1,0,0.03,0,0.03,0,0.06,2970,0.91,99,90,2970,0,0.03,257,350,23,7
Allan,30,663292800,1991/01/08,Premier League,2020/2021,Midfielder,Everton,2052,990,1062,Brazil,24,11,13,0,0,0,0,0,0,0,0,9,3,6,29,14,15,6,0,0,0,0,0,0,0,1.27,71,86,342,0,0.26,402,400,-1,26
Allan Saint-Maximin,24,858124800,1997/03/12,Premier League,2020/2021,Midfielder,Newcastle United,1568,861,707,France,25,14,11,3,1,2,4,3,1,0,0,4,1,3,24,15,9,0,0,0.4,0.23,0.17,0.1,0.25,523,1.38,65,63,0,392,0,101,31,-1,5
Allan Tchaptchet,19,1008892800,2001/12/21,Premier League,2020/2021,Defender,Southampton,12,0,12,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.5,12,12,0,0,0,-1,-1,-1,14
Alphonse Areola,28,730771200,1993/02/27,Premier League,2020/2021,Goalkeeper,Fulham,3240,1530,1710,France,36,17,19,0,0,0,0,0,0,0,0,9,5,4,45,22,23,2,0,0,0,0,0,0,0,1.25,72,90,1620,0,0.06,345,335,82,17
Amad Diallo Traoré,19,1026345600,2002/07/11,Premier League,2020/2021,Forward,Manchester United,167,85,82,Côte d'Ivoire,3,2,1,0,0,0,1,1,0,0,0,0,0,0,3,2,1,0,0,0.54,0.54,0,0,0,0,1.62,56,56,0,167,0,-1,-1,-1,17
Andi Zeqiri,22,930009600,1999/06/22,Premier League,2020/2021,Forward,Brighton & Hove Albion,163,101,62,Switzerland,9,5,4,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.55,163,18,0,0,0,-1,-1,-1,20
André Filipe Tavares Gomes,28,743990400,1993/07/30,Premier League,2020/2021,Midfielder,Everton,1568,718,850,Portugal,28,14,14,0,0,0,1,0,1,0,0,10,3,7,20,12,8,3,0,0.06,0.06,0,0,0,0,1.15,78,56,523,1568,0.17,403,190,-1,25
André-Frank Zambo Anguissa,25,816480000,1995/11/16,Premier League,2020/2021,Midfielder,Fulham,2587,1245,1342,Cameroon,36,19,17,0,0,0,3,1,2,0,0,8,5,3,37,19,18,6,0,0.1,0.1,0,0,0,0,1.29,70,72,431,862,0.21,344,134,-1,21
Andreas Christensen,25,829094400,1996/04/10,Premier League,2020/2021,Defender,Chelsea,1371,732,639,Denmark,17,9,8,0,0,0,0,0,0,0,0,9,5,4,13,7,6,3,1,0,0,0,0,0,0,0.85,105,81,343,0,0.26,391,368,17,24
Andreas Söndergaard,20,979689600,2001/01/17,Premier League,2020/2021,Goalkeeper,Wolverhampton Wanderers,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Andrew Lonergan,37,435369600,1983/10/19,Premier League,2020/2021,Goalkeeper,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Andrew Robertson,27,763344000,1994/03/11,Premier League,2020/2021,Defender,Liverpool,3386,1705,1681,Scotland,38,19,19,1,1,0,7,3,4,0,0,12,5,7,40,19,21,2,0,0.21,0.19,0.03,0.05,0,3386,1.06,85,89,1693,484,0.05,248,59,43,15
Andriy Yarmolenko,31,625104000,1989/10/23,Premier League,2020/2021,Forward,West Ham United,362,196,166,Ukraine,15,8,7,0,0,0,1,1,0,0,0,4,1,3,6,4,2,3,0,0.25,0.25,0,0,0,0,1.49,60,24,121,362,0.75,319,25,-1,23
Andros Townsend,30,679622400,1991/07/16,Premier League,2020/2021,Midfielder,Crystal Palace,2258,1156,1102,England,34,18,16,1,0,1,5,4,1,0,0,8,6,2,33,13,20,0,0,0.24,0.2,0.04,0,0.08,2258,1.32,68,66,0,452,0,232,52,-1,12
Andy Carroll,32,600048000,1989/01/06,Premier League,2020/2021,Forward,Newcastle United,382,84,298,England,18,8,10,1,1,0,0,0,0,0,0,3,1,2,7,2,5,1,0,0.24,0,0.24,1.07,0,382,1.65,55,21,382,0,0.24,69,316,-1,11
Angelo Ogbonna,33,580348800,1988/05/23,Premier League,2020/2021,Defender,West Ham United,2493,1143,1350,Italy,28,13,15,3,1,2,0,0,0,0,0,9,4,5,33,15,18,5,0,0.11,0,0.11,0.08,0.13,831,1.19,76,89,499,0,0.18,146,305,72,8
Anthony Driscoll-Glennon,21,943574400,1999/11/26,Premier League,2020/2021,Defender,Burnley,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Anthony Elanga,0,0,1970/01/01,Premier League,2020/2021,Forward,Manchester United,156,66,90,England,2,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0.58,0,0.58,0,1,156,1.15,78,78,0,0,0,-1,-1,-1,14
Anthony Gomez Mancini,0,0,1970/01/01,Premier League,2020/2021,Midfielder,Burnley,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Anthony Gordon,20,982972800,2001/02/24,Premier League,2020/2021,Midfielder,Everton,87,0,87,England,3,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,-1,-1,-1,11
Anthony Knockaert,29,690595200,1991/11/20,Premier League,2020/2021,Midfielder,Fulham,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Anthony Martial,25,818121600,1995/12/05,Premier League,2020/2021,Forward,Manchester United,1487,634,853,France,22,10,12,4,3,1,3,2,1,0,0,9,4,5,19,11,8,1,1,0.42,0.18,0.24,0.43,0.11,372,1.15,78,68,744,496,0.12,70,64,-1,6
Antonee Robinson,24,870998400,1997/08/08,Premier League,2020/2021,Defender,Fulham,2161,1198,963,England,28,15,13,0,0,0,0,0,0,0,0,7,5,2,24,13,11,5,1,0,0,0,0,0,0,1,90,77,360,0,0.25,290,278,36,16
Antonio Rüdiger,28,731116800,1993/03/03,Premier League,2020/2021,Defender,Chelsea,1710,630,1080,Germany,19,7,12,1,1,0,0,0,0,0,0,11,5,6,10,2,8,0,0,0.05,0,0.05,0.14,0,1710,0.53,171,90,0,0,0,220,371,2,16
Antwoine Hackford,17,1079740800,2004/03/20,Premier League,2020/2021,Forward,Sheffield United,10,0,10,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,11
Anwar El Ghazi,26,799459200,1995/05/03,Premier League,2020/2021,Forward,Aston Villa,1614,759,855,Netherlands,28,13,15,10,3,7,0,0,0,4,0,8,4,4,19,9,10,2,0,0.56,0,0.56,0.36,0.74,161,1.06,85,58,807,0,0.11,12,267,-1,2
Arthur Masuaku,27,752630400,1993/11/07,Premier League,2020/2021,Defender,West Ham United,1011,496,515,France,12,6,6,0,0,0,2,1,1,0,0,4,2,2,14,6,8,2,0,0.18,0.18,0,0,0,0,1.25,72,84,506,506,0.18,374,67,83,16
Ashley Barnes,31,625708800,1989/10/30,Premier League,2020/2021,Forward,Burnley,1336,635,701,England,22,10,12,3,2,1,0,0,0,1,0,8,1,7,19,9,10,4,0,0.2,0,0.2,0.28,0.13,445,1.28,70,61,334,0,0.27,85,287,-1,4
