full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Meijers,33,562377600,1987/10/28,Eredivisie,2011/2012,Defender,RKC Waalwijk,2871,1420,1451,Netherlands,36,18,18,3,2,1,4,1,3,0,0,10,6,4,44,18,26,2,0,0.22,0.13,0.09,0.13,0.06,957,1.38,65,80,1436,718,0.06,164,122,52,6
Abdisalam Ibrahim,30,673056000,1991/05/01,Eredivisie,2011/2012,Midfielder,NEC,478,252,226,Norway,8,4,4,1,0,1,0,0,0,0,0,2,1,1,10,5,5,1,0,0.19,0,0.19,0,0.4,478,1.88,48,60,478,0,0.19,111,272,-1,11
Abel Tezzy Tamata,30,660355200,1990/12/05,Eredivisie,2011/2012,Defender,PSV,266,123,143,Congo DR,9,4,5,0,0,0,0,0,0,0,0,4,2,2,4,0,4,0,0,0,0,0,0,0,0,1.35,67,30,0,0,0,-1,-1,-1,21
Adam Maher,28,743126400,1993/07/20,Eredivisie,2011/2012,Midfielder,AZ,2764,1408,1356,Netherlands,34,17,17,5,3,2,7,6,1,0,0,15,10,5,25,8,17,3,0,0.39,0.23,0.16,0.19,0.13,553,0.81,111,81,921,395,0.1,130,63,-1,5
Adam Sarota,32,599270400,1988/12/28,Eredivisie,2011/2012,Midfielder,Utrecht,238,25,213,Australia,8,2,6,0,0,0,0,0,0,0,0,1,0,1,4,0,4,0,0,0,0,0,0,0,0,1.51,60,30,0,0,0,-1,-1,-1,26
Adil Auassar,34,528940800,1986/10/06,Eredivisie,2011/2012,Midfielder,RKC Waalwijk,1170,422,748,Netherlands,19,7,12,1,1,0,2,2,0,0,0,5,2,3,20,5,15,2,0,0.23,0.15,0.08,0.21,0,1170,1.54,59,62,585,585,0.15,177,104,-1,12
Adil Ramzi,44,237686400,1977/07/14,Eredivisie,2011/2012,Midfielder,Roda JC,2374,1181,1193,Morocco,32,16,16,1,0,1,4,2,2,0,0,6,4,2,47,19,28,4,0,0.19,0.15,0.04,0,0.08,2374,1.78,51,74,594,594,0.15,214,106,-1,11
Adil Tihouna,28,725587200,1992/12/29,Eredivisie,2011/2012,Midfielder,ADO Den Haag,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adnane Tighadouini,28,723081600,1992/11/30,Eredivisie,2011/2012,Midfielder,Vitesse,5,5,0,Morocco,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,26
Adrian Lis,28,735523200,1993/04/23,Eredivisie,2011/2012,Defender,Roda JC,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Agil Etemadi,34,546134400,1987/04/23,Eredivisie,2011/2012,Goalkeeper,Groningen,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ahmed Ammi,40,348710400,1981/01/19,Eredivisie,2011/2012,Defender,ADO Den Haag,1666,857,809,Morocco,23,12,11,0,0,0,0,0,0,0,0,6,4,2,41,17,24,5,0,0,0,0,0,0,0,2.21,41,72,333,0,0.27,237,236,138,20
Ahmed Musa,28,719020800,1992/10/14,Eredivisie,2011/2012,Forward,VVV,1079,622,457,Nigeria,14,7,7,3,2,1,3,3,0,0,1,2,2,0,31,13,18,3,1,0.5,0.25,0.25,0.29,0.2,360,2.59,35,77,360,360,0.25,81,57,-1,8
Aleksandar Radosavljevič,42,293846400,1979/04/25,Eredivisie,2011/2012,Midfielder,ADO Den Haag,1701,913,788,Slovenia,23,11,12,1,0,1,0,0,0,0,0,8,5,3,28,10,18,7,0,0.05,0,0.05,0,0.11,1701,1.48,61,74,243,0,0.37,198,318,-1,9
Alex Emenike Nkume,32,601430400,1989/01/22,Eredivisie,2011/2012,Defender,VVV,1039,584,455,Nigeria,13,7,6,0,0,0,0,0,0,0,0,1,1,0,31,13,18,4,0,0,0,0,0,0,0,2.69,34,80,260,0,0.35,335,339,148,24
Alex Renato Ibarra Mina,30,664329600,1991/01/20,Eredivisie,2011/2012,Midfielder,Vitesse,1960,1052,908,Ecuador,23,12,11,3,3,0,2,1,1,0,0,9,7,2,27,12,15,2,0,0.23,0.09,0.14,0.26,0,653,1.24,73,85,980,980,0.09,137,156,-1,8
Alex Schalk,29,713145600,1992/08/07,Eredivisie,2011/2012,Forward,NAC Breda,1573,791,782,Netherlands,32,16,16,6,2,4,6,2,4,1,0,5,4,1,25,9,16,1,0,0.69,0.34,0.34,0.23,0.46,262,1.43,63,49,1573,262,0.06,47,24,-1,2
Alexander Büttner,32,603158400,1989/02/11,Eredivisie,2011/2012,Defender,Vitesse,3072,1710,1362,Netherlands,35,19,16,5,3,2,5,3,2,3,1,14,9,5,41,19,22,3,0,0.29,0.15,0.15,0.16,0.13,614,1.2,75,88,1024,614,0.09,132,105,33,3
Alexander Gerndt,35,521683200,1986/07/14,Eredivisie,2011/2012,Forward,Utrecht,1654,854,800,Sweden,23,11,12,7,5,2,6,4,2,1,0,4,2,2,27,14,13,0,0,0.71,0.33,0.38,0.53,0.23,236,1.47,61,72,0,276,0,37,26,-1,4
Ali Boussaboun,42,285465600,1979/01/18,Eredivisie,2011/2012,Forward,ADO Den Haag,657,373,284,Morocco,14,9,5,0,0,0,1,1,0,0,0,5,4,1,12,7,5,3,1,0.14,0.14,0,0,0,0,1.64,55,47,164,657,0.55,260,109,-1,14
Ali Messaoud,30,671500800,1991/04/13,Eredivisie,2011/2012,Forward,AZ,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alje Schut,40,351302400,1981/02/18,Eredivisie,2011/2012,Defender,Utrecht,1924,1000,924,Netherlands,24,12,12,1,0,1,0,0,0,0,0,6,3,3,30,20,10,5,1,0.05,0,0.05,0,0.1,1924,1.4,64,80,385,0,0.23,201,341,59,16
Anass Achahbar,27,758419200,1994/01/13,Eredivisie,2011/2012,Forward,Feyenoord,201,71,130,Netherlands,7,2,5,0,0,0,0,0,0,0,0,3,1,2,3,0,3,0,0,0,0,0,0,0,0,1.34,67,29,0,0,0,-1,-1,-1,20
Anco Jansen,32,605404800,1989/03/09,Eredivisie,2011/2012,Midfielder,De Graafschap,276,166,110,Netherlands,11,6,5,1,0,1,0,0,0,0,0,1,1,0,4,4,0,0,0,0.33,0,0.33,0,0.82,276,1.3,69,25,0,0,0,49,214,-1,8
André Ooijer,47,142732800,1974/07/11,Eredivisie,2011/2012,Defender,Ajax,444,153,291,Netherlands,9,3,6,2,0,2,0,0,0,0,0,2,1,1,8,3,5,2,0,0.41,0,0.41,0,0.62,222,1.62,56,49,222,0,0.41,32,313,82,13
Andrea Fileccia,29,691977600,1991/12/06,Eredivisie,2011/2012,Forward,Excelsior,12,10,2,Belgium,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.5,12,6,0,0,0,-1,-1,-1,15
Andrea Mei,32,611452800,1989/05/18,Eredivisie,2011/2012,Defender,VVV,769,412,357,Italy,11,6,5,0,0,0,0,0,0,0,0,3,3,0,22,6,16,3,1,0,0,0,0,0,0,2.57,35,70,192,0,0.47,311,338,145,25
Andreas Isaksson,39,370915200,1981/10/03,Eredivisie,2011/2012,Goalkeeper,PSV,1980,990,990,Sweden,22,11,11,0,0,0,0,0,0,0,0,5,3,2,29,14,15,0,0,0,0,0,0,0,0,1.32,68,90,0,0,0,348,351,47,20
Andreas Lasnik,37,437184000,1983/11/09,Eredivisie,2011/2012,Midfielder,NAC Breda,290,141,149,Austria,11,5,6,0,0,0,1,0,1,0,0,1,1,0,7,2,5,2,0,0.31,0.31,0,0,0,0,2.17,41,26,145,290,0.62,246,31,-1,22
Andrej Rendla,30,655776000,1990/10/13,Eredivisie,2011/2012,Forward,Twente,11,9,2,Slovakia,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,22
Anil Güner,30,671587200,1991/04/14,Eredivisie,2011/2012,Midfielder,VVV,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Anmar Al Mubaraki,30,678326400,1991/07/01,Eredivisie,2011/2012,Forward,Heracles,62,36,26,Iraq,2,1,1,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,1.45,1.45,0,0,0,0,2.9,31,31,0,62,0,-1,-1,-1,19
Anouar Kali,30,675907200,1991/06/03,Eredivisie,2011/2012,Midfielder,Utrecht,1531,565,966,Morocco,22,11,11,1,1,0,0,0,0,0,0,3,2,1,29,11,18,4,0,0.06,0,0.06,0.16,0,1531,1.7,53,70,383,0,0.24,191,246,-1,12
Anthony Gildas Kofi Annan,35,522288000,1986/07/21,Eredivisie,2011/2012,Midfielder,Vitesse,1953,990,963,Ghana,24,11,13,0,0,0,0,0,0,0,0,12,7,5,23,8,15,6,0,0,0,0,0,0,0,1.06,85,81,326,0,0.28,240,231,-1,23
Anthony Lurling,44,230515200,1977/04/22,Eredivisie,2011/2012,Midfielder,NAC Breda,2869,1429,1440,Netherlands,32,16,16,7,6,1,6,4,2,0,0,5,4,1,49,19,30,6,1,0.41,0.19,0.22,0.38,0.06,410,1.54,59,90,478,478,0.19,94,81,-1,1
Antoine van der Linden,45,195868800,1976/03/17,Eredivisie,2011/2012,Defender,Heracles,2689,1260,1429,Netherlands,30,14,16,1,0,1,0,0,0,0,0,4,3,1,54,18,36,8,1,0.03,0,0.03,0,0.06,2689,1.81,50,90,299,0,0.3,218,281,105,8
Aras Özbiliz,31,636940800,1990/03/09,Eredivisie,2011/2012,Midfielder,Ajax,731,420,311,Armenia,12,7,5,1,0,1,1,1,0,0,0,7,4,3,6,4,2,0,0,0.25,0.12,0.12,0,0.29,731,0.74,122,61,0,731,0,145,129,-1,18
Ard van Peppen,36,488592000,1985/06/26,Eredivisie,2011/2012,Defender,RKC Waalwijk,3240,1620,1620,Netherlands,36,18,18,2,0,2,3,2,1,0,0,9,5,4,50,22,28,7,0,0.14,0.08,0.06,0,0.11,1620,1.39,65,90,463,1080,0.19,188,166,56,7
Arjan van Dijk,34,537840000,1987/01/17,Eredivisie,2011/2012,Goalkeeper,RKC Waalwijk,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Arnaud Djoum,32,610070400,1989/05/02,Eredivisie,2011/2012,Midfielder,Roda JC,802,297,505,Cameroon,23,10,13,2,2,0,0,0,0,0,0,5,4,1,24,6,18,1,0,0.22,0,0.22,0.61,0,401,2.69,33,35,802,0,0.11,90,303,-1,6
