full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aarón Escandell Banacloche,26,812160000,1995/09/27,La Liga,2020/2021,Goalkeeper,Granada CF,450,180,270,Spain,5,2,3,0,0,0,0,0,0,0,0,1,1,0,8,1,7,1,0,0,0,0,0,0,0,1.6,56,90,450,0,0.2,287,378,166,30
Aarón Martín,24,861667200,1997/04/22,La Liga,2020/2021,Defender,Celta de Vigo,1539,668,871,Spain,19,9,10,0,0,0,3,1,2,0,0,5,3,2,24,11,13,1,0,0.18,0.18,0,0,0,0,1.4,64,81,1539,513,0.06,326,77,136,14
Abdallahi Mohamed Mahmoud,21,957398400,2000/05/04,La Liga,2020/2021,Defender,Deportivo Alavés,66,0,66,Mauritania,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.36,66,33,0,0,0,-1,-1,-1,23
Abdelkabir Abqar,22,921024000,1999/03/10,La Liga,2020/2021,Defender,Deportivo Alavés,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abdoulay Diaby,30,669513600,1991/03/21,La Liga,2020/2021,Forward,Getafe CF,17,0,17,Mali,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,19
Adnan Januzaj,26,791942400,1995/02/05,La Liga,2020/2021,Midfielder,Real Sociedad,1011,572,439,Belgium,27,14,13,4,2,2,5,3,2,3,0,11,5,6,9,5,4,2,0,0.8,0.45,0.36,0.31,0.41,253,0.8,112,37,506,202,0.18,33,3,-1,4
Adrián,34,536630400,1987/01/03,La Liga,2020/2021,Goalkeeper,CA Osasuna,473,291,182,Spain,17,11,6,1,0,1,1,1,0,0,0,6,4,2,5,4,1,0,0,0.38,0.19,0.19,0,0.49,473,0.95,95,28,0,473,0,96,68,43,8
Adrián Marín Gómez,24,852768000,1997/01/09,La Liga,2020/2021,Defender,Granada CF,356,144,212,Spain,14,8,6,0,0,0,1,0,1,0,0,2,1,1,9,3,6,1,0,0.25,0.25,0,0,0,0,2.28,40,25,356,356,0.25,379,34,182,24
Aihen Muñoz Capellán,24,871689600,1997/08/16,La Liga,2020/2021,Midfielder,Real Sociedad,1210,575,635,Spain,16,8,8,0,0,0,1,0,1,0,0,5,3,2,13,4,9,6,0,0.07,0.07,0,0,0,0,0.97,93,76,202,1210,0.45,455,179,-1,28
Aimar Oroz,19,1006819200,2001/11/27,La Liga,2020/2021,Midfielder,CA Osasuna,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
