full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Samuel Olanare,26,770684400,1994/06/03,Russian Premier League,2017/2018,Forward,Amkar Perm,952,389,563,Nigeria,15,7,8,3,2,1,0,0,0,1,0,5,0,5,12,9,3,1,0,0.28,0,0.28,0.46,0.16,317,1.13,79,63,952,0,0.09,41,246,-1,3
Abdul Aziz Tetteh,30,643590000,1990/05/24,Russian Premier League,2017/2018,Midfielder,Dinamo Moskva,539,196,343,Ghana,7,3,4,0,0,0,0,0,0,0,0,3,1,2,5,3,2,0,0,0,0,0,0,0,0,0.83,108,77,0,0,0,203,215,-1,26
Ablay Mbengue,28,705884400,1992/05/14,Russian Premier League,2017/2018,Forward,Akhmat Grozny,795,467,328,Senegal,17,9,8,2,1,1,0,0,0,0,0,8,5,3,9,3,6,3,0,0.23,0,0.23,0.19,0.27,398,1.02,88,47,265,0,0.34,58,160,-1,9
Abubakar Kadyrov,24,841014000,1996/08/25,Russian Premier League,2017/2018,Forward,Akhmat Grozny,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adlan Katsaev,33,572313600,1988/02/20,Russian Premier League,2017/2018,Midfielder,Akhmat Grozny,587,171,416,Russia,13,6,7,2,1,1,0,0,0,0,0,1,1,0,16,8,8,1,0,0.31,0,0.31,0.53,0.22,294,2.45,37,45,587,0,0.15,36,239,-1,8
Ahmed Musa,28,719017200,1992/10/13,Russian Premier League,2017/2018,Forward,CSKA Moskva,862,508,354,Nigeria,10,6,4,6,5,1,3,3,0,0,0,5,3,2,6,4,2,0,0,0.94,0.31,0.63,0.89,0.25,144,0.63,144,86,0,287,0,4,13,-1,3
Akishin Aleksandrovich,23,882144000,1997/12/15,Russian Premier League,2017/2018,Goalkeeper,SKA Khabarovsk,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alan Bagaev,29,670978800,1991/04/06,Russian Premier League,2017/2018,Defender,Anzhi Makhachkala,90,0,90,Russia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,0,0,0,0,0,0,0,6,15,90,90,0,1,-1,-1,-1,27
Alan Dzagoev,30,645577200,1990/06/16,Russian Premier League,2017/2018,Midfielder,CSKA Moskva,1624,798,826,Russia,21,10,11,3,1,2,6,4,2,0,0,9,4,5,15,9,6,3,0,0.5,0.33,0.17,0.11,0.22,541,0.83,108,77,541,271,0.17,83,9,-1,8
Alan Kasaev,34,513298800,1986/04/07,Russian Premier League,2017/2018,Midfielder,Lokomotiv Moskva,55,55,0,Russia,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,-1,-1,-1,20
Alejandro Brian Barbaro,29,695865600,1992/01/20,Russian Premier League,2017/2018,Midfielder,SKA Khabarovsk,74,57,17,Argentina,3,2,1,0,0,0,1,1,0,0,0,0,0,0,4,3,1,0,0,1.22,1.22,0,0,0,0,4.86,19,25,0,74,0,-1,-1,-1,20
Aleks Matsukatov,22,916012800,1999/01/11,Russian Premier League,2017/2018,Midfielder,Krasnodar,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aleksandar Miljković,31,635990400,1990/02/26,Russian Premier League,2017/2018,Defender,Amkar Perm,2210,1185,1025,Serbia,26,14,12,0,0,0,0,0,0,0,0,12,4,8,20,13,7,5,0,0,0,0,0,0,0,0.81,111,85,442,0,0.2,287,288,41,23
