full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aatif Chahechouhe,35,520646400,1986/07/02,Ligue 1,2010/2011,Midfielder,Nancy,161,45,116,Morocco,5,3,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.56,161,32,0,0,0,-1,-1,-1,15
Abdelhakim Omrani,30,666835200,1991/02/18,Ligue 1,2010/2011,Midfielder,Lens,5,5,0,Algeria,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,17
Abdelhamid El Kaoutari,31,637632000,1990/03/17,Ligue 1,2010/2011,Defender,Montpellier,1818,991,827,Morocco,25,12,13,1,1,0,0,0,0,0,0,7,2,5,24,14,10,5,1,0.05,0,0.05,0.09,0,1818,1.19,76,73,364,0,0.25,197,232,125,11
Abdoul Camara,31,635472000,1990/02/20,Ligue 1,2010/2011,Forward,Rennes,759,352,407,Guinea,24,13,11,0,0,0,1,1,0,0,0,10,6,4,9,2,7,0,0,0.12,0.12,0,0,0,0,1.07,84,32,0,759,0,235,106,-1,17
Abdoulaye Diallo,29,701913600,1992/03/30,Ligue 1,2010/2011,Goalkeeper,Rennes,0,0,0,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abdoulaye Traoré,33,569376000,1988/01/17,Ligue 1,2010/2011,Midfielder,Nice,1361,598,763,Mali,23,12,11,1,0,1,0,0,0,0,0,7,4,3,16,7,9,2,0,0.07,0,0.07,0,0.12,1361,1.06,85,59,681,0,0.13,174,231,-1,9
Abdoulrazak Boukari Fafadji,34,546307200,1987/04/25,Ligue 1,2010/2011,Midfielder,Rennes,2865,1506,1359,Togo,36,19,17,7,3,4,1,1,0,1,0,11,9,2,40,12,28,1,0,0.25,0.03,0.22,0.18,0.26,409,1.26,72,80,2865,2865,0.03,68,211,-1,2
Abeiku Quansah,30,657504000,1990/11/02,Ligue 1,2010/2011,Forward,Nice,45,17,28,Ghana,5,2,3,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,4,23,9,0,0,0,-1,-1,-1,21
Adama Coulibaly,40,339984000,1980/10/10,Ligue 1,2010/2011,Defender,Auxerre,3420,1710,1710,Mali,38,19,19,0,0,0,0,0,0,0,0,8,5,3,39,17,22,4,0,0,0,0,0,0,0,1.03,88,90,855,0,0.11,276,323,77,24
Adeílson Pereira de Mello,35,497491200,1985/10/07,Ligue 1,2010/2011,Forward,Nice,13,13,0,Brazil,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.92,13,13,0,0,0,-1,-1,-1,23
