full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Abdul Majeed Waris,29,685234800,1991/09/18,Russian Premier League,2013/2014,Forward,Spartak Moskva,39,17,22,Ghana,4,2,2,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,2.31,0,2.31,0,4.09,39,0,0,10,0,0,0,-1,-1,-1,11
Abdul Razak,28,721440000,1992/11/11,Russian Premier League,2013/2014,Midfielder,Anzhi Makhachkala,410,185,225,Côte d'Ivoire,7,3,4,0,0,0,0,0,0,0,0,2,1,1,7,1,6,1,0,0,0,0,0,0,0,1.54,59,59,410,0,0.22,231,228,-1,21
Ádám Pintér,32,582073200,1988/06/11,Russian Premier League,2013/2014,Midfielder,Tom' Tomsk,257,204,53,Hungary,9,6,3,0,0,0,0,0,0,0,0,3,2,1,5,5,0,0,0,0,0,0,0,0,0,1.75,51,29,0,0,0,-1,-1,-1,15
Adessoye Oyewole,38,401151600,1982/09/17,Russian Premier League,2013/2014,Defender,Ural,6,6,0,Russia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15,6,6,0,0,0,-1,-1,-1,25
Adílson Warken,34,537753600,1987/01/16,Russian Premier League,2013/2014,Midfielder,Akhmat Grozny,1503,784,719,Brazil,18,10,8,0,0,0,0,0,0,0,0,5,3,2,18,6,12,5,0,0,0,0,0,0,0,1.08,84,84,301,0,0.3,296,326,-1,24
Adrian Ropotan,34,515890800,1986/05/07,Russian Premier League,2013/2014,Midfielder,FK Volga Nizhny Novgorod,710,342,368,Romania,15,7,8,0,0,0,0,0,0,0,0,2,1,1,19,6,13,3,0,0,0,0,0,0,0,2.41,37,47,237,0,0.38,272,282,-1,22
Ahmed Musa,28,719017200,1992/10/13,Russian Premier League,2013/2014,Forward,CSKA Moskva,2064,915,1149,Nigeria,26,13,13,7,3,4,2,1,1,0,0,11,8,3,23,5,18,2,0,0.39,0.09,0.31,0.3,0.31,295,1,90,79,1032,1032,0.09,38,102,-1,3
Aiden McGeady,34,512953200,1986/04/03,Russian Premier League,2013/2014,Midfielder,Spartak Moskva,790,295,495,Republic of Ireland,13,6,7,1,0,1,3,1,2,0,0,6,3,3,11,5,6,2,0,0.46,0.34,0.11,0,0.18,790,1.25,72,61,395,263,0.23,121,13,-1,12
Aílton José Almeida,36,461804400,1984/08/19,Russian Premier League,2013/2014,Forward,Akhmat Grozny,2039,985,1054,Brazil,29,14,15,8,5,3,2,2,0,5,0,10,7,3,24,5,19,2,0,0.44,0.09,0.35,0.46,0.26,255,1.06,85,70,1020,1020,0.09,27,105,-1,1
Alan Bagaev,29,670978800,1991/04/06,Russian Premier League,2013/2014,Defender,Ural,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
