full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Cresswell,31,629683200,1989/12/15,Premier League,2016/2017,Defender,West Ham United,2117,940,1177,England,26,12,14,0,0,0,2,0,2,0,0,7,5,2,33,17,16,4,1,0.09,0.09,0,0,0,0,1.4,64,81,529,1059,0.17,293,160,95,26
Aaron Lennon,33,545526000,1987/04/15,Premier League,2016/2017,Midfielder,Everton,509,302,207,England,11,6,5,0,0,0,1,0,1,0,0,4,2,2,4,2,2,0,0,0.18,0.18,0,0,0,0,0.71,127,46,0,509,0,330,70,-1,25
Aaron Ramsdale,22,895100400,1998/05/13,Premier League,2016/2017,Goalkeeper,AFC Bournemouth,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aaron Ramsey,30,662169600,1990/12/26,Premier League,2016/2017,Midfielder,Arsenal,1229,518,711,Wales,23,12,11,1,1,0,4,0,4,0,0,8,6,2,19,6,13,3,0,0.37,0.29,0.07,0.17,0,1229,1.39,65,53,410,307,0.22,187,21,-1,13
Aaron Wan-Bissaka,23,880502400,1997/11/26,Premier League,2016/2017,Midfielder,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abdoulaye Doucouré,28,725846400,1993/01/01,Premier League,2016/2017,Midfielder,Watford,1358,707,651,France,20,11,9,1,1,0,0,0,0,0,0,4,4,0,31,13,18,4,0,0.07,0,0.07,0.13,0,1358,2.05,44,68,340,0,0.27,186,393,-1,12
Abel Mathías Hernández Platero,30,650070000,1990/08/07,Premier League,2016/2017,Forward,Hull City,1427,815,612,Uruguay,24,14,10,4,3,1,3,3,0,0,0,4,2,2,21,9,12,0,0,0.44,0.19,0.25,0.33,0.15,357,1.32,68,59,0,476,0,69,62,-1,2
Adam Clayton,32,600739200,1989/01/14,Premier League,2016/2017,Midfielder,Middlesbrough,2806,1528,1278,England,34,18,16,0,0,0,2,2,0,0,0,10,7,3,42,18,24,10,0,0.06,0.06,0,0,0,0,1.35,67,83,281,1403,0.32,351,206,-1,23
Adam David Lallana,32,579222000,1988/05/09,Premier League,2016/2017,Midfielder,Liverpool,2349,1149,1200,England,31,15,16,8,5,3,7,5,2,0,0,9,5,4,31,11,20,3,0,0.57,0.27,0.31,0.39,0.23,294,1.19,76,76,783,336,0.11,51,29,-1,4
Adam Federici,36,475977600,1985/01/31,Premier League,2016/2017,Goalkeeper,AFC Bournemouth,180,0,180,Australia,2,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,1,90,90,180,0,0.5,-1,-1,-1,19
Adam Forshaw,29,686876400,1991/10/07,Premier League,2016/2017,Midfielder,Middlesbrough,2700,1355,1345,England,34,17,17,0,0,0,1,0,1,0,0,11,7,4,35,15,20,4,0,0.03,0.03,0,0,0,0,1.17,77,79,675,2700,0.13,340,236,-1,22
Adam Reach,28,728697600,1993/02/03,Premier League,2016/2017,Defender,Middlesbrough,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adam Smith,29,672879600,1991/04/28,Premier League,2016/2017,Defender,AFC Bournemouth,3099,1642,1457,England,36,19,17,1,1,0,5,5,0,0,0,9,6,3,55,27,28,6,0,0.17,0.15,0.03,0.05,0,3099,1.6,56,86,517,620,0.17,258,96,132,10
Adama Traoré Diarra,25,822528000,1996/01/25,Premier League,2016/2017,Midfielder,Middlesbrough,1537,766,771,Spain,27,15,12,0,0,0,1,0,1,0,0,7,5,2,20,9,11,1,0,0.06,0.06,0,0,0,0,1.17,77,57,1537,1537,0.06,282,208,-1,14
Adama Valentin Diomande,31,634953600,1990/02/14,Premier League,2016/2017,Forward,Hull City,1168,628,540,Norway,22,10,12,2,2,0,0,0,0,0,0,1,0,1,23,9,14,1,0,0.15,0,0.15,0.29,0,584,1.77,51,53,1168,0,0.08,124,346,-1,6
Ademola Lookman,23,877302000,1997/10/19,Premier League,2016/2017,Forward,Everton,287,131,156,England,8,4,4,1,1,0,0,0,0,0,0,5,2,3,2,2,0,0,0,0.31,0,0.31,0.69,0,287,0.63,144,36,0,0,0,52,261,-1,13
Adlène Guédioura,35,500601600,1985/11/12,Premier League,2016/2017,Midfielder,Middlesbrough,858,421,437,Algeria,17,8,9,0,0,0,1,1,0,0,0,2,1,1,19,11,8,2,0,0.1,0.1,0,0,0,0,1.99,45,50,429,858,0.21,337,149,-1,18
Adnan Januzaj,26,791942400,1995/02/05,Premier League,2016/2017,Midfielder,Sunderland,1630,901,729,Belgium,25,12,13,0,0,0,3,0,3,0,0,3,2,1,36,21,15,5,1,0.17,0.17,0,0,0,0,1.99,45,65,326,543,0.28,418,83,-1,23
Adrian Mariappa,34,528678000,1986/10/02,Premier League,2016/2017,Defender,Watford,561,201,360,Jamaica,7,3,4,0,0,0,0,0,0,0,0,2,2,0,12,1,11,0,0,0,0,0,0,0,0,1.93,47,80,0,0,0,299,274,156,17
Adrián San Miguel del Castillo,34,536630400,1987/01/03,Premier League,2016/2017,Goalkeeper,West Ham United,1440,810,630,Spain,16,9,7,0,0,0,0,0,0,0,0,6,4,2,23,12,11,1,0,0,0,0,0,0,0,1.44,63,90,1440,0,0.06,388,387,103,23
Ahmed Eissa El Mohamady Abdel Fattah,33,558140400,1987/09/08,Premier League,2016/2017,Midfielder,Hull City,2520,1289,1231,Egypt,33,16,17,0,0,0,2,1,1,0,0,3,1,2,50,22,28,4,1,0.07,0.07,0,0,0,0,1.79,50,76,504,1260,0.18,341,188,-1,25
Ahmed Musa,28,719017200,1992/10/13,Premier League,2016/2017,Forward,Leicester City,753,317,436,Nigeria,21,8,13,2,1,1,0,0,0,0,0,2,1,1,18,8,10,1,0,0.24,0,0.24,0.28,0.21,377,2.15,42,36,753,0,0.12,77,352,-1,9
Aiden O'Neill,22,899506800,1998/07/03,Premier League,2016/2017,Midfielder,Burnley,82,0,82,Australia,3,1,2,0,0,0,0,0,0,0,0,1,1,0,4,0,4,0,0,0,0,0,0,0,0,4.39,21,27,0,0,0,-1,-1,-1,20
Ainsley Maitland-Niles,23,872809200,1997/08/28,Premier League,2016/2017,Midfielder,Arsenal,1,0,1,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,17
Albert Danquah Adomah,33,566352000,1987/12/13,Premier League,2016/2017,Midfielder,Middlesbrough,121,90,31,Ghana,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1.49,61,61,0,0,0,-1,-1,-1,24
Alberto Moreno,28,710290800,1992/07/04,Premier League,2016/2017,Defender,Liverpool,295,27,268,Spain,12,5,7,0,0,0,1,0,1,0,0,3,2,1,7,0,7,1,0,0.31,0.31,0,0,0,0,2.14,42,25,295,295,0.31,384,18,164,21
Aleix García,23,867452400,1997/06/27,Premier League,2016/2017,Midfielder,Manchester City,75,19,56,Spain,4,2,2,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1.2,75,19,0,0,0,-1,-1,-1,23
Aleksandar Kolarov,35,500428800,1985/11/10,Premier League,2016/2017,Defender,Manchester City,2533,1291,1242,Serbia,29,15,14,1,0,1,1,0,1,0,0,9,4,5,25,11,14,6,0,0.07,0.04,0.04,0,0.07,2533,0.89,101,87,422,2533,0.21,239,227,31,15
Alex Baptiste,35,507513600,1986/01/31,Premier League,2016/2017,Defender,Middlesbrough,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alex Iwobi,24,831078000,1996/05/02,Premier League,2016/2017,Forward,Arsenal,1462,814,648,Nigeria,26,15,11,3,3,0,3,1,2,0,0,8,6,2,19,8,11,1,0,0.37,0.18,0.18,0.33,0,487,1.17,77,56,1462,487,0.06,101,72,-1,5
