full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Herzog,23,886118400,1998/01/30,Bundesliga,2019/2020,Midfielder,Borussia M'gladbach,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aarón Martín,24,861667200,1997/04/22,Bundesliga,2019/2020,Defender,Mainz 05,1797,797,1000,Spain,22,9,13,0,0,0,0,0,0,0,0,2,0,2,48,20,28,2,0,0,0,0,0,0,0,2.4,37,82,899,0,0.1,296,300,142,24
Abdelhamid Sabiri,24,849139200,1996/11/28,Bundesliga,2019/2020,Midfielder,Paderborn,1037,580,457,Morocco,24,12,12,4,3,1,1,1,0,1,0,4,1,3,23,14,9,6,0,0.43,0.09,0.35,0.47,0.2,259,2,45,43,173,1037,0.52,55,171,-1,4
Achraf Hakimi Mouh,22,910137600,1998/11/04,Bundesliga,2019/2020,Defender,Borussia Dortmund,2715,1344,1371,Morocco,33,17,16,5,0,5,10,6,4,0,0,14,9,5,34,11,23,5,0,0.5,0.33,0.17,0,0.33,543,1.13,80,82,543,272,0.17,114,21,35,7
Adam Bodzek,35,494899200,1985/09/07,Bundesliga,2019/2020,Defender,Fortuna Düsseldorf,2017,1002,1015,Germany,28,15,13,0,0,0,0,0,0,0,0,4,3,1,44,18,26,10,0,0,0,0,0,0,0,1.96,46,72,202,0,0.45,241,255,126,16
Ádám Szalai,33,566006400,1987/12/09,Bundesliga,2019/2020,Forward,Mainz 05,1139,692,447,Hungary,27,14,13,1,1,0,1,0,1,0,0,5,2,3,20,8,12,1,0,0.16,0.08,0.08,0.13,0,1139,1.58,57,42,1139,1139,0.08,178,183,-1,11
Ademola Lookman,23,877305600,1997/10/20,Bundesliga,2019/2020,Forward,RB Leipzig,299,132,167,England,11,5,6,0,0,0,0,0,0,0,0,4,0,4,4,3,1,0,0,0,0,0,0,0,0,1.2,75,27,0,0,0,286,280,-1,21
Admir Mehmedi,30,669081600,1991/03/16,Bundesliga,2019/2020,Forward,Wolfsburg,1205,558,647,Switzerland,21,10,11,2,2,0,2,1,1,0,0,7,3,4,14,8,6,0,0,0.3,0.15,0.15,0.32,0,603,1.05,86,57,0,603,0,126,102,-1,10
Adrian Oeynhausen,19,1011312000,2002/01/18,Bundesliga,2019/2020,Midfielder,Paderborn,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adrian Stanilewicz,21,951177600,2000/02/22,Bundesliga,2019/2020,Midfielder,Bayer Leverkusen,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ahmed Kutucu,21,951868800,2000/03/01,Bundesliga,2019/2020,Forward,Schalke 04,660,393,267,Germany,25,15,10,3,2,1,2,1,1,0,0,4,3,1,17,8,9,2,0,0.68,0.27,0.41,0.46,0.34,220,2.32,39,26,330,330,0.27,40,35,-1,4
Ahmet Gürleyen,22,925084800,1999/04/26,Bundesliga,2019/2020,Defender,Mainz 05,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Akaki Gogia,29,695692800,1992/01/18,Bundesliga,2019/2020,Midfielder,Union Berlin,120,76,44,Germany,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.75,120,40,0,0,0,-1,-1,-1,15
Alaa Bakir,20,979516800,2001/01/15,Bundesliga,2019/2020,Forward,Borussia Dortmund,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alassane Pléa,28,731721600,1993/03/10,Bundesliga,2019/2020,Forward,Borussia M'gladbach,2150,1082,1068,France,27,14,13,10,5,5,10,6,4,0,1,6,2,4,23,12,11,4,2,0.84,0.42,0.42,0.42,0.42,215,0.96,93,80,538,215,0.17,36,10,-1,2
Aleksandar Dragović,30,668217600,1991/03/06,Bundesliga,2019/2020,Defender,Bayer Leverkusen,1027,515,512,Austria,15,8,7,0,0,0,0,0,0,0,0,4,1,3,17,11,6,7,1,0,0,0,0,0,0,1.49,60,68,147,0,0.61,380,377,69,16
Alessandro Schöpf,27,760579200,1994/02/07,Bundesliga,2019/2020,Midfielder,Schalke 04,1426,748,678,Austria,22,11,11,0,0,0,1,0,1,0,0,5,3,2,30,16,14,3,0,0.06,0.06,0,0,0,0,1.89,48,65,475,1426,0.19,271,214,-1,17
Alexander Esswein,31,638323200,1990/03/25,Bundesliga,2019/2020,Midfielder,Hertha BSC,209,56,153,Germany,7,2,5,0,0,0,0,0,0,0,0,1,1,0,5,3,2,1,0,0,0,0,0,0,0,2.15,42,30,209,0,0.43,-1,-1,-1,26
Alexander Hack,27,747446400,1993/09/08,Bundesliga,2019/2020,Defender,Mainz 05,802,335,467,Germany,14,6,8,0,0,0,0,0,0,0,0,1,0,1,26,6,20,2,0,0,0,0,0,0,0,2.92,31,57,401,0,0.22,298,302,149,18
Alexander Nübel,24,844041600,1996/09/30,Bundesliga,2019/2020,Goalkeeper,Schalke 04,2316,1146,1170,Germany,26,13,13,0,0,0,0,0,0,0,0,6,3,3,39,20,19,2,1,0,0,0,0,0,0,1.52,59,89,772,0,0.12,388,388,74,21
Alexander Schwolow,29,707443200,1992/06/02,Bundesliga,2019/2020,Goalkeeper,Freiburg,2093,1080,1013,Germany,24,12,12,0,0,0,0,0,0,0,0,4,3,1,29,12,17,0,0,0,0,0,0,0,0,1.25,72,87,0,0,0,340,340,48,17
Alexandru Maxim,31,647395200,1990/07/08,Bundesliga,2019/2020,Midfielder,Mainz 05,112,80,32,Romania,5,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1.61,56,22,112,0,0.8,-1,-1,-1,20
Alfredo Morales,31,642470400,1990/05/12,Bundesliga,2019/2020,Midfielder,Fortuna Düsseldorf,1726,682,1044,USA,27,12,15,1,1,0,2,0,2,0,0,3,2,1,41,14,27,6,0,0.16,0.1,0.05,0.13,0,1726,2.14,42,64,288,863,0.31,211,167,-1,9
Alfreð Finnbogason,32,602294400,1989/02/01,Bundesliga,2019/2020,Forward,Augsburg,961,555,406,Iceland,21,11,10,3,3,0,1,1,0,1,0,3,0,3,15,11,4,1,0,0.37,0.09,0.28,0.49,0,320,1.4,64,46,961,961,0.09,74,170,-1,5
Almamy Touré,25,830649600,1996/04/28,Bundesliga,2019/2020,Defender,Eintracht Frankfurt,1495,780,715,Mali,19,10,9,1,1,0,3,2,1,0,0,4,3,1,33,15,18,2,0,0.24,0.18,0.06,0.12,0,1495,1.99,45,79,748,498,0.12,197,84,129,13
Alphonso Davies,20,973123200,2000/11/02,Bundesliga,2019/2020,Midfielder,Bayern München,2233,1044,1189,Canada,29,14,15,3,3,0,5,1,4,0,0,13,6,7,20,8,12,4,1,0.32,0.2,0.12,0.26,0,744,0.81,112,77,558,447,0.16,153,71,-1,12
Álvaro Odriozola,25,818899200,1995/12/14,Bundesliga,2019/2020,Defender,Bayern München,153,91,62,Spain,3,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.59,153,51,0,0,0,-1,-1,-1,19
Amadou Haidara,23,886204800,1998/01/31,Bundesliga,2019/2020,Midfielder,RB Leipzig,743,349,394,Mali,19,10,9,0,0,0,1,0,1,0,0,5,2,3,10,5,5,1,0,0.12,0.12,0,0,0,0,1.21,74,39,743,743,0.12,292,132,-1,24
Amine Harit,24,866592000,1997/06/18,Bundesliga,2019/2020,Midfielder,Schalke 04,2109,979,1130,France,25,12,13,6,1,5,4,3,1,1,0,6,3,3,36,16,20,3,0,0.43,0.17,0.26,0.09,0.4,352,1.54,59,84,703,527,0.13,83,88,-1,2
Amir Abrashi,31,638496000,1990/03/27,Bundesliga,2019/2020,Midfielder,Freiburg,666,255,411,Albania,13,6,7,0,0,0,0,0,0,0,0,4,3,1,9,2,7,3,0,0,0,0,0,0,0,1.22,74,51,222,0,0.41,316,334,-1,18
André Hahn,30,650505600,1990/08/13,Bundesliga,2019/2020,Forward,Augsburg,701,287,414,Germany,15,6,9,1,1,0,0,0,0,0,1,2,1,1,17,4,13,6,1,0.13,0,0.13,0.31,0,701,2.18,41,47,117,0,0.77,146,314,-1,13
Andre Hoffmann,28,730857600,1993/02/28,Bundesliga,2019/2020,Midfielder,Fortuna Düsseldorf,2430,1147,1283,Germany,29,14,15,2,0,2,1,0,1,0,0,4,3,1,47,17,30,7,0,0.11,0.04,0.07,0,0.14,1215,1.74,52,84,347,2430,0.26,188,226,-1,4
André Silva,25,815616000,1995/11/06,Bundesliga,2019/2020,Forward,Eintracht Frankfurt,1576,781,795,Portugal,25,13,12,12,7,5,3,1,2,1,0,2,1,1,33,14,19,2,0,0.86,0.17,0.69,0.81,0.57,131,1.88,48,63,788,525,0.11,10,87,-1,1
Andreas Luthe,34,542332800,1987/03/10,Bundesliga,2019/2020,Goalkeeper,Augsburg,900,450,450,Germany,10,5,5,0,0,0,0,0,0,0,0,3,1,2,9,6,3,0,0,0,0,0,0,0,0,0.9,100,90,0,0,0,312,317,14,15
Andrej Kramarić,30,677289600,1991/06/19,Bundesliga,2019/2020,Forward,Hoffenheim,1419,836,583,Croatia,19,11,8,12,7,5,2,1,1,2,0,5,2,3,24,16,8,3,0,0.89,0.13,0.76,0.75,0.77,118,1.52,59,75,473,710,0.19,8,118,-1,1
Ante Rebić,27,748569600,1993/09/21,Bundesliga,2019/2020,Forward,Eintracht Frankfurt,90,90,0,Croatia,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90,90,0,1,-1,-1,-1,23
Anthony Evans,22,906508800,1998/09/23,Bundesliga,2019/2020,Midfielder,Paderborn,153,128,25,England,6,2,4,0,0,0,0,0,0,0,0,1,0,1,6,6,0,0,0,0,0,0,0,0,0,3.53,26,26,0,0,0,-1,-1,-1,18
Anthony Modeste,33,576979200,1988/04/14,Bundesliga,2019/2020,Forward,Köln,1129,522,607,France,27,12,15,4,2,2,1,0,1,0,0,2,2,0,33,12,21,1,0,0.4,0.08,0.32,0.34,0.3,282,2.63,34,42,1129,1129,0.08,62,191,-1,6
Anthony Ujah,30,655862400,1990/10/14,Bundesliga,2019/2020,Forward,Union Berlin,945,655,290,Nigeria,24,12,12,3,3,0,2,2,0,0,0,5,5,0,15,7,8,0,0,0.48,0.19,0.29,0.41,0,315,1.43,63,39,0,473,0,70,76,-1,4
Arne Maier,22,915753600,1999/01/08,Bundesliga,2019/2020,Midfielder,Hertha BSC,528,259,269,Germany,14,6,8,0,0,0,0,0,0,0,0,5,3,2,11,6,5,0,0,0,0,0,0,0,0,1.88,48,38,0,0,0,272,265,-1,15
Axel Witsel,32,600566400,1989/01/12,Bundesliga,2019/2020,Midfielder,Borussia Dortmund,2245,1173,1072,Belgium,28,15,13,4,2,2,5,3,2,0,0,12,8,4,32,13,19,4,0,0.36,0.2,0.16,0.15,0.17,561,1.28,70,80,561,449,0.16,122,69,-1,8
Ayman Azhil,20,986860800,2001/04/10,Bundesliga,2019/2020,Midfielder,Bayer Leverkusen,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aymen Barkok,23,895708800,1998/05/21,Bundesliga,2019/2020,Midfielder,Fortuna Düsseldorf,78,9,69,Germany,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3.46,26,26,0,0,0,-1,-1,-1,13
Babacar Gueye,26,788832000,1994/12/31,Bundesliga,2019/2020,Forward,Paderborn,109,47,62,Senegal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,4.13,22,36,0,0,0,-1,-1,-1,22
Bas Dost,32,612576000,1989/05/31,Bundesliga,2019/2020,Forward,Eintracht Frankfurt,1475,758,717,Netherlands,24,12,12,8,3,5,2,0,2,0,0,3,2,1,25,15,10,2,0,0.61,0.12,0.49,0.36,0.63,184,1.53,59,61,738,738,0.12,28,140,-1,2
Bastian Oczipka,32,600566400,1989/01/12,Bundesliga,2019/2020,Defender,Schalke 04,3014,1484,1530,Germany,34,17,17,0,0,0,5,3,2,0,0,7,4,3,55,24,31,4,0,0.15,0.15,0,0,0,0,1.64,55,89,754,603,0.12,389,103,91,27
Ben Zolinski,29,704851200,1992/05/03,Bundesliga,2019/2020,Defender,Paderborn,1208,656,552,Germany,28,13,15,3,2,1,2,0,2,0,0,5,1,4,26,17,9,3,0,0.37,0.15,0.22,0.27,0.16,403,1.94,46,43,403,604,0.22,100,104,125,5
Benito Raman,26,784166400,1994/11/07,Bundesliga,2019/2020,Forward,Schalke 04,1610,862,748,Belgium,25,13,12,4,2,2,3,2,1,0,0,6,3,3,29,16,13,2,0,0.39,0.17,0.22,0.21,0.24,403,1.62,56,64,805,537,0.11,99,86,-1,3
