full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aarón Escandell Banacloche,25,812156400,1995/09/26,La Liga,2013/2014,Goalkeeper,Málaga CF,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aarón Níguez Esclapez,31,609548400,1989/04/25,La Liga,2013/2014,Midfielder,Elche CF,854,345,509,Spain,22,12,10,1,0,1,1,0,1,0,0,4,4,0,18,2,16,6,0,0.21,0.11,0.11,0,0.18,854,1.9,47,39,142,854,0.63,158,139,-1,11
Abraham González Casanova,35,490316400,1985/07/15,La Liga,2013/2014,Midfielder,RCD Espanyol,989,312,677,Spain,21,9,12,0,0,0,1,0,1,0,0,5,4,1,15,3,12,3,0,0.09,0.09,0,0,0,0,1.37,66,47,330,989,0.27,395,155,-1,17
Adama Traoré Diarra,25,822528000,1996/01/25,La Liga,2013/2014,Midfielder,FC Barcelona,7,7,0,Spain,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,17
Adil Rami,35,504489600,1985/12/27,La Liga,2013/2014,Defender,Valencia CF,270,180,90,France,3,2,1,0,0,0,0,0,0,0,0,1,1,0,6,3,3,1,0,0,0,0,0,0,0,2,45,90,270,0,0.33,-1,-1,-1,23
Adolfo Martínez Olmedo,29,695433600,1992/01/15,La Liga,2013/2014,Midfielder,Granada CF,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adrián,34,536630400,1987/01/03,La Liga,2013/2014,Goalkeeper,Atlético Madrid,715,308,407,Spain,22,10,12,1,1,0,3,1,2,0,0,11,7,4,8,1,7,0,0,0.5,0.38,0.13,0.29,0,715,1.01,89,33,0,238,0,143,15,44,13
Adrián Colunga Pérez,36,469497600,1984/11/17,La Liga,2013/2014,Forward,Getafe CF,1474,737,737,Spain,27,15,12,4,2,2,1,1,0,0,0,7,4,3,22,11,11,4,0,0.31,0.06,0.24,0.24,0.24,369,1.34,67,55,369,1474,0.24,77,189,-1,4
Adrián Embarba Blázquez,28,705193200,1992/05/06,La Liga,2013/2014,Forward,Rayo Vallecano,335,220,115,Spain,11,6,5,0,0,0,1,0,1,0,0,2,0,2,9,6,3,0,0,0.27,0.27,0,0,0,0,2.42,37,30,0,335,0,293,38,-1,24
Adrian Gonzalez,32,580518000,1988/05/24,La Liga,2013/2014,Midfielder,Rayo Vallecano,972,314,658,Spain,17,7,10,1,0,1,0,0,0,0,0,5,2,3,22,8,14,5,0,0.09,0,0.09,0,0.14,972,2.04,44,57,194,0,0.46,174,384,-1,12
Adrián Saballs Jiménez,25,805071600,1995/07/06,La Liga,2013/2014,Forward,Rayo Vallecano,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adriano Correia Claro,36,467593200,1984/10/25,La Liga,2013/2014,Defender,FC Barcelona,2118,1163,955,Brazil,26,14,12,3,1,2,1,1,0,0,0,11,5,6,17,8,9,8,0,0.17,0.04,0.13,0.08,0.19,706,0.72,125,81,265,2118,0.34,141,241,14,8
Agustín Emanuel Pastoriza Cacabelos,25,823046400,1996/01/31,La Liga,2013/2014,Forward,Real Betis,34,0,34,Argentina,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,-1,-1,-1,33
