full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Meijers,33,562377600,1987/10/28,Eredivisie,2017/2018,Defender,ADO Den Haag,3150,1620,1530,Netherlands,35,18,17,1,1,0,1,0,1,0,0,7,3,4,57,32,25,8,0,0.06,0.03,0.03,0.06,0,3150,1.63,55,90,394,3150,0.23,219,220,93,9
Abdel Mounaim El Ouazzane,25,825292800,1996/02/26,Eredivisie,2017/2018,Goalkeeper,Groningen,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abdenasser El Khayati,32,602812800,1989/02/07,Eredivisie,2017/2018,Forward,ADO Den Haag,2976,1501,1475,Netherlands,34,17,17,11,6,5,11,5,6,4,0,7,3,4,51,28,23,2,0,0.67,0.33,0.33,0.36,0.31,271,1.54,58,88,1488,271,0.06,51,21,-1,2
Abdou Harroui,23,884649600,1998/01/13,Eredivisie,2017/2018,Midfielder,Sparta Rotterdam,90,0,90,Netherlands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,20
Abdou Karim Coulibaly,27,739062000,1993/06/02,Eredivisie,2017/2018,Midfielder,Willem II,73,59,14,France,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2.47,37,24,0,0,0,-1,-1,-1,19
Adam Maher,27,743122800,1993/07/19,Eredivisie,2017/2018,Midfielder,Twente,1422,710,712,Netherlands,17,8,9,1,1,0,4,3,1,0,0,3,1,2,25,10,15,3,0,0.32,0.25,0.06,0.13,0,1422,1.58,57,84,474,356,0.19,188,33,-1,13
Adil Auassar,34,528937200,1986/10/05,Eredivisie,2017/2018,Midfielder,Roda JC,2408,1284,1124,Netherlands,29,16,13,2,1,1,3,1,2,0,0,3,1,2,45,24,21,5,2,0.19,0.11,0.07,0.07,0.08,1204,1.68,54,83,344,803,0.26,183,136,-1,7
Adnane Tighadouini,28,723081600,1992/11/30,Eredivisie,2017/2018,Midfielder,Twente,1099,489,610,Morocco,24,12,12,2,0,2,0,0,0,0,0,5,3,2,21,8,13,1,0,0.16,0,0.16,0,0.3,550,1.72,52,46,1099,0,0.08,112,245,-1,8
Ajdin Hrustic,24,836521200,1996/07/04,Eredivisie,2017/2018,Midfielder,Groningen,1100,509,591,Australia,18,8,10,1,1,0,1,1,0,0,0,4,3,1,13,4,9,3,1,0.16,0.08,0.08,0.18,0,1100,1.06,85,61,367,1100,0.25,174,170,-1,10
Albert Gudmundsson,23,866329200,1997/06/14,Eredivisie,2017/2018,Midfielder,PSV,174,18,156,Iceland,9,3,6,0,0,0,2,1,1,0,0,2,2,0,3,0,3,0,0,1.03,1.03,0,0,0,0,1.55,58,19,0,87,0,-1,-1,-1,19
