full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Mattia Tabacchi,22,898815600,1998/06/25,Serie A,2016/2017,Forward,Bologna,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abdoulay Konko,37,447638400,1984/03/09,Serie A,2016/2017,Defender,Atalanta,618,261,357,France,10,4,6,0,0,0,0,0,0,0,0,2,1,1,6,3,3,2,0,0,0,0,0,0,0,0.87,103,62,309,0,0.29,276,287,21,17
Abukar Mohamed,22,915148800,1999/01/01,Serie A,2016/2017,Midfielder,Lazio,0,0,0,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Accursio Bentivegna,24,835311600,1996/06/20,Serie A,2016/2017,Forward,Palermo,90,90,0,Italy,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,30,0,0,0,-1,-1,-1,24
Adalberto Peñaranda Maestre,23,865033200,1997/05/30,Serie A,2016/2017,Forward,Udinese,156,51,105,Venezuela,6,3,3,0,0,0,0,0,0,0,0,1,1,0,4,0,4,0,0,0,0,0,0,0,0,2.31,39,26,0,0,0,-1,-1,-1,23
Adam Masina,27,757468800,1994/01/02,Serie A,2016/2017,Defender,Bologna,2428,1135,1293,Italy,32,15,17,1,0,1,0,0,0,0,0,8,4,4,33,15,18,7,1,0.04,0,0.04,0,0.07,2428,1.22,74,76,304,0,0.3,220,331,67,11
Ádám Nagy,25,803343600,1995/06/16,Serie A,2016/2017,Midfielder,Bologna,1813,1107,706,Hungary,25,15,10,0,0,0,1,0,1,0,0,6,4,2,22,14,8,4,0,0.05,0.05,0,0,0,0,1.09,82,73,453,1813,0.2,336,217,-1,24
Adel Taarabt,31,611967600,1989/05/23,Serie A,2016/2017,Midfielder,Genoa,209,43,166,Morocco,6,3,3,0,0,0,3,1,2,0,0,0,0,0,4,0,4,0,0,1.29,1.29,0,0,0,0,1.72,52,35,0,70,0,-1,-1,-1,29
Adem Ljajić,29,686098800,1991/09/28,Serie A,2016/2017,Forward,Torino,2521,1216,1305,Serbia,33,16,17,10,3,7,7,5,2,1,1,3,1,2,45,23,22,5,0,0.61,0.25,0.36,0.22,0.48,252,1.61,56,76,504,360,0.18,48,43,-1,3
Adrián Andrés Cubas,24,831769200,1996/05/10,Serie A,2016/2017,Midfielder,Pescara,8,0,8,Argentina,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,14
Adrian Marius Stoian,30,666230400,1991/02/11,Serie A,2016/2017,Midfielder,Crotone,1569,693,876,Romania,27,13,14,3,2,1,2,1,1,0,0,2,2,0,19,8,11,3,0,0.29,0.11,0.17,0.26,0.1,523,1.09,83,58,523,785,0.17,119,137,-1,5
Afriyie Acquah,29,694569600,1992/01/05,Serie A,2016/2017,Midfielder,Torino,1073,562,511,Ghana,20,11,9,2,1,1,0,0,0,0,0,3,2,1,22,13,9,8,3,0.17,0,0.17,0.16,0.18,537,1.85,49,54,134,0,0.67,114,377,-1,7
Ahmed Benali,29,697420800,1992/02/07,Serie A,2016/2017,Midfielder,Pescara,2502,1205,1297,Libya,33,17,16,6,4,2,2,1,1,0,0,2,2,0,57,26,31,6,1,0.29,0.07,0.22,0.3,0.14,417,2.05,44,76,417,1251,0.22,89,186,-1,2
Albano Bizzarri,43,247881600,1977/11/09,Serie A,2016/2017,Goalkeeper,Pescara,2610,1260,1350,Argentina,29,14,15,0,0,0,0,0,0,0,0,2,2,0,64,28,36,2,0,0,0,0,0,0,0,2.21,41,90,1305,0,0.07,256,261,185,30
Alberto Aquilani,36,458002800,1984/07/06,Serie A,2016/2017,Midfielder,Sassuolo,1804,1185,619,Italy,25,15,10,1,0,1,1,1,0,0,0,4,2,2,28,20,8,6,1,0.1,0.05,0.05,0,0.15,1804,1.4,64,72,301,1804,0.3,217,214,-1,10
Alberto Cerri,24,829609200,1996/04/15,Serie A,2016/2017,Forward,Pescara,694,314,380,Italy,13,7,6,2,1,1,0,0,0,0,0,2,2,0,13,4,9,1,0,0.26,0,0.26,0.29,0.24,347,1.69,53,53,694,0,0.13,70,271,-1,6
Alberto Gilardino,38,394671600,1982/07/04,Serie A,2016/2017,Forward,Pescara,694,152,542,Italy,17,7,10,0,0,0,0,0,0,0,0,7,3,4,8,3,5,2,0,0,0,0,0,0,0,1.04,87,41,347,0,0.26,436,431,-1,31
Alberto Grassi,26,794534400,1995/03/07,Serie A,2016/2017,Midfielder,Atalanta,687,316,371,Italy,18,8,10,1,1,0,0,0,0,0,0,7,4,3,8,1,7,2,0,0.13,0,0.13,0.28,0,687,1.05,86,38,344,0,0.26,144,286,-1,11
Alberto Paloschi,31,631411200,1990/01/04,Serie A,2016/2017,Forward,Atalanta,434,174,260,Italy,13,6,7,0,0,0,0,0,0,0,1,4,2,2,11,6,5,0,0,0,0,0,0,0,0,2.28,39,33,0,0,0,325,319,-1,24
Alberto Parpinel,22,890956800,1998/03/27,Serie A,2016/2017,Defender,Udinese,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alberto Pelagotti,31,620780400,1989/09/02,Serie A,2016/2017,Goalkeeper,Empoli,270,90,180,Italy,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,1.33,68,90,0,0,0,-1,-1,-1,12
Alberto Picchi,23,871340400,1997/08/11,Serie A,2016/2017,Midfielder,Empoli,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alberto Pomini,39,353635200,1981/03/17,Serie A,2016/2017,Goalkeeper,Sassuolo,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alberto Reinaudo,23,890524800,1998/03/22,Serie A,2016/2017,Goalkeeper,Torino,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aleandro Rosi,33,548204400,1987/05/16,Serie A,2016/2017,Defender,Crotone,2564,1344,1220,Italy,31,15,16,1,1,0,1,0,1,0,0,4,3,1,37,18,19,12,0,0.07,0.04,0.04,0.07,0,2564,1.3,69,83,214,2564,0.42,228,221,80,7
