full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Achraf Lazaar,29,696038400,1992/01/22,Serie A,2017/2018,Defender,Benevento,478,183,295,Morocco,9,5,4,1,1,0,0,0,0,0,0,0,0,0,16,8,8,0,0,0.19,0,0.19,0.49,0,478,3.01,30,53,0,0,0,96,252,196,8
Adam Marušić,28,719276400,1992/10/16,Serie A,2017/2018,Defender,Lazio,2526,1269,1257,Montenegro,32,16,16,3,0,3,5,2,3,0,0,10,6,4,34,14,20,4,1,0.29,0.18,0.11,0,0.21,842,1.21,74,79,505,505,0.18,156,55,89,9
Adam Masina,27,757468800,1994/01/02,Serie A,2017/2018,Defender,Bologna,2840,1520,1320,Italy,34,18,16,0,0,0,1,1,0,0,0,7,4,3,43,24,19,9,1,0.03,0.03,0,0,0,0,1.36,66,84,284,2840,0.32,328,218,107,26
Ádám Nagy,25,803343600,1995/06/16,Serie A,2017/2018,Midfielder,Bologna,712,308,404,Hungary,12,6,6,1,1,0,0,0,0,0,0,3,2,1,12,5,7,1,0,0.13,0,0.13,0.29,0,712,1.52,59,59,712,0,0.13,144,338,-1,13
Adam Ounas,24,847670400,1996/11/11,Serie A,2017/2018,Midfielder,Napoli,89,78,11,Algeria,7,6,1,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,16
Adel Taarabt,31,611967600,1989/05/23,Serie A,2017/2018,Midfielder,Genoa,1618,689,929,Morocco,22,10,12,2,1,1,2,1,1,0,0,7,1,6,21,15,6,6,1,0.22,0.11,0.11,0.13,0.1,809,1.17,77,74,231,809,0.39,151,122,-1,6
Adem Ljajić,29,686098800,1991/09/28,Serie A,2017/2018,Forward,Torino,2164,1140,1024,Serbia,27,14,13,6,2,4,10,6,4,0,0,6,2,4,27,10,17,2,0,0.67,0.42,0.25,0.16,0.35,361,1.12,80,80,1082,216,0.08,75,8,-1,3
Adrian Marius Stoian,30,666230400,1991/02/11,Serie A,2017/2018,Midfielder,Crotone,2148,1167,981,Romania,32,17,15,2,1,1,4,2,2,0,0,5,4,1,33,13,20,5,0,0.25,0.17,0.08,0.08,0.09,1074,1.38,65,67,430,537,0.21,194,67,-1,7
Afriyie Acquah,29,694569600,1992/01/05,Serie A,2017/2018,Midfielder,Torino,934,256,678,Ghana,22,9,13,1,0,1,0,0,0,0,0,7,4,3,15,2,13,5,1,0.1,0,0.1,0,0.13,934,1.45,62,42,187,0,0.48,169,331,-1,13
Ahmed Benali,29,697420800,1992/02/07,Serie A,2017/2018,Midfielder,Crotone,813,450,363,Libya,10,5,5,1,0,1,1,0,1,0,0,1,0,1,14,8,6,2,0,0.22,0.11,0.11,0,0.25,813,1.55,58,81,407,813,0.22,164,129,-1,10
Albano Bizzarri,43,247881600,1977/11/09,Serie A,2017/2018,Goalkeeper,Udinese,2880,1350,1530,Argentina,32,15,17,0,0,0,0,0,0,0,0,8,4,4,49,22,27,1,1,0,0,0,0,0,0,1.53,59,90,1440,0,0.06,261,303,132,20
Alberto Brignoli,29,682556400,1991/08/18,Serie A,2017/2018,Goalkeeper,Benevento,1124,540,584,Italy,13,6,7,1,1,0,0,0,0,0,0,1,1,0,28,14,14,2,0,0.08,0,0.08,0.17,0,1124,2.24,40,86,562,0,0.16,188,407,190,11
Alberto Grassi,26,794534400,1995/03/07,Serie A,2017/2018,Midfielder,SPAL,2261,1089,1172,Italy,28,13,15,3,2,1,0,0,0,0,0,4,4,0,35,15,20,3,0,0.12,0,0.12,0.17,0.08,754,1.39,65,81,754,0,0.12,147,305,-1,4
Alberto Paloschi,31,631411200,1990/01/04,Serie A,2017/2018,Forward,SPAL,2189,1155,1034,Italy,36,18,18,7,5,2,1,1,0,0,0,7,5,2,39,17,22,2,0,0.33,0.04,0.29,0.39,0.17,313,1.6,56,61,1095,2189,0.08,52,207,-1,2
Aldo Caiazza,22,921888000,1999/03/20,Serie A,2017/2018,Defender,Udinese,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aleandro Rosi,33,548204400,1987/05/16,Serie A,2017/2018,Defender,Genoa,1707,711,996,Italy,24,10,14,0,0,0,1,0,1,0,0,7,2,5,19,10,9,5,0,0.05,0.05,0,0,0,0,1,90,71,341,1707,0.26,274,191,52,23
Alejandro Damián González Hernández,32,575078400,1988/03/23,Serie A,2017/2018,Defender,Hellas Verona,0,0,0,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alejandro Gómez,33,571881600,1988/02/15,Serie A,2017/2018,Midfielder,Atalanta,2757,1502,1255,Argentina,33,17,16,6,3,3,10,7,3,2,1,8,4,4,33,18,15,2,0,0.52,0.33,0.2,0.18,0.22,460,1.08,84,84,1379,276,0.07,92,13,-1,3
Aleksandar Kolarov,35,500428800,1985/11/10,Serie A,2017/2018,Defender,Roma,3061,1531,1530,Serbia,35,18,17,2,0,2,8,5,3,0,0,15,5,10,24,16,8,3,0,0.29,0.24,0.06,0,0.12,1531,0.71,128,87,1020,383,0.09,212,38,25,8
Aleksandar Tonev,31,634003200,1990/02/03,Serie A,2017/2018,Midfielder,Crotone,401,202,199,Bulgaria,8,4,4,0,0,0,0,0,0,0,0,1,1,0,13,4,9,0,0,0,0,0,0,0,0,2.92,31,50,0,0,0,311,295,-1,16
Alessandro Bastoni,21,923958000,1999/04/12,Serie A,2017/2018,Defender,Atalanta,87,24,63,Italy,4,2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1.03,87,22,0,0,0,-1,-1,-1,22
Alessandro Bellemo,25,807750000,1995/08/06,Serie A,2017/2018,Midfielder,SPAL,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alessandro Buongiorno,21,928623600,1999/06/05,Serie A,2017/2018,Defender,Torino,8,8,0,Italy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,27
Alessandro Confente,22,897174000,1998/06/06,Serie A,2017/2018,Goalkeeper,Chievo,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alessandro Deiola,25,807231600,1995/07/31,Serie A,2017/2018,Midfielder,Cagliari,443,288,155,Italy,13,6,7,0,0,0,0,0,0,0,0,2,1,1,3,2,1,3,0,0,0,0,0,0,0,0.61,148,34,148,0,0.61,265,232,-1,12
Alessandro Fiordaliso,22,921888000,1999/03/20,Serie A,2017/2018,Defender,Torino,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alessandro Florenzi,30,668649600,1991/03/11,Serie A,2017/2018,Midfielder,Roma,2385,1242,1143,Italy,32,16,16,1,0,1,5,2,3,0,1,15,6,9,18,10,8,2,0,0.23,0.19,0.04,0,0.08,2385,0.68,133,75,1193,477,0.08,239,52,-1,14
Alessandro Gamberini,39,367714800,1981/08/26,Serie A,2017/2018,Defender,Chievo,1819,940,879,Italy,23,12,11,0,0,0,0,0,0,0,0,5,2,3,29,15,14,2,0,0,0,0,0,0,0,1.43,63,79,910,0,0.1,306,272,118,23
Alessandro Guarnone,22,922492800,1999/03/27,Serie A,2017/2018,Goalkeeper,AC Milan,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alessandro Matri,36,461718000,1984/08/18,Serie A,2017/2018,Forward,Sassuolo,900,434,466,Italy,23,13,10,3,0,3,0,0,0,1,2,6,4,2,20,5,15,1,0,0.3,0,0.3,0,0.58,300,2,45,39,900,0,0.1,49,401,-1,4
Alessandro Murgia,24,839545200,1996/08/08,Serie A,2017/2018,Midfielder,Lazio,775,407,368,Italy,16,9,7,0,0,0,0,0,0,0,0,7,4,3,10,8,2,4,1,0,0,0,0,0,0,1.16,78,48,155,0,0.58,435,432,-1,20
Alessio Cerci,33,553993200,1987/07/22,Serie A,2017/2018,Forward,Hellas Verona,1649,775,874,Italy,24,11,13,3,1,2,2,0,2,1,0,5,3,2,32,14,18,1,0,0.27,0.11,0.16,0.12,0.21,550,1.75,52,69,1649,825,0.05,114,127,-1,4
Alessio Cragno,26,772758000,1994/06/27,Serie A,2017/2018,Goalkeeper,Cagliari,2538,1324,1214,Italy,29,15,14,0,0,0,0,0,0,0,0,7,4,3,41,20,21,0,0,0,0,0,0,0,0,1.45,62,88,0,0,0,359,349,125,10
Alessio Donnarumma,23,887587200,1998/02/16,Serie A,2017/2018,Midfielder,Benevento,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alessio Miceli,21,936054000,1999/08/30,Serie A,2017/2018,Midfielder,Lazio,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alessio Riccardi,19,986252400,2001/04/02,Serie A,2017/2018,Forward,Roma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alessio Romagnoli,26,789868800,1995/01/12,Serie A,2017/2018,Defender,AC Milan,2355,1032,1323,Italy,28,13,15,2,0,2,0,0,0,0,0,10,6,4,23,7,16,9,1,0.08,0,0.08,0,0.14,1178,0.88,102,84,262,0,0.34,187,269,40,8
Álex Berenguer,25,804812400,1995/07/03,Serie A,2017/2018,Forward,Torino,1038,495,543,Spain,22,10,12,1,0,1,3,3,0,0,0,6,5,1,12,3,9,1,0,0.35,0.26,0.09,0,0.17,1038,1.04,87,47,1038,346,0.09,182,32,-1,11
Alex Cordaz,38,410227200,1983/01/01,Serie A,2017/2018,Goalkeeper,Crotone,3420,1710,1710,Italy,38,19,19,0,0,0,0,0,0,0,0,5,4,1,64,23,41,2,0,0,0,0,0,0,0,1.68,53,90,1710,0,0.05,342,326,157,27
Alex Ferrari,26,773017200,1994/06/30,Serie A,2017/2018,Defender,Hellas Verona,2139,1216,923,Italy,25,14,11,1,0,1,0,0,0,0,0,4,3,1,45,24,21,5,0,0.04,0,0.04,0,0.1,2139,1.89,48,86,428,0,0.21,238,374,175,10
Alex Meret,24,858988800,1997/03/22,Serie A,2017/2018,Goalkeeper,SPAL,1160,620,540,Italy,13,7,6,0,0,0,0,0,0,0,0,4,3,1,15,8,7,0,0,0,0,0,0,0,0,1.16,77,89,0,0,0,263,241,82,16
Alex Sandro,30,664848000,1991/01/26,Serie A,2017/2018,Defender,Juventus,2115,908,1207,Brazil,26,11,15,4,2,2,4,3,1,0,0,15,7,8,15,4,11,8,0,0.34,0.17,0.17,0.2,0.15,529,0.64,141,81,264,529,0.34,112,65,16,8
Alexander Kert Molberg,21,927500400,1999/05/23,Serie A,2017/2018,Defender,Cagliari,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alfred Duncan,28,731721600,1993/03/10,Serie A,2017/2018,Midfielder,Sassuolo,1956,960,996,Ghana,26,13,13,0,0,0,2,2,0,0,0,10,6,4,30,5,25,4,0,0.09,0.09,0,0,0,0,1.38,65,75,489,978,0.18,401,147,-1,25
Alfred Gomis,27,747183600,1993/09/04,Serie A,2017/2018,Goalkeeper,SPAL,2260,1090,1170,Senegal,26,13,13,0,0,0,0,0,0,0,0,3,2,1,41,20,21,0,0,0,0,0,0,0,0,1.63,55,87,0,0,0,436,431,147,25
Ali Adnan Kadhim Al Tameemi,27,756259200,1993/12/19,Serie A,2017/2018,Defender,Udinese,1669,901,768,Iraq,23,13,10,0,0,0,2,1,1,0,0,6,4,2,29,17,12,4,0,0.11,0.11,0,0,0,0,1.56,58,73,417,835,0.22,316,120,140,16
Alin Toșca,29,700531200,1992/03/14,Serie A,2017/2018,Defender,Benevento,1170,630,540,Romania,13,7,6,0,0,0,0,0,0,0,0,3,2,1,23,12,11,1,0,0,0,0,0,0,0,1.77,51,90,1170,0,0.08,293,290,165,22
Alisson Becker,28,717980400,1992/10/01,Serie A,2017/2018,Goalkeeper,Roma,3330,1710,1620,Brazil,37,19,18,0,0,0,0,0,0,0,0,17,6,11,26,18,8,1,0,0,0,0,0,0,0,0.7,128,90,3330,0,0.03,321,312,21,20
Allan,30,663292800,1991/01/08,Serie A,2017/2018,Midfielder,Napoli,2857,1457,1400,Brazil,38,19,19,4,4,0,5,0,5,0,0,19,7,12,19,12,7,2,0,0.28,0.16,0.13,0.25,0,714,0.6,150,75,1429,571,0.06,138,76,-1,8
Amadou Diawara,23,869094000,1997/07/16,Serie A,2017/2018,Midfielder,Napoli,642,262,380,Guinea,18,7,11,1,1,0,1,0,1,0,0,8,2,6,8,3,5,1,0,0.28,0.14,0.14,0.34,0,642,1.12,80,36,642,642,0.14,132,85,-1,15
Amato Ciciretti,27,757296000,1993/12/31,Serie A,2017/2018,Midfielder,Benevento,809,468,341,Italy,12,6,6,2,0,2,1,1,0,0,0,0,0,0,14,9,5,0,0,0.33,0.11,0.22,0,0.53,405,1.56,58,67,0,809,0,84,115,-1,5
André Silva,25,815616000,1995/11/06,Serie A,2017/2018,Forward,AC Milan,923,515,408,Portugal,24,13,11,2,1,1,0,0,0,0,0,7,4,3,9,4,5,0,0,0.2,0,0.2,0.17,0.22,462,0.88,103,38,0,0,0,90,420,-1,7
