full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Cresswell,31,629683200,1989/12/15,Premier League,2017/2018,Defender,West Ham United,3073,1604,1469,England,36,18,18,1,1,0,7,3,4,0,0,10,7,3,57,23,34,7,0,0.23,0.21,0.03,0.06,0,3073,1.67,54,85,439,439,0.21,233,55,164,12
Aaron Lennon,33,545526000,1987/04/15,Premier League,2017/2018,Midfielder,Burnley,1918,927,991,England,29,13,16,0,0,0,2,0,2,0,0,7,4,3,28,8,20,2,0,0.09,0.09,0,0,0,0,1.31,69,66,959,959,0.09,268,144,-1,15
Aaron Mooy,30,653353200,1990/09/14,Premier League,2017/2018,Midfielder,Huddersfield Town,3070,1635,1435,Australia,36,19,17,4,2,2,3,2,1,1,0,10,7,3,51,24,27,5,0,0.21,0.09,0.12,0.11,0.13,768,1.5,60,85,614,1023,0.15,136,141,-1,3
Aaron Ramsdale,22,895100400,1998/05/13,Premier League,2017/2018,Goalkeeper,AFC Bournemouth,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aaron Ramsey,30,662169600,1990/12/26,Premier League,2017/2018,Midfielder,Arsenal,1848,976,872,Wales,24,13,11,7,6,1,8,5,3,0,0,10,7,3,22,9,13,0,0,0.73,0.39,0.34,0.55,0.1,264,1.07,84,77,0,231,0,44,8,-1,3
Aaron Wan-Bissaka,23,880502400,1997/11/26,Premier League,2017/2018,Midfielder,Crystal Palace,628,358,270,England,7,4,3,0,0,0,0,0,0,0,0,2,1,1,9,5,4,1,0,0,0,0,0,0,0,1.29,70,90,628,0,0.14,260,303,-1,15
Abdelhamid Sabiri,24,849139200,1996/11/28,Premier League,2017/2018,Midfielder,Huddersfield Town,219,82,137,Morocco,5,1,4,0,0,0,1,1,0,0,0,1,0,1,5,1,4,1,0,0.41,0.41,0,0,0,0,2.05,44,44,219,219,0.41,-1,-1,-1,15
Abdoulaye Doucouré,28,725846400,1993/01/01,Premier League,2017/2018,Midfielder,Watford,3325,1705,1620,France,37,19,18,7,4,3,3,3,0,0,0,9,5,4,56,29,27,10,0,0.27,0.08,0.19,0.21,0.17,475,1.52,59,90,333,1108,0.27,101,155,-1,1
Adam David Lallana,32,579222000,1988/05/09,Premier League,2017/2018,Midfielder,Liverpool,235,64,171,England,12,6,6,0,0,0,0,0,0,0,0,5,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,20,235,0,0.38,-1,-1,-1,16
Adam Legzdins,34,533520000,1986/11/28,Premier League,2017/2018,Goalkeeper,Burnley,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adam Smith,29,672879600,1991/04/28,Premier League,2017/2018,Defender,AFC Bournemouth,2068,1138,930,England,27,14,13,1,1,0,3,2,1,0,0,4,2,2,34,19,15,6,0,0.17,0.13,0.04,0.08,0,2068,1.48,61,77,345,689,0.26,230,100,132,14
Ademola Lookman,23,877302000,1997/10/19,Premier League,2017/2018,Forward,Everton,154,82,72,England,7,5,2,0,0,0,1,1,0,0,0,2,2,0,4,1,3,0,0,0.58,0.58,0,0,0,0,2.34,39,22,0,154,0,-1,-1,-1,19
Adrian Mariappa,34,528678000,1986/10/02,Premier League,2017/2018,Defender,Watford,2209,1020,1189,Jamaica,28,13,15,0,0,0,0,0,0,0,0,7,4,3,39,18,21,4,0,0,0,0,0,0,0,1.59,57,79,552,0,0.16,276,272,151,21
Adrián San Miguel del Castillo,34,536630400,1987/01/03,Premier League,2017/2018,Goalkeeper,West Ham United,1710,900,810,Spain,19,10,9,0,0,0,0,0,0,0,0,6,4,2,28,11,17,2,0,0,0,0,0,0,0,1.47,61,90,855,0,0.11,256,377,124,20
Adrien Sebastian Perruchet Silva,32,605923200,1989/03/15,Premier League,2017/2018,Midfielder,Leicester City,762,492,270,Portugal,12,8,4,0,0,0,1,1,0,0,0,3,3,0,17,7,10,3,0,0.12,0.12,0,0,0,0,2.01,45,64,254,762,0.35,261,115,-1,12
Ahmed Hegazi,30,664761600,1991/01/25,Premier League,2017/2018,Defender,West Bromwich Albion,3387,1710,1677,Egypt,38,19,19,2,2,0,0,0,0,0,0,10,6,4,51,27,24,4,0,0.05,0,0.05,0.11,0,1694,1.36,66,89,847,0,0.11,222,323,93,8
Ahmed Musa,28,719017200,1992/10/13,Premier League,2017/2018,Forward,Leicester City,0,0,0,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aiden O'Neill,22,899506800,1998/07/03,Premier League,2017/2018,Midfielder,Burnley,0,0,0,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ainsley Maitland-Niles,23,872809200,1997/08/28,Premier League,2017/2018,Midfielder,Arsenal,907,461,446,England,15,7,8,0,0,0,0,0,0,0,0,5,3,2,14,7,7,1,0,0,0,0,0,0,0,1.39,65,60,907,0,0.1,286,289,-1,21
Alberto Moreno,28,710290800,1992/07/04,Premier League,2017/2018,Defender,Liverpool,1264,543,721,Spain,16,7,9,0,0,0,0,0,0,0,0,6,5,1,17,1,16,1,0,0,0,0,0,0,0,1.21,74,79,1264,0,0.07,347,304,69,25
Aleksandar Dragović,30,668217600,1991/03/06,Premier League,2017/2018,Defender,Leicester City,766,384,382,Austria,11,6,5,0,0,0,0,0,0,0,0,4,3,1,12,2,10,2,0,0,0,0,0,0,0,1.41,64,70,383,0,0.23,289,292,111,9
Aleksandar Mitrović,26,779670000,1994/09/15,Premier League,2017/2018,Forward,Newcastle United,89,53,36,Serbia,6,4,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1.01,0,1.01,1.7,0,89,0,0,15,0,0,0,-1,-1,-1,11
Alex Iwobi,24,831078000,1996/05/02,Premier League,2017/2018,Forward,Arsenal,1843,790,1053,Nigeria,26,11,15,3,3,0,5,4,1,0,0,9,5,4,24,9,15,1,0,0.39,0.24,0.15,0.34,0,614,1.17,77,71,1843,369,0.05,122,40,-1,8
Alex McCarthy,31,628646400,1989/12/03,Premier League,2017/2018,Goalkeeper,Southampton,1620,720,900,England,18,8,10,0,0,0,0,0,0,0,0,4,1,3,23,10,13,2,0,0,0,0,0,0,0,1.28,70,90,810,0,0.11,283,384,77,21
Alex Oxlade-Chamberlain,27,745369200,1993/08/14,Premier League,2017/2018,Midfielder,Liverpool,1726,835,891,England,35,16,19,3,2,1,7,5,2,0,0,13,8,5,24,9,15,3,0,0.52,0.37,0.16,0.22,0.1,575,1.25,72,49,575,247,0.16,114,10,-1,6
Alex Palmer,24,839631600,1996/08/09,Premier League,2017/2018,Goalkeeper,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alex Pritchard,27,736383600,1993/05/02,Premier League,2017/2018,Midfielder,Huddersfield Town,1002,521,481,England,14,7,7,1,1,0,1,0,1,0,0,3,2,1,12,6,6,1,0,0.18,0.09,0.09,0.17,0,1002,1.08,84,72,1002,1002,0.09,156,149,-1,6
Alexander Sørloth,25,818121600,1995/12/05,Premier League,2017/2018,Forward,Crystal Palace,360,180,180,Norway,4,2,2,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,0,2,45,90,0,0,0,245,270,-1,28
Alexandre Lacazette,29,675385200,1991/05/27,Premier League,2017/2018,Forward,Arsenal,2212,1152,1060,France,32,16,16,14,11,3,4,3,1,2,0,12,8,4,28,14,14,1,0,0.73,0.16,0.57,0.86,0.25,158,1.14,79,69,2212,553,0.04,13,77,-1,1
Alexis Sanchez,32,598492800,1988/12/19,Premier League,2017/2018,Forward,Manchester United,2555,1405,1150,Chile,31,17,14,9,5,4,6,2,4,1,1,13,9,4,31,13,18,5,0,0.53,0.21,0.32,0.32,0.31,284,1.09,82,82,511,426,0.18,50,56,-1,2
Alfie Mawson,27,758937600,1994/01/19,Premier League,2017/2018,Defender,Swansea City,3420,1710,1710,England,38,19,19,2,2,0,1,1,0,0,0,9,5,4,53,23,30,3,0,0.08,0.03,0.05,0.11,0,1710,1.39,65,90,1140,3420,0.08,221,229,103,7
