full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Abdul Majeed Waris,29,685234800,1991/09/18,Russian Premier League,2014/2015,Forward,Spartak Moskva,171,0,171,Ghana,4,0,4,0,0,0,0,0,0,0,0,1,0,1,4,0,4,0,0,0,0,0,0,0,0,2.11,43,43,0,0,0,-1,-1,-1,25
Ablay Mbengue,28,705884400,1992/05/14,Russian Premier League,2014/2015,Forward,Akhmat Grozny,405,180,225,Senegal,5,2,3,4,2,2,0,0,0,0,0,1,0,1,7,5,2,1,0,0.89,0,0.89,1,0.8,101,1.56,58,81,405,0,0.22,1,160,-1,3
Adam Kokoszka,34,528937200,1986/10/05,Russian Premier League,2014/2015,Defender,Torpedo Moskva,1818,830,988,Poland,22,10,12,0,0,0,1,0,1,0,0,5,2,3,31,10,21,5,0,0.05,0.05,0,0,0,0,1.53,59,83,364,1818,0.25,275,141,114,25
Adílson Warken,34,537753600,1987/01/16,Russian Premier League,2014/2015,Midfielder,Akhmat Grozny,1749,961,788,Brazil,24,12,12,0,0,0,0,0,0,0,0,8,6,2,17,7,10,4,0,0,0,0,0,0,0,0.87,103,73,437,0,0.21,180,165,-1,23
Adlan Katsaev,33,572313600,1988/02/20,Russian Premier League,2014/2015,Midfielder,Akhmat Grozny,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adolphe Teikeu Kamgang,30,646095600,1990/06/22,Russian Premier League,2014/2015,Defender,Akhmat Grozny,28,0,28,Cameroon,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,-1,-1,-1,14
Ahmed Musa,28,719017200,1992/10/13,Russian Premier League,2014/2015,Forward,CSKA Moskva,2434,1231,1203,Nigeria,30,15,15,10,6,4,7,5,2,0,0,11,7,4,22,8,14,0,0,0.63,0.26,0.37,0.44,0.3,243,0.81,111,81,0,348,0,34,22,-1,3
Aílton José Almeida,36,461804400,1984/08/19,Russian Premier League,2014/2015,Forward,Akhmat Grozny,2294,1213,1081,Brazil,30,15,15,5,3,2,0,0,0,0,0,11,7,4,21,9,12,2,0,0.2,0,0.2,0.22,0.17,459,0.82,109,76,1147,0,0.08,69,213,-1,1
Alan Dzagoev,30,645577200,1990/06/16,Russian Premier League,2014/2015,Midfielder,CSKA Moskva,1609,760,849,Russia,21,10,11,5,2,3,6,2,4,0,0,8,6,2,18,4,14,0,0,0.62,0.34,0.28,0.24,0.32,322,1.01,89,77,0,268,0,48,6,-1,6
Alan Kasaev,34,513298800,1986/04/07,Russian Premier League,2014/2015,Midfielder,Lokomotiv Moskva,1632,745,887,Russia,26,11,15,3,3,0,1,1,0,0,0,9,4,5,17,6,11,3,0,0.22,0.06,0.17,0.36,0,544,0.94,96,63,544,1632,0.17,81,132,-1,6
