full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Hunt,34,526176000,1986/09/04,Bundesliga,2011/2012,Midfielder,Werder Bremen,1599,810,789,Germany,18,9,9,3,2,1,4,3,1,1,0,3,3,0,31,12,19,1,1,0.39,0.23,0.17,0.22,0.11,533,1.74,52,89,800,400,0.11,98,61,-1,5
Abu-Bakarr Kargbo,28,724896000,1992/12/21,Bundesliga,2011/2012,Forward,Hertha BSC,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adam Hloušek,32,598579200,1988/12/20,Bundesliga,2011/2012,Defender,Nürnberg,946,496,450,Czech Republic,11,6,5,0,0,0,1,1,0,0,0,4,2,2,10,6,4,2,0,0.1,0.1,0,0,0,0,0.95,95,86,473,946,0.19,229,146,26,16
Adam Matuszczyk,32,603417600,1989/02/14,Bundesliga,2011/2012,Midfielder,Köln,269,101,168,Poland,9,5,4,0,0,0,0,0,0,0,0,3,3,0,10,3,7,1,0,0,0,0,0,0,0,3.35,27,30,269,0,0.33,-1,-1,-1,17
Adam Nemec,35,494467200,1985/09/02,Bundesliga,2011/2012,Forward,Kaiserslautern,82,58,24,Slovakia,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,1.1,1.55,0,82,0,0,21,0,0,0,-1,-1,-1,7
Ádám Szalai,33,566006400,1987/12/09,Bundesliga,2011/2012,Forward,Mainz 05,1066,661,405,Hungary,15,8,7,3,2,1,3,2,1,0,0,6,3,3,12,7,5,4,1,0.51,0.25,0.25,0.27,0.22,355,1.01,89,71,267,355,0.34,73,53,-1,6
Adelino André Vieira Freitas,35,506908800,1986/01/24,Bundesliga,2011/2012,Midfielder,Wolfsburg,513,270,243,Portugal,9,5,4,0,0,0,1,1,0,0,0,2,1,1,6,4,2,0,0,0.18,0.18,0,0,0,0,1.05,86,57,0,513,0,237,79,-1,18
Adil Chihi,33,572400000,1988/02/21,Bundesliga,2011/2012,Midfielder,Köln,757,424,333,Germany,10,5,5,2,1,1,0,0,0,0,0,2,2,0,19,5,14,2,0,0.24,0,0.24,0.21,0.27,379,2.26,40,76,379,0,0.24,76,332,-1,5
Akaki Gogia,29,695692800,1992/01/18,Bundesliga,2011/2012,Midfielder,Augsburg,512,245,267,Germany,12,6,6,0,0,0,0,0,0,0,0,2,1,1,8,4,4,1,0,0,0,0,0,0,0,1.41,64,43,512,0,0.18,300,329,-1,20
Albert Bunjaku,37,438912000,1983/11/29,Bundesliga,2011/2012,Forward,Nürnberg,558,281,277,Kosovo,17,10,7,1,1,0,2,1,1,0,0,3,2,1,11,7,4,0,0,0.48,0.32,0.16,0.32,0,558,1.77,51,33,0,279,0,103,26,-1,12
Aleksandar Ignjovski,30,664934400,1991/01/27,Bundesliga,2011/2012,Defender,Werder Bremen,1993,822,1171,Serbia,26,12,14,0,0,0,0,0,0,0,0,4,3,1,36,7,29,4,0,0,0,0,0,0,0,1.63,55,77,498,0,0.18,257,240,114,23
