full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aarón Escandell Banacloche,25,812156400,1995/09/26,La Liga,2016/2017,Goalkeeper,Málaga CF,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aarón Martín,23,861663600,1997/04/21,La Liga,2016/2017,Defender,RCD Espanyol,2586,1326,1260,Spain,30,16,14,0,0,0,0,0,0,0,0,11,5,6,28,14,14,5,0,0,0,0,0,0,0,0.97,92,86,517,0,0.17,420,416,39,18
Achraf Hakimi Mouh,22,910137600,1998/11/04,La Liga,2016/2017,Defender,Real Madrid,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adalberto Peñaranda Maestre,23,865033200,1997/05/30,La Liga,2016/2017,Forward,Málaga CF,171,92,79,Venezuela,3,2,1,0,0,0,0,0,0,0,0,1,1,0,4,2,2,1,0,0,0,0,0,0,0,2.11,43,57,171,0,0.53,-1,-1,-1,18
Aderllan Leandro de Jesus Santos,31,608079600,1989/04/08,La Liga,2016/2017,Defender,Valencia CF,1000,449,551,Brazil,12,5,7,0,0,0,0,0,0,0,0,2,0,2,16,9,7,1,0,0,0,0,0,0,0,1.44,63,83,1000,0,0.09,422,420,111,23
Adil Rami,35,504489600,1985/12/27,La Liga,2016/2017,Defender,Sevilla FC,1785,961,824,France,21,11,10,0,0,0,0,0,0,0,0,7,4,3,19,7,12,5,1,0,0,0,0,0,0,0.96,94,85,357,0,0.25,318,293,38,24
Adrián,34,536630400,1987/01/03,La Liga,2016/2017,Goalkeeper,Villarreal,674,269,405,Spain,15,8,7,2,1,1,1,0,1,0,0,6,2,4,4,2,2,0,0,0.4,0.13,0.27,0.33,0.22,337,0.53,169,45,0,674,0,80,123,3,10
Adrian Gonzalez,32,580518000,1988/05/24,La Liga,2016/2017,Midfielder,SD Eibar,1535,901,634,Spain,28,14,14,7,5,2,1,1,0,5,0,8,5,3,20,12,8,3,0,0.47,0.06,0.41,0.5,0.28,219,1.17,77,55,512,1535,0.18,35,232,-1,3
Adrián Marín Gómez,24,852768000,1997/01/09,La Liga,2016/2017,Defender,Leganés,912,488,424,Spain,13,6,7,0,0,0,0,0,0,0,0,3,2,1,13,5,8,3,0,0,0,0,0,0,0,1.28,70,70,304,0,0.3,406,401,88,28
Adrián Ortolá Vañó,27,745801200,1993/08/19,La Liga,2016/2017,Goalkeeper,Deportivo Alavés,180,0,180,Spain,2,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,-1,-1,-1,16
