full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Abdul Majeed Waris,29,685234800,1991/09/18,Liga NOS,2017/2018,Forward,Porto,127,10,117,Ghana,5,1,4,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0.71,127,25,64,0,1.42,-1,-1,-1,19
Abner Felipe Souza de Almeida,24,833410800,1996/05/29,Liga NOS,2017/2018,Defender,GD Estoril Praia,468,315,153,Brazil,10,5,5,0,0,0,1,0,1,0,0,0,0,0,10,8,2,3,1,0.19,0.19,0,0,0,0,1.92,47,47,117,468,0.77,234,73,144,18
Adriano Facchini,38,416275200,1983/03/12,Liga NOS,2017/2018,Goalkeeper,CD Aves,1758,858,900,Brazil,20,10,10,0,0,0,0,0,0,0,0,7,5,2,25,10,15,1,0,0,0,0,0,0,0,1.28,70,88,1758,0,0.05,279,275,71,20
Adrien Sebastian Perruchet Silva,32,605923200,1989/03/15,Liga NOS,2017/2018,Midfielder,Sporting CP,224,69,155,Portugal,3,1,2,1,0,1,1,0,1,0,0,3,1,2,0,0,0,1,0,0.8,0.4,0.4,0,0.58,224,0,0,75,224,224,0.4,-1,-1,-1,10
Ahmed Hassan Mahgoub,28,731289600,1993/03/05,Liga NOS,2017/2018,Forward,Sporting Braga,1058,619,439,Egypt,20,11,9,5,2,3,1,0,1,1,0,7,5,2,12,6,6,4,0,0.51,0.09,0.43,0.29,0.62,212,1.02,88,53,265,1058,0.34,23,149,-1,7
Ahmed Sayed,25,821232000,1996/01/10,Liga NOS,2017/2018,Midfielder,Moreirense FC,1430,617,813,Egypt,25,12,13,1,0,1,0,0,0,0,0,3,2,1,23,9,14,3,1,0.06,0,0.06,0,0.11,1430,1.45,62,57,477,0,0.19,193,239,-1,8
Aidi Fulangxisi,30,661392000,1990/12/17,Liga NOS,2017/2018,Defender,Boavista FC,0,0,0,China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ailton Ferreira Silva,26,795312000,1995/03/16,Liga NOS,2017/2018,Defender,GD Estoril Praia,990,540,450,Brazil,11,6,5,0,0,0,0,0,0,0,0,4,2,2,9,5,4,5,0,0,0,0,0,0,0,0.82,110,90,198,0,0.45,275,225,32,17
Alan Eduardo Schons,27,738198000,1993/05/23,Liga NOS,2017/2018,Midfielder,Moreirense FC,590,362,228,Brazil,15,8,7,0,0,0,0,0,0,0,0,2,1,1,10,7,3,3,0,0,0,0,0,0,0,1.53,59,39,197,0,0.46,334,335,-1,18
Alan Nahuel Ruiz,27,745714800,1993/08/18,Liga NOS,2017/2018,Midfielder,Sporting CP,232,124,108,Argentina,5,3,2,0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,0,0,1.55,58,46,0,0,0,-1,-1,-1,17
Alejandro Grimaldo García,25,811551600,1995/09/19,Liga NOS,2017/2018,Defender,Benfica,2441,1228,1213,Spain,28,14,14,1,1,0,4,0,4,0,0,13,9,4,17,6,11,4,0,0.18,0.15,0.04,0.07,0,2441,0.63,144,87,610,610,0.15,216,91,22,13
Alex Kakuba,29,676681200,1991/06/11,Liga NOS,2017/2018,Defender,CD Feirense,1719,851,868,Uganda,20,10,10,0,0,0,1,0,1,0,0,5,2,3,22,12,10,3,0,0.05,0.05,0,0,0,0,1.15,78,86,573,1719,0.16,342,178,55,23
