full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Hughes,41,310867200,1979/11/08,Premier League,2013/2014,Defender,Fulham,1063,450,613,Northern Ireland,13,5,8,0,0,0,0,0,0,0,0,2,1,1,25,11,14,2,0,0,0,0,0,0,0,2.12,43,82,532,0,0.17,335,335,173,30
Aaron Lennon,33,545526000,1987/04/15,Premier League,2013/2014,Midfielder,Tottenham Hotspur,2184,901,1283,England,27,11,16,1,1,0,3,2,1,0,0,10,5,5,39,16,23,1,0,0.16,0.12,0.04,0.1,0,2184,1.61,56,81,2184,728,0.04,237,119,-1,8
Aaron McLean,37,422665200,1983/05/24,Premier League,2013/2014,Forward,Hull City,6,0,6,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,24
Aaron Ramsey,30,662169600,1990/12/26,Premier League,2013/2014,Midfielder,Arsenal,1764,833,931,Wales,23,11,12,10,3,7,8,3,5,0,0,10,6,4,16,5,11,3,0,0.92,0.41,0.51,0.32,0.68,176,0.82,110,77,588,221,0.15,24,4,-1,2
Aaron Wilbraham,41,309308400,1979/10/20,Premier League,2013/2014,Forward,Crystal Palace,81,81,0,England,4,4,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1.11,81,20,0,0,0,-1,-1,-1,15
Abdoulaye Diagne-Fayé,43,257299200,1978/02/26,Premier League,2013/2014,Defender,Hull City,270,180,90,Senegal,3,2,1,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0.67,135,90,0,0,0,-1,-1,-1,22
Adam Armstrong,24,855532800,1997/02/10,Premier League,2013/2014,Forward,Newcastle United,30,9,21,England,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,14
Adam David Lallana,32,579222000,1988/05/09,Premier League,2013/2014,Midfielder,Southampton,3099,1591,1508,England,38,19,19,9,6,3,6,3,3,0,0,15,7,8,38,20,18,3,0,0.44,0.17,0.26,0.34,0.18,344,1.1,82,82,1033,517,0.09,67,85,-1,3
Adam Johnson,33,553215600,1987/07/13,Premier League,2013/2014,Midfielder,Sunderland,2442,1332,1110,England,36,19,17,8,4,4,5,3,2,1,0,10,6,4,43,21,22,2,0,0.48,0.18,0.29,0.27,0.32,305,1.58,57,68,1221,488,0.07,58,74,-1,1
Adam King,25,813366000,1995/10/10,Premier League,2013/2014,Midfielder,Swansea City,0,0,0,Scotland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adel Taarabt,31,611967600,1989/05/23,Premier League,2013/2014,Midfielder,Fulham,593,308,285,Morocco,12,7,5,0,0,0,1,1,0,0,0,1,0,1,15,9,6,0,0,0.15,0.15,0,0,0,0,2.28,40,49,0,593,0,339,94,-1,34
Adilson Tavares Varela,32,593478000,1988/10/21,Premier League,2013/2014,Midfielder,Sunderland,90,90,0,Switzerland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,27
Adlène Guédioura,35,500601600,1985/11/12,Premier League,2013/2014,Midfielder,Crystal Palace,317,229,88,Algeria,8,3,5,0,0,0,0,0,0,0,0,2,1,1,4,3,1,0,0,0,0,0,0,0,0,1.14,79,40,0,0,0,277,262,-1,25
Adnan Januzaj,26,791942400,1995/02/05,Premier League,2013/2014,Midfielder,Manchester United,1640,820,820,Belgium,27,15,12,4,1,3,3,2,1,0,0,9,3,6,17,10,7,7,0,0.38,0.16,0.22,0.11,0.33,410,0.93,96,61,234,547,0.38,90,87,-1,6
Adrian Mariappa,34,528678000,1986/10/02,Premier League,2013/2014,Defender,Crystal Palace,2113,965,1148,Jamaica,24,11,13,1,1,0,1,0,1,0,0,9,5,4,29,15,14,6,0,0.09,0.04,0.04,0.09,0,2113,1.24,73,88,352,2113,0.26,244,215,69,9
Adrián San Miguel del Castillo,34,536630400,1987/01/03,Premier League,2013/2014,Goalkeeper,West Ham United,1800,900,900,Spain,20,10,10,0,0,0,0,0,0,0,0,6,3,3,26,12,14,2,0,0,0,0,0,0,0,1.3,69,90,900,0,0.1,342,341,80,25
Ahmed Eissa El Mohamady Abdel Fattah,33,558140400,1987/09/08,Premier League,2013/2014,Midfielder,Hull City,3329,1672,1657,Egypt,38,19,19,2,1,1,2,0,2,0,0,10,8,2,48,19,29,3,0,0.11,0.05,0.05,0.05,0.05,1665,1.3,69,88,1110,1665,0.08,224,209,-1,12
Aiden McGeady,34,512953200,1986/04/03,Premier League,2013/2014,Midfielder,Everton,469,292,177,Republic of Ireland,16,8,8,0,0,0,1,0,1,0,0,5,3,2,5,5,0,0,0,0.19,0.19,0,0,0,0,0.96,94,29,0,469,0,275,67,-1,16
Alejandro Pozuelo Melero,29,685321200,1991/09/19,Premier League,2013/2014,Midfielder,Swansea City,876,371,505,Spain,22,10,12,0,0,0,0,0,0,0,0,5,3,2,13,5,8,1,0,0,0,0,0,0,0,1.34,67,40,876,0,0.1,416,411,-1,21
Aleksandar Kolarov,35,500428800,1985/11/10,Premier League,2013/2014,Defender,Manchester City,1970,1079,891,Serbia,30,15,15,1,0,1,6,3,3,0,0,12,7,5,17,8,9,2,0,0.32,0.27,0.05,0,0.1,1970,0.78,116,66,985,328,0.09,221,32,15,14
Aleksandar Tonev,31,634003200,1990/02/03,Premier League,2013/2014,Midfielder,Aston Villa,595,304,291,Bulgaria,17,9,8,0,0,0,0,0,0,0,0,4,2,2,6,3,3,0,0,0,0,0,0,0,0,0.91,99,35,0,0,0,327,315,-1,19
Alex Bruce,36,465174000,1984/09/27,Premier League,2013/2014,Defender,Hull City,1593,607,986,Northern Ireland,20,7,13,0,0,0,0,0,0,0,0,2,1,1,28,12,16,2,0,0,0,0,0,0,0,1.58,57,80,797,0,0.11,382,381,137,27
Alex Oxlade-Chamberlain,27,745369200,1993/08/14,Premier League,2013/2014,Midfielder,Arsenal,524,224,300,England,14,6,8,2,2,0,2,1,1,0,0,5,3,2,12,2,10,0,0,0.69,0.34,0.34,0.8,0,262,2.06,44,37,0,262,0,42,17,-1,10
