full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Appindangoye,29,698544000,1992/02/20,Liga NOS,2014/2015,Defender,Boavista FC,730,460,270,Gabon,9,6,3,0,0,0,0,0,0,0,0,3,2,1,9,5,4,2,0,0,0,0,0,0,0,1.11,81,81,365,0,0.25,254,133,72,32
Abel Issa Camará,31,631584000,1990/01/06,Liga NOS,2014/2015,Forward,CF Os Belenenses,1320,668,652,Guinea-Bissau,25,15,10,1,0,1,0,0,0,0,0,7,5,2,21,11,10,9,0,0.07,0,0.07,0,0.14,1320,1.43,63,53,147,0,0.61,176,359,-1,10
Abilio Rafael Barbosa de Sousa,32,583196400,1988/06/24,Liga NOS,2014/2015,Midfielder,FC Penafiel,1820,888,932,Portugal,22,10,12,0,0,0,0,0,0,0,0,3,1,2,41,20,21,8,1,0,0,0,0,0,0,2.03,44,83,228,0,0.4,393,325,-1,26
Adama François Sene,31,628387200,1989/11/30,Liga NOS,2014/2015,Defender,Vitória Setúbal,2261,1075,1186,Senegal,26,12,14,0,0,0,0,0,0,0,0,6,4,2,32,10,22,9,2,0,0,0,0,0,0,1.27,71,87,251,0,0.36,228,41,102,12
Adama Traoré,31,634003200,1990/02/03,Liga NOS,2014/2015,Defender,Vitória Guimarães,1323,720,603,Côte d'Ivoire,15,8,7,0,0,0,0,0,0,0,0,8,5,3,10,3,7,5,0,0,0,0,0,0,0,0.68,132,88,265,0,0.34,335,287,27,33
Aderlan de Lima Silva,30,650934000,1990/08/17,Liga NOS,2014/2015,Defender,Associação Académica de Coimbra OAF,873,490,383,Brazil,15,8,7,3,2,1,0,0,0,0,0,3,2,1,16,6,10,3,0,0.31,0,0.31,0.37,0.23,291,1.65,55,58,291,0,0.31,46,161,146,4
Aderllan Leandro de Jesus Santos,31,608079600,1989/04/08,Liga NOS,2014/2015,Defender,Sporting Braga,2742,1338,1404,Brazil,31,15,16,3,0,3,0,0,0,0,0,13,8,5,24,8,16,6,1,0.1,0,0.1,0,0.19,914,0.79,114,88,457,0,0.2,146,352,34,7
Admilson Estaline Dias de Barros,33,572659200,1988/02/24,Liga NOS,2014/2015,Defender,CS Marítimo,1735,900,835,Cape Verde,20,10,10,0,0,0,0,0,0,0,0,4,3,1,24,9,15,7,0,0,0,0,0,0,0,1.24,72,87,248,0,0.36,321,266,97,30
Adrián,34,536630400,1987/01/03,Liga NOS,2014/2015,Goalkeeper,Porto,293,105,188,Spain,9,3,6,0,0,0,0,0,0,0,0,5,3,2,2,0,2,0,0,0,0,0,0,0,0,0.61,147,33,0,0,0,318,270,23,22
Adriano Facchini,38,416275200,1983/03/12,Liga NOS,2014/2015,Goalkeeper,Gil Vicente,3060,1530,1530,Brazil,34,17,17,0,0,0,0,0,0,0,0,4,3,1,58,30,28,5,0,0,0,0,0,0,0,1.71,53,90,612,0,0.15,327,303,153,14
Adrien Sebastian Perruchet Silva,32,605923200,1989/03/15,Liga NOS,2014/2015,Midfielder,Sporting CP,2271,1146,1125,Portugal,30,15,15,8,6,2,0,0,0,4,0,10,5,5,20,10,10,12,1,0.32,0,0.32,0.47,0.16,284,0.79,114,76,189,0,0.48,42,253,-1,3
Afonso Mendes Ribeiro Figueiredo,28,726278400,1993/01/06,Liga NOS,2014/2015,Defender,Boavista FC,1785,990,795,Portugal,20,11,9,0,0,0,0,0,0,0,0,5,3,2,22,11,11,6,1,0,0,0,0,0,0,1.11,81,89,298,0,0.3,235,125,71,13
Afonso Miguel Castro Vilhena Taira,28,708735600,1992/06/16,Liga NOS,2014/2015,Midfielder,GD Estoril Praia,697,212,485,Portugal,13,5,8,0,0,0,0,0,0,0,0,3,2,1,15,3,12,2,1,0,0,0,0,0,0,1.94,46,54,232,0,0.39,272,203,-1,18
Agustín Vuletich,29,689126400,1991/11/03,Liga NOS,2014/2015,Forward,FC Arouca,287,205,82,Argentina,10,5,5,2,2,0,0,0,0,0,0,1,1,0,3,3,0,2,0,0.63,0,0.63,0.88,0,144,0.94,96,29,144,0,0.63,9,113,-1,4
Ahmed Hassan Mahgoub,28,731289600,1993/03/05,Liga NOS,2014/2015,Forward,Rio Ave FC,1573,888,685,Egypt,22,12,10,12,5,7,0,0,0,1,0,7,5,2,20,8,12,2,0,0.69,0,0.69,0.51,0.92,131,1.14,79,72,787,0,0.11,5,403,-1,1
Alan Osório da Costa Silva,41,306543600,1979/09/18,Liga NOS,2014/2015,Forward,Sporting Braga,814,490,324,Portugal,23,11,12,0,0,0,0,0,0,0,0,10,7,3,7,3,4,2,0,0,0,0,0,0,0,0.77,116,35,407,0,0.22,408,347,-1,24
