full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Abdul Aziz Tetteh,30,643593600,1990/05/25,Russian Premier League,2018/2019,Midfielder,Dinamo Moskva,2076,1091,985,Ghana,25,13,12,1,1,0,0,0,0,0,0,11,8,3,21,7,14,13,2,0.04,0,0.04,0.08,0,2076,0.91,99,83,148,0,0.61,174,348,-1,8
Abel Mathías Hernández Platero,30,650073600,1990/08/08,Russian Premier League,2018/2019,Forward,CSKA Moskva,620,335,285,Uruguay,14,7,7,3,2,1,1,1,0,1,0,5,3,2,8,3,5,0,0,0.58,0.15,0.44,0.54,0.32,207,1.16,78,44,0,620,0,18,54,-1,5
Ablay Mbengue,28,705888000,1992/05/15,Russian Premier League,2018/2019,Forward,Akhmat Grozny,950,467,483,Senegal,25,13,12,5,5,0,0,0,0,0,0,8,5,3,6,2,4,3,0,0.47,0,0.47,0.96,0,190,0.57,158,38,317,0,0.28,14,256,-1,1
Abubakar Kadyrov,24,841017600,1996/08/26,Russian Premier League,2018/2019,Forward,Akhmat Grozny,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adessoye Oyewole,38,401155200,1982/09/18,Russian Premier League,2018/2019,Defender,Orenburg,1856,846,1010,Russia,22,10,12,3,1,2,2,0,2,0,0,6,4,2,22,7,15,6,0,0.24,0.1,0.15,0.11,0.18,619,1.07,84,84,309,928,0.29,90,91,90,3
Adil Mukhametzyanov,23,889920000,1998/03/15,Russian Premier League,2018/2019,Midfielder,Rubin Kazan,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adlan Katsaev,33,572313600,1988/02/20,Russian Premier League,2018/2019,Midfielder,Anzhi Makhachkala,990,661,329,Russia,20,12,8,0,0,0,0,0,0,0,0,3,1,2,17,10,7,2,0,0,0,0,0,0,0,1.55,58,50,495,0,0.18,283,274,-1,19
Agustín Maximiliano Rogel Paita,23,877046400,1997/10/17,Russian Premier League,2018/2019,Defender,Krylya Sovetov,1201,695,506,Uruguay,14,8,6,0,0,0,0,0,0,0,0,3,3,0,14,6,8,7,2,0,0,0,0,0,0,1.05,86,86,172,0,0.52,215,203,87,17
Alan Chochiev,29,684201600,1991/09/07,Russian Premier League,2018/2019,Midfielder,Krylya Sovetov,698,410,288,Russia,9,5,4,0,0,0,0,0,0,0,0,3,2,1,8,5,3,0,0,0,0,0,0,0,0,1.03,87,78,0,0,0,209,162,-1,18
Alan Dzagoev,30,645580800,1990/06/17,Russian Premier League,2018/2019,Midfielder,CSKA Moskva,423,218,205,Russia,7,3,4,0,0,0,1,0,1,0,0,4,0,4,2,2,0,0,0,0.21,0.21,0,0,0,0,0.43,212,60,0,423,0,217,34,-1,16
Aleks Matsukatov,22,916012800,1999/01/11,Russian Premier League,2018/2019,Midfielder,Krasnodar,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aleksandr Anyukov,38,402019200,1982/09/28,Russian Premier League,2018/2019,Defender,Zenit,819,491,328,Russia,16,8,8,0,0,0,0,0,0,0,0,4,2,2,11,4,7,2,0,0,0,0,0,0,0,1.21,74,51,410,0,0.22,324,333,106,21
Aleksandr Belenov,34,526953600,1986/09/13,Russian Premier League,2018/2019,Goalkeeper,Ufa,2610,1260,1350,Russia,29,14,15,0,0,0,0,0,0,0,0,8,5,3,29,13,16,1,0,0,0,0,0,0,0,1,90,90,2610,0,0.03,301,310,77,20
Aleksandr Budakov,36,476841600,1985/02/10,Russian Premier League,2018/2019,Goalkeeper,Anzhi Makhachkala,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aleksandr Chernikov,21,949363200,2000/02/01,Russian Premier League,2018/2019,Midfielder,Krasnodar,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aleksandr Dovbnya,33,545011200,1987/04/10,Russian Premier League,2018/2019,Goalkeeper,Orenburg,720,450,270,Russia,8,5,3,0,0,0,0,0,0,0,0,4,4,0,6,1,5,1,0,0,0,0,0,0,0,0.75,120,90,720,0,0.13,254,234,20,20
Aleksandr Erokhin,31,624240000,1989/10/13,Russian Premier League,2018/2019,Midfielder,Zenit,1155,586,569,Russia,16,8,8,6,3,3,3,3,0,0,0,6,3,3,16,7,9,3,0,0.7,0.23,0.47,0.46,0.47,193,1.25,72,72,385,385,0.23,16,31,-1,4
Aleksandr Kharitonov,37,418262400,1983/04/04,Russian Premier League,2018/2019,Midfielder,Yenisey,13,0,13,Russia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,16
Aleksandr Kokorin,30,669340800,1991/03/19,Russian Premier League,2018/2019,Forward,Zenit,73,44,29,Russia,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,3.7,24,24,0,0,0,-1,-1,-1,19
Aleksandr Kolomeytsev,32,604022400,1989/02/21,Russian Premier League,2018/2019,Midfielder,Lokomotiv Moskva,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
