full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Abdel Billel Omrani,27,738975600,1993/06/01,Ligue 1,2014/2015,Forward,Olympique Marseille,63,7,56,France,4,2,2,1,0,1,0,0,0,0,0,1,1,0,2,0,2,1,0,1.43,0,1.43,0,1.61,63,2.86,32,16,63,0,1.43,-1,-1,-1,14
Abdelaziz Barrada,31,614214000,1989/06/18,Ligue 1,2014/2015,Midfielder,Olympique Marseille,276,160,116,Morocco,9,5,4,1,1,0,0,0,0,0,0,4,3,1,3,1,2,0,0,0.33,0,0.33,0.56,0,276,0.98,92,31,0,0,0,43,299,-1,16
Abdelhamid El Kaoutari,31,637632000,1990/03/17,Ligue 1,2014/2015,Defender,Montpellier,3330,1620,1710,Morocco,37,18,19,0,0,0,1,0,1,0,0,15,7,8,33,17,16,3,0,0.03,0.03,0,0,0,0,0.89,101,90,1110,3330,0.08,355,239,40,21
Abdou Aziz Thiam,24,853286400,1997/01/15,Ligue 1,2014/2015,Midfielder,Monaco,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abdou Diallo,24,831164400,1996/05/03,Ligue 1,2014/2015,Defender,Monaco,84,78,6,France,5,3,2,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,24
Abdoul Ba,27,760665600,1994/02/08,Ligue 1,2014/2015,Defender,Lens,423,134,289,Mauritania,9,3,6,0,0,0,0,0,0,0,0,1,0,1,11,3,8,0,0,0,0,0,0,0,0,2.34,38,47,0,0,0,298,265,184,19
Abdoulay Diaby,30,669513600,1991/03/21,Ligue 1,2014/2015,Forward,Lille,24,13,11,Mali,3,2,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,27
Abdoulaye Doucouré,28,725846400,1993/01/01,Ligue 1,2014/2015,Midfielder,Rennes,2752,1378,1374,France,35,17,18,3,1,2,5,5,0,0,0,15,8,7,28,13,15,5,0,0.26,0.16,0.1,0.07,0.13,917,0.92,98,79,550,550,0.16,159,68,-1,5
Abdoulaye Keita,27,757728000,1994/01/05,Ligue 1,2014/2015,Midfielder,Bastia,190,176,14,Mali,5,3,2,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0.47,0.47,0,0,0,0,0,0,38,0,190,0,-1,-1,-1,16
Abdoulaye Sadio Diallo,30,662342400,1990/12/28,Ligue 1,2014/2015,Midfielder,Lorient,325,122,203,Guinea,10,3,7,0,0,0,0,0,0,0,0,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0.83,108,33,0,0,0,397,370,-1,25
Abdoulaye Traoré,33,569376000,1988/01/17,Ligue 1,2014/2015,Midfielder,Bordeaux,650,362,288,Mali,17,8,9,0,0,0,0,0,0,0,0,6,3,3,7,3,4,1,0,0,0,0,0,0,0,0.97,93,38,650,0,0.14,359,345,-1,26
Abel Enrique Aguilar Tapia,36,473817600,1985/01/06,Ligue 1,2014/2015,Midfielder,Toulouse,1660,850,810,Colombia,21,12,9,0,0,0,1,1,0,0,0,5,3,2,31,15,16,5,0,0.05,0.05,0,0,0,0,1.68,54,79,332,1660,0.27,285,207,-1,20
Aboubakar Kamara,26,794534400,1995/03/07,Ligue 1,2014/2015,Forward,Monaco,12,6,6,France,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,21
Adama Niane,27,740185200,1993/06/15,Ligue 1,2014/2015,Forward,Nantes,64,38,26,Mali,3,2,1,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,1.41,1.41,0,0,0,0,0,0,21,0,64,0,-1,-1,-1,11
Adama Traoré,25,804294000,1995/06/27,Ligue 1,2014/2015,Midfielder,Lille,1037,536,501,Mali,20,11,9,2,2,0,0,0,0,0,0,7,6,1,14,4,10,3,0,0.17,0,0.17,0.34,0,519,1.22,74,52,346,0,0.26,103,269,-1,10
Adamo Coulibaly,39,366591600,1981/08/13,Ligue 1,2014/2015,Forward,Lens,2462,1228,1234,France,33,17,16,4,4,0,1,0,1,1,1,7,5,2,38,13,25,4,0,0.18,0.04,0.15,0.29,0,616,1.39,65,75,616,2462,0.15,119,214,-1,3
Adrien Hunou,27,758937600,1994/01/19,Ligue 1,2014/2015,Midfielder,Rennes,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adrien Rabiot,25,796863600,1995/04/02,Ligue 1,2014/2015,Midfielder,PSG,1128,632,496,France,21,13,8,4,3,1,1,0,1,0,0,6,4,2,18,7,11,1,0,0.4,0.08,0.32,0.43,0.18,282,1.44,63,54,1128,1128,0.08,48,160,-1,6
Adrien Regattin,29,682815600,1991/08/21,Ligue 1,2014/2015,Midfielder,Toulouse,1712,876,836,Morocco,34,18,16,3,3,0,5,2,3,1,0,6,4,2,26,10,16,3,0,0.42,0.26,0.16,0.31,0,571,1.37,66,50,571,342,0.16,112,31,-1,6
