full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Ramsey,30,662169600,1990/12/26,Serie A,2019/2020,Midfielder,Juventus,1049,587,462,Wales,24,12,12,3,2,1,1,1,0,0,0,7,5,2,12,3,9,2,0,0.34,0.09,0.26,0.31,0.19,350,1.03,87,44,525,1049,0.17,80,181,-1,5
Abdoulaye Traorè,21,957052800,2000/04/30,Serie A,2019/2020,Forward,Hellas Verona,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adam Marušić,28,719280000,1992/10/17,Serie A,2019/2020,Defender,Lazio,940,500,440,Montenegro,15,9,6,2,1,1,1,0,1,0,0,7,5,2,10,4,6,3,0,0.29,0.1,0.19,0.18,0.2,470,0.96,94,63,313,940,0.29,109,152,23,7
Adrien Rabiot,26,796867200,1995/04/03,Serie A,2019/2020,Midfielder,Juventus,1917,1110,807,France,28,15,13,1,0,1,1,1,0,0,0,9,7,2,20,8,12,7,1,0.09,0.05,0.05,0,0.11,1917,0.94,96,68,274,1917,0.33,230,226,-1,12
Adrien Tameze,26,783907200,1994/11/04,Serie A,2019/2020,Midfielder,Atalanta,206,91,115,France,7,2,5,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0.87,103,29,0,0,0,-1,-1,-1,16
Alan Pereira Empereur,27,763257600,1994/03/10,Serie A,2019/2020,Defender,Hellas Verona,852,410,442,Brazil,13,6,7,0,0,0,0,0,0,0,0,0,0,0,14,5,9,3,0,0,0,0,0,0,0,1.48,61,66,284,0,0.32,423,430,116,22
Alberto Cerri,25,829612800,1996/04/16,Serie A,2019/2020,Forward,SPAL,655,279,376,Italy,19,9,10,2,2,0,0,0,0,0,0,2,0,2,22,12,10,2,0,0.27,0,0.27,0.65,0,328,3.02,30,34,328,0,0.27,77,342,-1,6
Alberto Grassi,26,794534400,1995/03/07,Serie A,2019/2020,Midfielder,Parma,636,351,285,Italy,16,9,7,1,1,0,1,0,1,0,0,4,2,2,12,4,8,6,0,0.28,0.14,0.14,0.26,0,636,1.7,53,40,106,636,0.85,143,108,-1,14
Alberto Paloschi,31,631411200,1990/01/04,Serie A,2019/2020,Forward,Cagliari,637,295,342,Italy,17,9,8,0,0,0,0,0,0,0,0,3,2,1,10,5,5,0,0,0,0,0,0,0,0,1.41,64,37,0,0,0,401,408,-1,20
Albin Ekdal,31,617587200,1989/07/28,Serie A,2019/2020,Midfielder,Sampdoria,2386,1206,1180,Sweden,32,16,16,0,0,0,2,1,1,0,0,9,6,3,39,16,23,8,0,0.08,0.08,0,0,0,0,1.47,61,75,298,1193,0.3,449,185,-1,25
