full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aarón Martín,23,861667200,1997/04/22,Bundesliga,2018/2019,Defender,Mainz 05,2879,1502,1377,Spain,33,17,16,0,0,0,3,1,2,0,0,7,5,2,50,21,29,3,0,0.09,0.09,0,0,0,0,1.56,58,87,960,960,0.09,329,158,83,25
Abdou Diallo,24,831168000,1996/05/04,Bundesliga,2018/2019,Defender,Borussia Dortmund,2381,1129,1252,France,28,13,15,1,1,0,1,1,0,0,0,7,2,5,37,19,18,2,1,0.08,0.04,0.04,0.08,0,2381,1.4,64,85,794,2381,0.11,224,207,57,17
Abdul Rahman Baba,26,773107200,1994/07/02,Bundesliga,2018/2019,Defender,Schalke 04,163,73,90,Ghana,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1.1,82,82,0,0,0,-1,-1,-1,31
Achraf Hakimi Mouh,22,910137600,1998/11/04,Bundesliga,2018/2019,Defender,Borussia Dortmund,1740,1015,725,Morocco,21,12,9,2,2,0,4,3,1,0,0,6,3,3,22,15,7,4,0,0.31,0.21,0.1,0.18,0,870,1.14,79,83,435,435,0.21,168,55,23,8
Adam Bodzek,35,494899200,1985/09/07,Bundesliga,2018/2019,Defender,Fortuna Düsseldorf,1604,749,855,Germany,21,10,11,0,0,0,1,1,0,0,0,4,2,2,29,8,21,6,1,0.06,0.06,0,0,0,0,1.63,55,76,229,1604,0.39,264,187,89,20
Ádám Szalai,33,566006400,1987/12/09,Bundesliga,2018/2019,Forward,Hoffenheim,1619,693,926,Hungary,30,15,15,6,3,3,3,0,3,0,0,4,3,1,28,12,16,3,0,0.5,0.17,0.33,0.39,0.29,270,1.56,58,54,540,540,0.17,60,85,-1,5
Adam Zreľák,26,768096000,1994/05/05,Bundesliga,2018/2019,Forward,Nürnberg,940,472,468,Slovakia,14,7,7,2,1,1,1,0,1,0,0,1,1,0,15,5,10,4,0,0.29,0.1,0.19,0.19,0.19,470,1.44,63,67,235,940,0.38,102,143,-1,5
Admir Mehmedi,30,669081600,1991/03/16,Bundesliga,2018/2019,Forward,Wolfsburg,1699,914,785,Switzerland,26,15,11,6,3,3,5,4,1,0,0,6,4,2,24,10,14,1,0,0.58,0.26,0.32,0.3,0.34,283,1.27,71,65,1699,340,0.05,62,32,-1,3
Ahmed Kutucu,21,951868800,2000/03/01,Bundesliga,2018/2019,Forward,Schalke 04,418,227,191,Germany,13,6,7,2,0,2,0,0,0,0,0,3,2,1,9,3,6,0,0,0.43,0,0.43,0,0.94,209,1.94,46,32,0,0,0,38,255,-1,8
Ahmet Gürleyen,21,925084800,1999/04/26,Bundesliga,2018/2019,Defender,Mainz 05,12,12,0,Germany,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.5,12,12,0,0,0,-1,-1,-1,17
Alassane Pléa,28,731721600,1993/03/10,Bundesliga,2018/2019,Forward,Borussia M'gladbach,2508,1248,1260,France,34,17,17,12,4,8,4,4,0,0,0,13,6,7,32,16,16,2,0,0.57,0.14,0.43,0.29,0.57,209,1.15,78,74,1254,627,0.07,36,103,-1,1
Aleksandar Dragović,30,668217600,1991/03/06,Bundesliga,2018/2019,Defender,Bayer Leverkusen,1331,548,783,Austria,18,7,11,2,0,2,0,0,0,0,0,4,3,1,19,6,13,4,0,0.14,0,0.14,0,0.23,666,1.28,70,74,333,0,0.27,131,301,34,9
Alessandro Schöpf,27,760579200,1994/02/07,Bundesliga,2018/2019,Midfielder,Schalke 04,1003,587,416,Austria,15,8,7,1,1,0,0,0,0,0,0,2,1,1,16,10,6,3,0,0.09,0,0.09,0.15,0,1003,1.44,63,67,334,0,0.27,171,315,-1,11
Alexander Esswein,31,638323200,1990/03/25,Bundesliga,2018/2019,Midfielder,Stuttgart,1258,647,611,Germany,17,9,8,0,0,0,0,0,0,0,0,3,2,1,27,11,16,3,0,0,0,0,0,0,0,1.93,47,74,419,0,0.21,250,254,-1,13
Alexander Fuchs,24,852422400,1997/01/05,Bundesliga,2018/2019,Midfielder,Nürnberg,660,235,425,Germany,9,3,6,1,0,1,0,0,0,0,0,1,1,0,14,3,11,3,0,0.14,0,0.14,0,0.21,660,1.91,47,73,220,0,0.41,137,348,-1,10
Alexander Hack,27,747446400,1993/09/08,Bundesliga,2018/2019,Defender,Mainz 05,1019,428,591,Germany,14,6,8,1,0,1,1,1,0,0,0,2,1,1,26,12,14,1,0,0.18,0.09,0.09,0,0.15,1019,2.3,39,73,1019,1019,0.09,170,155,138,8
Alexander Nübel,24,844041600,1996/09/30,Bundesliga,2018/2019,Goalkeeper,Schalke 04,1589,869,720,Germany,18,10,8,0,0,0,0,0,0,0,0,4,2,2,27,15,12,2,1,0,0,0,0,0,0,1.53,59,88,530,0,0.17,357,316,82,27
Alexander Schwolow,28,707443200,1992/06/02,Bundesliga,2018/2019,Goalkeeper,Freiburg,2970,1440,1530,Germany,33,16,17,0,0,0,1,1,0,0,0,5,3,2,57,25,32,1,0,0.03,0.03,0,0,0,0,1.73,52,90,2970,2970,0.03,293,227,99,24
Alexander Stolz,37,434851200,1983/10/13,Bundesliga,2018/2019,Goalkeeper,Hoffenheim,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
