full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
530777 Chiti,20,979344000,2001/01/13,Serie A,2020/2021,Defender,Fiorentina,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aaron Hickey,0,0,1970/01/01,Serie A,2020/2021,Midfielder,Bologna,763,364,399,Scotland,11,5,6,0,0,0,0,0,0,0,0,1,1,0,15,7,8,4,1,0,0,0,0,0,0,1.77,51,69,153,0,0.59,329,294,-1,26
Aaron Ramsey,30,662169600,1990/12/26,Serie A,2020/2021,Midfielder,Juventus,1093,572,521,Wales,22,12,10,2,1,1,4,3,1,0,0,6,4,2,11,4,7,2,0,0.49,0.33,0.16,0.16,0.17,547,0.91,99,50,547,273,0.16,131,17,-1,9
Abdallah Basit,21,939945600,1999/10/15,Serie A,2020/2021,Midfielder,Benevento,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abdoul Hate Bane,20,985132800,2001/03/21,Serie A,2020/2021,Defender,Parma,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Achraf Hakimi Mouh,22,910137600,1998/11/04,Serie A,2020/2021,Defender,Inter Milan,2671,1261,1410,Morocco,37,18,19,7,4,3,8,5,3,0,0,13,6,7,26,12,14,6,0,0.51,0.27,0.24,0.29,0.19,382,0.88,103,72,445,334,0.2,94,35,15,3
Adam Marušić,28,719280000,1992/10/17,Serie A,2020/2021,Defender,Lazio,2968,1471,1497,Montenegro,36,18,18,2,0,2,3,2,1,0,0,11,6,5,45,20,25,3,0,0.15,0.09,0.06,0,0.12,1484,1.36,66,82,989,989,0.09,236,180,82,6
Adam Ounas,24,847670400,1996/11/11,Serie A,2020/2021,Midfielder,Crotone,1516,780,736,Algeria,22,10,12,4,3,1,3,2,1,0,0,2,2,0,32,11,21,1,0,0.42,0.18,0.24,0.35,0.12,379,1.9,47,69,1516,505,0.06,89,88,-1,3
Adolfo Julián Gaich,22,919987200,1999/02/26,Serie A,2020/2021,Forward,Benevento,771,345,426,Argentina,15,7,8,2,0,2,0,0,0,0,0,1,0,1,17,9,8,1,0,0.23,0,0.23,0,0.42,386,1.98,45,51,771,0,0.12,101,293,-1,8
Adrien Rabiot,26,796867200,1995/04/03,Serie A,2020/2021,Midfielder,Juventus,2312,1152,1160,France,34,16,18,4,1,3,2,0,2,0,0,6,5,1,26,12,14,7,1,0.23,0.08,0.16,0.08,0.23,578,1.01,89,68,330,1156,0.27,130,200,-1,7
