full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Bastiaans,19,1017878400,2002/04/04,Eredivisie,2018/2019,Midfielder,VVV,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aaron Meijers,33,562377600,1987/10/28,Eredivisie,2018/2019,Defender,ADO Den Haag,2742,1212,1530,Netherlands,31,14,17,2,1,1,1,1,0,0,0,7,4,3,53,24,29,8,0,0.1,0.03,0.07,0.07,0.06,1371,1.74,52,88,343,2742,0.26,189,227,73,6
Abdenasser El Khayati,32,602812800,1989/02/07,Eredivisie,2018/2019,Forward,ADO Den Haag,2932,1513,1419,Netherlands,33,17,16,17,10,7,12,5,7,6,1,8,5,3,51,28,23,1,0,0.89,0.37,0.52,0.59,0.44,172,1.57,57,89,2932,244,0.03,27,16,-1,1
Abdou Karim Coulibaly,27,739065600,1993/06/03,Eredivisie,2018/2019,Midfielder,Willem II,23,18,5,France,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,28
Adam Maher,27,743126400,1993/07/20,Eredivisie,2018/2019,Midfielder,AZ,1985,1063,922,Netherlands,25,14,11,1,0,1,4,3,1,0,0,11,6,5,18,10,8,5,0,0.23,0.18,0.05,0,0.1,1985,0.82,110,79,397,496,0.23,205,86,-1,15
Adrián Dalmau Vaquer,27,764380800,1994/03/23,Eredivisie,2018/2019,Forward,Heracles,2573,1357,1216,Spain,33,17,16,19,16,3,3,1,2,0,0,4,4,0,62,27,35,9,0,0.77,0.1,0.66,1.06,0.22,135,2.17,42,78,286,858,0.31,15,137,-1,1
Agil Etemadi,33,546134400,1987/04/23,Eredivisie,2018/2019,Goalkeeper,De Graafschap,224,90,134,Netherlands,3,1,2,0,0,0,0,0,0,0,0,1,0,1,9,2,7,0,0,0,0,0,0,0,0,3.62,25,75,0,0,0,-1,-1,-1,18
Agim Zeka,22,905040000,1998/09/06,Eredivisie,2018/2019,Midfielder,Fortuna Sittard,14,0,14,Albania,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,-1,15
Ahmad Mendes Moreira,25,804211200,1995/06/27,Eredivisie,2018/2019,Forward,Groningen,255,103,152,Netherlands,13,5,8,1,1,0,2,2,0,0,0,3,0,3,2,1,1,1,0,1.06,0.71,0.35,0.87,0,255,0.71,128,20,255,128,0.35,-1,-1,-1,15
Ahmed El Messaoudi,25,807408000,1995/08/03,Eredivisie,2018/2019,Defender,Fortuna Sittard,1903,957,946,Morocco,29,16,13,5,1,4,2,2,0,0,0,5,4,1,53,18,35,2,0,0.33,0.09,0.24,0.09,0.38,381,2.51,36,66,952,952,0.09,81,152,137,5
