full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Hunt,34,526176000,1986/09/04,Bundesliga,2010/2011,Midfielder,Werder Bremen,1881,949,932,Germany,29,14,15,3,2,1,3,2,1,1,0,4,2,2,38,15,23,2,0,0.29,0.14,0.14,0.19,0.1,627,1.82,50,65,941,627,0.1,114,98,-1,6
Adam Hloušek,32,598579200,1988/12/20,Bundesliga,2010/2011,Defender,Kaiserslautern,1054,484,570,Czech Republic,13,6,7,1,1,0,1,0,1,0,0,4,1,3,13,4,9,3,0,0.17,0.09,0.09,0.19,0,1054,1.11,81,81,351,1054,0.26,156,146,34,11
Adam Matuszczyk,32,603417600,1989/02/14,Bundesliga,2010/2011,Midfielder,Köln,1497,707,790,Poland,24,11,13,2,1,1,2,2,0,0,0,6,4,2,31,8,23,5,0,0.24,0.12,0.12,0.13,0.11,749,1.86,48,62,299,749,0.3,130,111,-1,4
Adam Nemec,35,494467200,1985/09/02,Bundesliga,2010/2011,Forward,Kaiserslautern,833,463,370,Slovakia,24,12,12,3,3,0,0,0,0,0,0,6,5,1,11,4,7,0,0,0.32,0,0.32,0.58,0,278,1.19,76,35,0,0,0,50,297,-1,5
Ádám Szalai,33,566006400,1987/12/09,Bundesliga,2010/2011,Forward,Mainz 05,1279,700,579,Hungary,20,10,10,4,1,3,3,1,2,0,0,6,3,3,14,6,8,1,0,0.49,0.21,0.28,0.13,0.47,320,0.99,91,64,1279,426,0.07,56,54,-1,4
Adil Chihi,33,572400000,1988/02/21,Bundesliga,2010/2011,Midfielder,Köln,552,342,210,Germany,11,7,4,1,0,1,1,1,0,0,0,4,3,1,10,4,6,1,0,0.33,0.16,0.16,0,0.43,552,1.63,55,50,552,552,0.16,104,76,-1,13
Akaki Gogia,29,695692800,1992/01/18,Bundesliga,2010/2011,Midfielder,Wolfsburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Albert Bunjaku,37,438912000,1983/11/29,Bundesliga,2010/2011,Forward,Nürnberg,228,73,155,Kosovo,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,1.58,57,76,0,0,0,-1,-1,-1,26
Aleksandar Vasoski,41,311990400,1979/11/21,Bundesliga,2010/2011,Defender,Eintracht Frankfurt,611,180,431,North Macedonia,11,3,8,0,0,0,0,0,0,0,0,2,1,1,11,1,10,1,0,0,0,0,0,0,0,1.62,56,56,611,0,0.15,373,373,119,21
Alexander Baumjohann,34,538358400,1987/01/23,Bundesliga,2010/2011,Midfielder,Schalke 04,366,182,184,Germany,9,4,5,0,0,0,0,0,0,0,0,2,1,1,4,2,2,1,0,0,0,0,0,0,0,0.98,92,41,366,0,0.25,257,258,-1,21
Alexander Bugera,42,271382400,1978/08/08,Bundesliga,2010/2011,Defender,Kaiserslautern,918,364,554,Germany,12,5,7,0,0,0,1,1,0,0,0,4,4,0,14,3,11,4,1,0.1,0.1,0,0,0,0,1.37,66,77,230,918,0.39,286,135,83,23
Alexander Madlung,39,395193600,1982/07/11,Bundesliga,2010/2011,Defender,Wolfsburg,554,235,319,Germany,20,9,11,0,0,0,0,0,0,0,0,4,1,3,8,5,3,2,0,0,0,0,0,0,0,1.3,69,28,277,0,0.32,308,312,67,19
Alexander Meier,38,411609600,1983/01/17,Bundesliga,2010/2011,Forward,Eintracht Frankfurt,1687,927,760,Germany,24,12,12,2,0,2,0,0,0,0,0,6,3,3,25,12,13,5,0,0.11,0,0.11,0,0.24,844,1.33,67,70,337,0,0.27,137,371,-1,4
Alexander Schwolow,29,707443200,1992/06/02,Bundesliga,2010/2011,Goalkeeper,Freiburg,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
