full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Abdelaziz Barrada,32,614217600,1989/06/19,La Liga,2011/2012,Midfielder,Getafe CF,2162,1087,1075,Morocco,32,16,16,4,1,3,1,1,0,0,0,7,5,2,24,10,14,6,1,0.21,0.04,0.17,0.08,0.25,541,1,90,68,360,2162,0.25,100,251,-1,3
Abdelkader Mohamed Ghezzal,36,471052800,1984/12/05,La Liga,2011/2012,Forward,Levante UD,854,470,384,Algeria,16,9,7,2,2,0,3,2,1,0,0,3,3,0,10,7,3,1,0,0.53,0.32,0.21,0.38,0,427,1.05,85,53,854,285,0.11,79,23,-1,7
Abdón Prats Bastidas,28,723686400,1992/12/07,La Liga,2011/2012,Forward,RCD Mallorca,10,0,10,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,27
Abel Gómez Moreno,39,383011200,1982/02/20,La Liga,2011/2012,Midfielder,Granada CF,1479,696,783,Spain,33,16,17,1,1,0,0,0,0,0,0,8,5,3,25,8,17,1,0,0.06,0,0.06,0.13,0,1479,1.52,59,45,1479,0,0.06,208,375,-1,11
Abraham Minero Fernández,35,509414400,1986/02/22,La Liga,2011/2012,Defender,Real Zaragoza,1426,745,681,Spain,22,11,11,1,1,0,1,1,0,0,0,5,4,1,20,7,13,5,1,0.13,0.06,0.06,0.12,0,1426,1.26,71,65,285,1426,0.32,206,216,87,10
Ádám Pintér,33,582076800,1988/06/12,La Liga,2011/2012,Midfielder,Real Zaragoza,1258,582,676,Hungary,17,9,8,0,0,0,0,0,0,0,0,4,3,1,24,10,14,6,0,0,0,0,0,0,0,1.72,52,74,210,0,0.43,377,380,-1,19
Adil Rami,35,504489600,1985/12/27,La Liga,2011/2012,Defender,Valencia CF,2970,1620,1350,France,33,18,15,2,1,1,1,1,0,0,0,13,7,6,35,19,16,9,0,0.09,0.03,0.06,0.06,0.07,1485,1.06,85,90,330,2970,0.27,203,258,46,7
Adrián,34,536630400,1987/01/03,La Liga,2011/2012,Goalkeeper,Atlético Madrid,2504,1196,1308,Spain,36,18,18,7,5,2,4,4,0,0,0,14,7,7,28,11,17,3,0,0.4,0.14,0.25,0.38,0.14,358,1.01,89,70,835,626,0.11,65,121,37,2
Adrián Colunga Pérez,36,469497600,1984/11/17,La Liga,2011/2012,Forward,Sporting Gijón,1195,680,515,Spain,21,11,10,3,1,2,2,1,1,0,0,4,3,1,22,12,10,2,0,0.38,0.15,0.23,0.13,0.35,398,1.66,54,57,598,598,0.15,74,104,-1,5
Adrian Gonzalez,33,580521600,1988/05/25,La Liga,2011/2012,Midfielder,Racing Santander,2375,1185,1190,Spain,35,18,17,3,2,1,3,1,2,0,0,9,7,2,37,12,25,5,0,0.23,0.11,0.11,0.15,0.08,792,1.4,64,68,475,792,0.19,152,150,-1,2
