full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Meijers,33,562377600,1987/10/28,Eredivisie,2016/2017,Defender,ADO Den Haag,1641,831,810,Netherlands,19,10,9,0,0,0,3,2,1,0,0,3,2,1,24,8,16,3,0,0.16,0.16,0,0,0,0,1.32,68,86,547,547,0.16,310,92,63,28
Abdelhak Nouri,23,859935600,1997/04/01,Eredivisie,2016/2017,Midfielder,Ajax,226,158,68,Netherlands,9,6,3,0,0,0,0,0,0,0,0,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0.4,226,25,0,0,0,-1,-1,-1,16
Abdenasser El Khayati,32,602812800,1989/02/07,Eredivisie,2016/2017,Forward,ADO Den Haag,689,409,280,Netherlands,12,7,5,5,2,3,0,0,0,2,0,1,0,1,11,7,4,0,0,0.65,0,0.65,0.44,0.96,138,1.44,63,57,0,0,0,9,241,-1,2
Abdul Ajagun,28,729302400,1993/02/10,Eredivisie,2016/2017,Midfielder,Roda JC,2568,1268,1300,Nigeria,31,16,15,5,5,0,2,1,1,0,0,9,5,4,36,14,22,6,1,0.25,0.07,0.18,0.35,0,514,1.26,71,83,428,1284,0.21,109,171,-1,1
Abel Franssen,24,856483200,1997/02/21,Eredivisie,2016/2017,Defender,Willem II,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abel Tezzy Tamata,30,660355200,1990/12/05,Eredivisie,2016/2017,Defender,ADO Den Haag,0,0,0,Congo DR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,18
Abiola Dauda,33,570844800,1988/02/03,Eredivisie,2016/2017,Forward,Vitesse,16,16,0,Nigeria,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-1,-1,-1,20
Achraf El Mahdioui,24,832892400,1996/05/23,Eredivisie,2016/2017,Midfielder,ADO Den Haag,807,413,394,Netherlands,13,7,6,0,0,0,1,1,0,0,0,2,2,0,19,7,12,2,0,0.11,0.11,0,0,0,0,2.12,42,62,404,807,0.22,314,125,-1,23
Adam Maher,27,743122800,1993/07/19,Eredivisie,2016/2017,Midfielder,PSV,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adil Auassar,34,528937200,1986/10/05,Eredivisie,2016/2017,Midfielder,Roda JC,2253,1155,1098,Netherlands,29,14,15,2,1,1,4,2,2,0,0,8,4,4,35,14,21,4,0,0.24,0.16,0.08,0.08,0.08,1127,1.4,64,78,563,563,0.16,170,84,-1,7
Adnane Tighadouini,28,723081600,1992/11/30,Eredivisie,2016/2017,Midfielder,Vitesse,1541,740,801,Morocco,25,12,13,3,1,2,1,1,0,0,0,4,2,2,18,7,11,2,0,0.23,0.06,0.18,0.12,0.22,514,1.05,86,62,771,1541,0.12,108,185,-1,5
Ajdin Hrustic,24,836521200,1996/07/04,Eredivisie,2016/2017,Midfielder,Groningen,112,35,77,Australia,7,3,4,1,1,0,0,0,0,0,0,2,1,1,5,1,4,0,0,0.8,0,0.8,2.57,0,112,4.02,22,16,0,0,0,-1,-1,-1,12
Albert Gudmundsson,23,866329200,1997/06/14,Eredivisie,2016/2017,Midfielder,PSV,0,0,0,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Albert Rusnák,26,773535600,1994/07/06,Eredivisie,2016/2017,Midfielder,Groningen,851,419,432,Slovakia,13,7,6,1,0,1,0,0,0,0,1,4,3,1,11,6,5,1,0,0.11,0,0.11,0,0.21,851,1.16,77,65,851,0,0.11,144,360,-1,14
Alessandro Damen,30,642898800,1990/05/16,Eredivisie,2016/2017,Goalkeeper,Excelsior,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alexander Büttner,32,603158400,1989/02/11,Eredivisie,2016/2017,Defender,Vitesse,284,130,154,Netherlands,10,6,4,0,0,0,2,2,0,0,0,3,2,1,4,3,1,2,0,0.63,0.63,0,0,0,0,1.27,71,28,142,142,0.63,241,3,59,27
Alexander Sørloth,25,818121600,1995/12/05,Eredivisie,2016/2017,Forward,Groningen,1005,525,480,Norway,27,13,14,3,1,2,3,0,3,0,0,5,2,3,15,6,9,2,0,0.54,0.27,0.27,0.17,0.38,335,1.34,67,37,503,335,0.18,74,39,-1,6
Alfredo Kulembe Ribeiro,30,638492400,1990/03/26,Eredivisie,2016/2017,Forward,Excelsior,2692,1413,1279,Angola,32,16,16,2,2,0,4,2,2,0,0,4,3,1,54,24,30,3,0,0.2,0.13,0.07,0.13,0,1346,1.81,50,84,897,673,0.1,180,112,-1,6
Ali Messaoud,29,671497200,1991/04/12,Eredivisie,2016/2017,Forward,NEC,769,406,363,Netherlands,13,7,6,1,0,1,1,1,0,0,0,2,1,1,12,5,7,1,0,0.23,0.12,0.12,0,0.25,769,1.4,64,59,769,769,0.12,132,118,-1,11
Ali Yaşar,26,794620800,1995/03/08,Eredivisie,2016/2017,Defender,Roda JC,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alireza Jahanbakhsh,27,745023600,1993/08/10,Eredivisie,2016/2017,Forward,AZ,2276,1060,1216,Iran,30,15,15,11,5,6,8,4,4,1,0,4,3,1,38,17,21,4,0,0.75,0.32,0.43,0.42,0.44,207,1.5,60,76,569,285,0.16,36,25,-1,2
