full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Meijers,33,562377600,1987/10/28,Eredivisie,2013/2014,Defender,ADO Den Haag,3060,1530,1530,Netherlands,34,17,17,1,0,1,3,2,1,0,0,3,1,2,60,27,33,3,0,0.12,0.09,0.03,0,0.06,3060,1.76,51,90,1020,1020,0.09,235,159,110,13
Abdel Metalsi,26,766710000,1994/04/18,Eredivisie,2013/2014,Defender,Vitesse,0,0,0,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abel Tezzy Tamata,30,660355200,1990/12/05,Eredivisie,2013/2014,Defender,PSV,502,283,219,Congo DR,8,4,4,0,0,0,0,0,0,0,0,2,2,0,12,6,6,0,0,0,0,0,0,0,0,2.15,42,63,0,0,0,252,262,135,21
Adam Maher,27,743122800,1993/07/19,Eredivisie,2013/2014,Midfielder,PSV,1754,874,880,Netherlands,26,13,13,3,0,3,1,1,0,0,0,6,6,0,24,9,15,1,0,0.21,0.05,0.15,0,0.31,585,1.23,73,67,1754,1754,0.05,125,202,-1,7
Adam Sarota,32,599270400,1988/12/28,Eredivisie,2013/2014,Midfielder,Utrecht,1012,547,465,Australia,15,8,7,0,0,0,0,0,0,0,0,3,3,0,16,6,10,1,1,0,0,0,0,0,0,1.42,63,67,506,0,0.18,280,266,-1,20
Adil Tihouna,28,725587200,1992/12/29,Eredivisie,2013/2014,Midfielder,PEC Zwolle,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adnan Šećerović,29,691545600,1991/12/01,Eredivisie,2013/2014,Forward,Roda JC,0,0,0,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adnane Tighadouini,28,723081600,1992/11/30,Eredivisie,2013/2014,Midfielder,NAC Breda,348,91,257,Morocco,9,4,5,1,1,0,0,0,0,0,0,2,1,1,5,2,3,0,0,0.26,0,0.26,0.99,0,348,1.29,70,39,0,0,0,80,251,-1,11
Aleksandar Bjelica,27,757900800,1994/01/07,Eredivisie,2013/2014,Defender,Utrecht,62,48,14,Netherlands,4,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-1,-1,-1,33
Aleksei Kangaskolkka,32,594086400,1988/10/29,Eredivisie,2013/2014,Forward,Heracles,85,39,46,Finland,4,3,1,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,0,0,0,0,0,0,0,2.12,43,21,85,0,1.06,-1,-1,-1,24
Alex Renato Ibarra Mina,30,664329600,1991/01/20,Eredivisie,2013/2014,Midfielder,Vitesse,2591,1264,1327,Ecuador,33,16,17,1,1,0,4,2,2,0,0,7,5,2,33,12,21,5,0,0.17,0.14,0.03,0.07,0,2591,1.15,79,79,518,648,0.17,240,105,-1,13
Alex Schalk,28,713142000,1992/08/06,Eredivisie,2013/2014,Forward,NAC Breda,223,137,86,Netherlands,5,3,2,1,1,0,1,0,1,1,0,1,0,1,2,1,1,0,0,0.81,0.4,0.4,0.66,0,223,0.81,112,45,0,223,0,-1,-1,-1,10
Alexander Domin Christovao M'Futila,28,732067200,1993/03/14,Eredivisie,2013/2014,Forward,Cambuur,252,56,196,Angola,8,5,3,0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,0,0,1.43,63,32,0,0,0,-1,-1,-1,15
Alfreð Finnbogason,32,602294400,1989/02/01,Eredivisie,2013/2014,Forward,Heerenveen,2835,1440,1395,Iceland,32,16,16,29,18,11,10,5,5,10,0,7,4,3,47,22,25,2,0,1.24,0.32,0.92,1.13,0.71,98,1.49,60,89,1418,284,0.06,1,17,-1,1
Alireza Jahanbakhsh,27,745023600,1993/08/10,Eredivisie,2013/2014,Forward,NEC,1285,512,773,Iran,27,13,14,5,2,3,4,1,3,0,0,0,0,0,30,10,20,6,0,0.63,0.28,0.35,0.35,0.35,257,2.1,43,48,214,321,0.42,49,28,-1,3
Anco Jansen,32,605404800,1989/03/09,Eredivisie,2013/2014,Midfielder,Roda JC,112,90,22,Netherlands,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.61,56,56,0,0,0,-1,-1,-1,17
Andraž Kirm,36,463273200,1984/09/05,Eredivisie,2013/2014,Forward,Groningen,1240,581,659,Slovenia,25,12,13,2,1,1,1,0,1,0,0,4,2,2,24,10,14,3,0,0.22,0.07,0.15,0.15,0.14,620,1.74,52,50,413,1240,0.22,122,177,-1,9
Andreas Bjelland,32,584578800,1988/07/10,Eredivisie,2013/2014,Defender,Twente,2930,1404,1526,Denmark,33,16,17,0,0,0,2,1,1,0,0,9,5,4,36,16,20,3,0,0.06,0.06,0,0,0,0,1.11,81,89,977,1465,0.09,333,180,26,25
Anouar Hadouir,38,400806000,1982/09/13,Eredivisie,2013/2014,Midfielder,NAC Breda,1013,412,601,Netherlands,17,7,10,2,1,1,1,0,1,0,0,3,2,1,22,4,18,5,0,0.27,0.09,0.18,0.22,0.15,507,1.95,46,60,203,1013,0.44,108,157,-1,9
Anouar Kali,29,675903600,1991/06/02,Eredivisie,2013/2014,Midfielder,Roda JC,2522,1369,1153,Morocco,29,16,13,1,1,0,3,1,2,1,0,4,3,1,52,24,28,8,0,0.14,0.11,0.04,0.07,0,2522,1.86,49,87,315,841,0.29,231,128,-1,10
Anthony Biekman,26,769042800,1994/05/15,Eredivisie,2013/2014,Forward,RKC Waalwijk,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Anthony Lurling,43,230511600,1977/04/21,Eredivisie,2013/2014,Midfielder,Heerenveen,1548,927,621,Netherlands,22,12,10,1,0,1,2,2,0,0,0,7,5,2,23,5,18,2,0,0.17,0.12,0.06,0,0.14,1548,1.34,67,70,774,774,0.12,201,121,-1,12
Ard van Peppen,35,488588400,1985/06/25,Eredivisie,2013/2014,Defender,Roda JC,2734,1396,1338,Netherlands,31,16,15,0,0,0,1,1,0,0,0,5,3,2,55,23,32,7,1,0.03,0.03,0,0,0,0,1.81,50,88,391,2734,0.23,271,221,115,22
