full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aaron Tshibola,26,789004800,1995/01/02,Liga NOS,2019/2020,Midfielder,CD Aves,127,11,116,Congo DR,4,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2.83,32,32,0,0,0,-1,-1,-1,21
Abdoulay Diaby,30,669513600,1991/03/21,Liga NOS,2019/2020,Forward,Sporting CP,83,77,6,Mali,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.08,83,42,83,0,1.08,-1,-1,-1,32
Abdoulaye Diallo,25,821664000,1996/01/15,Liga NOS,2019/2020,Forward,CD Aves,48,48,0,Senegal,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.88,48,16,0,0,0,-1,-1,-1,25
Abdu Conté,23,890697600,1998/03/24,Liga NOS,2019/2020,Defender,Moreirense FC,1974,1034,940,Portugal,23,12,11,0,0,0,3,1,2,0,0,5,3,2,24,13,11,5,0,0.14,0.14,0,0,0,0,1.09,82,86,395,658,0.23,407,72,66,19
Abel Ruiz Ortega,21,949017600,2000/01/28,Liga NOS,2019/2020,Forward,Sporting Braga,109,39,70,Spain,6,2,4,1,1,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0.83,0,0.83,2.31,0,109,2.48,36,18,0,0,0,-1,-1,-1,10
Adam Dźwigała,25,811987200,1995/09/25,Liga NOS,2019/2020,Defender,CD Aves,1313,611,702,Poland,16,7,9,0,0,0,1,0,1,0,0,2,2,0,27,7,20,4,0,0.07,0.07,0,0,0,0,1.85,49,82,328,1313,0.27,314,145,162,30
Adel Taarabt,31,611971200,1989/05/24,Liga NOS,2019/2020,Midfielder,Benfica,1674,824,850,Morocco,24,10,14,1,1,0,1,0,1,0,0,12,5,7,17,8,9,9,1,0.11,0.05,0.05,0.11,0,1674,0.91,98,70,167,1674,0.54,203,168,-1,13
Aderllan Leandro de Jesus Santos,32,608083200,1989/04/09,Liga NOS,2019/2020,Defender,Rio Ave FC,2668,1336,1332,Brazil,30,15,15,0,0,0,0,0,0,0,0,10,3,7,32,21,11,7,0,0,0,0,0,0,0,1.08,83,89,381,0,0.24,288,375,64,17
Adi Mehremić,29,704246400,1992/04/26,Liga NOS,2019/2020,Defender,CD Aves,703,270,433,Bosnia and Herzegovina,8,3,5,1,0,1,0,0,0,0,0,0,0,0,20,6,14,2,0,0.13,0,0.13,0,0.21,703,2.56,35,88,352,0,0.26,116,312,168,5
Adriano Duarte Castanheira,28,734140800,1993/04/07,Liga NOS,2019/2020,Forward,Paços de Ferreira,1022,580,442,Portugal,16,9,7,1,0,1,2,0,2,1,0,3,2,1,16,9,7,2,0,0.26,0.18,0.09,0,0.2,1022,1.41,64,64,511,511,0.18,148,54,-1,11
Afonso Mendes Ribeiro Figueiredo,28,726278400,1993/01/06,Liga NOS,2019/2020,Defender,CD Aves,1605,739,866,Portugal,21,10,11,0,0,0,1,0,1,0,0,2,2,0,35,11,24,2,1,0.06,0.06,0,0,0,0,1.96,46,76,535,1605,0.17,313,150,165,29
Agustín Federico Marchesín,33,574473600,1988/03/16,Liga NOS,2019/2020,Goalkeeper,Porto,2790,1440,1350,Argentina,31,16,15,0,0,0,0,0,0,0,0,18,12,6,19,6,13,4,0,0,0,0,0,0,0,0.61,147,90,698,0,0.13,292,372,8,18
Ahmed Hassan Mahgoub,28,731289600,1993/03/05,Liga NOS,2019/2020,Forward,Sporting Braga,358,180,178,Egypt,6,3,3,1,1,0,0,0,0,0,0,1,0,1,6,3,3,3,0,0.25,0,0.25,0.5,0,358,1.51,60,60,119,0,0.75,56,346,-1,12
Ahmed Isaiah,25,813283200,1995/10/10,Liga NOS,2019/2020,Midfielder,Gil Vicente,67,28,39,Nigeria,5,2,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1.34,67,13,0,0,0,-1,-1,-1,17
Alberto Bueno Calvo,33,574819200,1988/03/20,Liga NOS,2019/2020,Forward,Boavista FC,1206,736,470,Spain,19,11,8,3,1,2,3,2,1,2,0,3,2,1,17,8,9,2,0,0.45,0.22,0.22,0.12,0.38,402,1.27,71,63,603,402,0.15,68,40,-1,2
Alejandro Centelles Plaza,21,935971200,1999/08/30,Liga NOS,2019/2020,Defender,Famalicão,1740,887,853,Spain,27,14,13,0,0,0,2,1,1,0,0,5,2,3,32,16,16,5,0,0.1,0.1,0,0,0,0,1.66,54,64,348,870,0.26,344,117,153,20
Alejandro Grimaldo García,25,811555200,1995/09/20,Liga NOS,2019/2020,Defender,Benfica,2301,1157,1144,Spain,26,13,13,0,0,0,6,3,3,0,0,15,8,7,14,7,7,1,0,0.23,0.23,0,0,0,0,0.55,164,89,2301,384,0.04,298,33,3,17
