full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Abdoulaye Ba,30,662688000,1991/01/01,Liga NOS,2012/2013,Defender,Porto,328,236,92,Senegal,6,4,2,0,0,0,0,0,0,0,0,2,2,0,2,1,1,1,0,0,0,0,0,0,0,0.55,164,55,328,0,0.27,219,165,8,22
Abdullah Fareed Al Hafith,28,725241600,1992/12/25,Liga NOS,2012/2013,Defender,Paços de Ferreira,0,0,0,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abel Issa Camará,31,631584000,1990/01/06,Liga NOS,2012/2013,Forward,SC Beira-Mar,1078,694,384,Guinea-Bissau,21,12,9,5,5,0,0,0,0,0,0,0,0,0,16,10,6,4,0,0.42,0,0.42,0.65,0,216,1.34,67,51,270,0,0.33,23,15,-1,3
Aderllan Leandro de Jesus Santos,32,608083200,1989/04/09,Liga NOS,2012/2013,Defender,Sporting Braga,810,360,450,Brazil,9,4,5,1,0,1,0,0,0,0,0,3,2,1,13,5,8,2,0,0.11,0,0.11,0,0.2,810,1.44,62,90,405,0,0.22,121,334,85,17
Adilson Tibes Granemann,39,378691200,1982/01/01,Liga NOS,2012/2013,Forward,CS Marítimo,287,216,71,Brazil,10,5,5,2,1,1,0,0,0,0,0,3,1,2,3,2,1,0,0,0.63,0,0.63,0.42,1.27,144,0.94,96,29,0,0,0,10,176,-1,8
Adriano Facchini,38,416275200,1983/03/12,Liga NOS,2012/2013,Goalkeeper,Gil Vicente,2140,1104,1036,Brazil,25,13,12,0,0,0,0,0,0,0,0,6,3,3,42,21,21,4,0,0,0,0,0,0,0,1.77,51,86,535,0,0.17,263,272,123,24
Adrien Sebastian Perruchet Silva,32,605923200,1989/03/15,Liga NOS,2012/2013,Midfielder,Sporting CP,1165,650,515,Portugal,19,10,9,3,0,3,0,0,0,1,0,6,4,2,10,4,6,6,0,0.23,0,0.23,0,0.52,388,0.77,117,61,194,0,0.46,60,76,-1,3
Ahmed Hassan Mahgoub,28,731289600,1993/03/05,Liga NOS,2012/2013,Forward,Rio Ave FC,1140,558,582,Egypt,17,9,8,7,4,3,0,0,0,3,0,3,1,2,20,9,11,3,2,0.55,0,0.55,0.65,0.46,163,1.58,57,67,228,0,0.39,14,102,-1,1
Alan Kardec de Souza Pereira Junior,32,600566400,1989/01/12,Liga NOS,2012/2013,Forward,Benfica,30,30,0,Brazil,3,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,24
Alan Osório da Costa Silva,41,306547200,1979/09/19,Liga NOS,2012/2013,Forward,Sporting Braga,1996,959,1037,Portugal,26,12,14,5,2,3,0,0,0,2,0,7,4,3,32,14,18,3,0,0.23,0,0.23,0.19,0.26,399,1.44,62,77,665,0,0.14,61,193,-1,4
