full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Abdiel Arroyo Molinar,27,755740800,1993/12/13,Liga NOS,2018/2019,Forward,Santa Clara,75,41,34,Panama,5,2,3,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,3.6,25,15,0,0,0,-1,-1,-1,11
Abdoul Gaimal Faissal Zangre,23,862790400,1997/05/05,Liga NOS,2018/2019,Midfielder,GD Chaves,82,29,53,Burkina Faso,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2.2,41,41,0,0,0,-1,-1,-1,19
Abdoulay Diaby,30,669513600,1991/03/21,Liga NOS,2018/2019,Forward,Sporting CP,1726,937,789,Mali,29,15,14,2,2,0,4,2,2,0,0,9,7,2,17,8,9,3,0,0.31,0.21,0.1,0.19,0,863,0.89,102,60,575,432,0.16,156,40,-1,8
Abdoulaye Diallo,25,821664000,1996/01/15,Liga NOS,2018/2019,Forward,CD Aves,24,24,0,Senegal,3,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3.75,24,8,0,0,0,-1,-1,-1,17
Abdu Conté,23,890697600,1998/03/24,Liga NOS,2018/2019,Defender,Sporting CP,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abdul-Aziz Yakubu,22,910656000,1998/11/10,Liga NOS,2018/2019,Midfielder,Vitória Guimarães,38,38,0,Ghana,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,-1,-1,-1,29
Abdullahi Ibrahim Alhassan,24,846979200,1996/11/03,Liga NOS,2018/2019,Forward,CD Nacional,708,227,481,Nigeria,12,5,7,1,0,1,0,0,0,0,0,2,1,1,21,7,14,3,0,0.13,0,0.13,0,0.19,708,2.67,34,59,236,0,0.38,124,349,-1,12
Ablaye Yare Faye,26,765936000,1994/04/10,Liga NOS,2018/2019,Midfielder,CD Aves,81,0,81,Senegal,2,0,2,0,0,0,0,0,0,0,0,1,0,1,4,0,4,0,0,0,0,0,0,0,0,4.44,20,41,0,0,0,-1,-1,-1,20
Adel Taarabt,31,611971200,1989/05/24,Liga NOS,2018/2019,Midfielder,Benfica,132,51,81,Morocco,6,4,2,0,0,0,0,0,0,0,0,2,2,0,2,1,1,1,0,0,0,0,0,0,0,1.36,66,22,132,0,0.68,-1,-1,-1,29
Adélcio Hélder Silva Varela,24,843350400,1996/09/22,Liga NOS,2018/2019,Defender,CF Os Belenenses,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adrián,34,536630400,1987/01/03,Liga NOS,2018/2019,Goalkeeper,Porto,300,198,102,Spain,11,7,4,1,1,0,0,0,0,0,0,6,3,3,2,2,0,0,0,0.3,0,0.3,0.45,0,300,0.6,150,27,0,0,0,54,285,7,17
