full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Abubakar Kadyrov,25,841017600,1996/08/26,Russian Premier League,2020/2021,Forward,Akhmat Grozny,4,0,4,Russia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,22.5,-1,-1,-1,20
Adessoye Oyewole,39,401155200,1982/09/18,Russian Premier League,2020/2021,Defender,Tambov,861,542,319,Russia,12,7,5,0,0,0,0,0,0,0,0,2,2,0,11,3,8,2,0,0,0,0,0,0,0,1.15,78,72,431,0,0.21,233,283,76,29
Adolfo Julián Gaich,22,919987200,1999/02/26,Russian Premier League,2020/2021,Forward,CSKA Moskva,301,186,115,Argentina,13,7,6,0,0,0,1,1,0,0,0,3,1,2,3,1,2,2,0,0.3,0.3,0,0,0,0,0.9,100,23,151,301,0.6,256,19,-1,23
Aikhan Guseynov,22,936316800,1999/09/03,Russian Premier League,2020/2021,Midfielder,Ural,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Akhmed Alibekov,23,896400000,1998/05/29,Russian Premier League,2020/2021,Midfielder,Ufa,164,0,164,Ukraine,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1.1,82,82,0,0,0,-1,-1,-1,17
Akmal Bakhtiyarov,23,896745600,1998/06/02,Russian Premier League,2020/2021,Forward,FK Sochi,7,7,0,Kazakhstan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7,0,12.86,-1,-1,-1,19
Alan Dzagoev,31,645580800,1990/06/17,Russian Premier League,2020/2021,Midfielder,CSKA Moskva,819,462,357,Russia,15,8,7,2,0,2,1,0,1,0,0,5,2,3,7,5,2,4,0,0.33,0.11,0.22,0,0.5,410,0.77,117,55,205,819,0.44,75,107,-1,10
Aleks Matsukatov,22,916012800,1999/01/11,Russian Premier League,2020/2021,Midfielder,Krasnodar,66,28,38,Russia,6,3,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,-1,-1,-1,31
Aleksandr Balakhonov,19,1025049600,2002/06/26,Russian Premier League,2020/2021,Defender,Rotor Volgograd,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aleksandr Belenov,35,526953600,1986/09/13,Russian Premier League,2020/2021,Goalkeeper,Ufa,2610,1260,1350,Russia,29,14,15,0,0,0,0,0,0,0,0,7,4,3,42,16,26,2,0,0,0,0,0,0,0,1.45,62,90,1305,0,0.07,321,296,108,12
