full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Aarón Níguez Esclapez,31,609548400,1989/04/25,La Liga,2014/2015,Midfielder,Elche CF,1177,618,559,Spain,21,11,10,0,0,0,1,1,0,0,1,9,5,4,9,6,3,5,0,0.08,0.08,0,0,0,0,0.69,131,56,235,1177,0.38,427,167,-1,18
Abdoul Karim Yoda,32,593740800,1988/10/25,La Liga,2014/2015,Midfielder,Getafe CF,1033,476,557,France,18,8,10,4,0,4,1,1,0,0,0,3,3,0,11,3,8,0,0,0.44,0.09,0.35,0,0.65,258,0.96,94,57,0,1033,0,40,143,-1,2
Abdoulaye Ba,30,662688000,1991/01/01,La Liga,2014/2015,Defender,Rayo Vallecano,1620,602,1018,Senegal,20,8,12,0,0,0,0,0,0,0,0,6,2,4,29,9,20,10,0,0,0,0,0,0,0,1.61,56,81,162,0,0.56,401,401,148,25
Abdulwahid Sissoko,31,637891200,1990/03/20,La Liga,2014/2015,Midfielder,Granada CF,767,403,364,Mali,11,5,6,0,0,0,0,0,0,0,0,2,1,1,12,6,6,1,0,0,0,0,0,0,0,1.41,64,70,767,0,0.12,360,364,-1,32
Abel Gómez Moreno,39,383011200,1982/02/20,La Liga,2014/2015,Midfielder,Córdoba,1260,630,630,Spain,22,11,11,0,0,0,0,0,0,0,0,5,2,3,22,10,12,2,0,0,0,0,0,0,0,1.57,57,57,630,0,0.14,397,399,-1,22
Abraham González Casanova,35,490316400,1985/07/15,La Liga,2014/2015,Midfielder,RCD Espanyol,1276,698,578,Spain,22,11,11,1,1,0,1,1,0,0,0,8,5,3,17,8,9,2,0,0.14,0.07,0.07,0.13,0,1276,1.2,75,58,638,1276,0.14,184,173,-1,11
Abraham Minero Fernández,35,509414400,1986/02/22,La Liga,2014/2015,Defender,SD Eibar,1317,688,629,Spain,22,11,11,1,0,1,2,1,1,0,0,6,1,5,22,14,8,6,0,0.21,0.14,0.07,0,0.14,1317,1.5,60,60,220,659,0.41,183,88,136,12
Adrián Colunga Pérez,36,469497600,1984/11/17,La Liga,2014/2015,Forward,Granada CF,220,135,85,Spain,4,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,55,110,0,0.82,-1,-1,-1,34
Adrián Embarba Blázquez,28,705193200,1992/05/06,La Liga,2014/2015,Forward,Rayo Vallecano,833,514,319,Spain,14,8,6,3,2,1,3,1,2,0,0,4,3,1,15,7,8,1,0,0.65,0.32,0.32,0.35,0.28,278,1.62,56,60,833,278,0.11,45,18,-1,5
Adrian Gonzalez,32,580518000,1988/05/24,La Liga,2014/2015,Midfielder,Elche CF,1914,1049,865,Spain,28,16,12,0,0,0,1,1,0,0,0,6,5,1,36,18,18,8,0,0.05,0.05,0,0,0,0,1.69,53,68,239,1914,0.38,425,205,-1,20
Adrián Javier Gunino Duque,32,602467200,1989/02/03,La Liga,2014/2015,Defender,Córdoba,1944,910,1034,Uruguay,23,11,12,0,0,0,0,0,0,0,0,3,2,1,39,20,19,4,0,0,0,0,0,0,0,1.81,50,85,486,0,0.19,375,392,172,32
