full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Abdelhamid El Kaoutari,31,637632000,1990/03/17,Ligue 1,2013/2014,Defender,Montpellier,2543,1243,1300,Morocco,30,15,15,0,0,0,0,0,0,0,0,6,3,3,32,14,18,4,2,0,0,0,0,0,0,1.13,79,85,509,0,0.18,266,343,91,25
Abderrahmane Yousfi,26,772930800,1994/06/29,Ligue 1,2013/2014,Forward,Olympique Marseille,0,0,0,Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abdoul Camara,31,635472000,1990/02/20,Ligue 1,2013/2014,Forward,Sochaux,290,142,148,Guinea,11,4,7,0,0,0,1,0,1,0,0,2,2,0,4,1,3,0,0,0.31,0.31,0,0,0,0,1.24,73,26,0,290,0,427,22,-1,27
Abdoulaye Diallo,28,701910000,1992/03/29,Ligue 1,2013/2014,Goalkeeper,Rennes,0,0,0,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Abdoulaye Doucouré,28,725846400,1993/01/01,Ligue 1,2013/2014,Midfielder,Rennes,1170,557,613,France,20,10,10,6,1,5,5,2,3,0,0,7,4,3,13,4,9,2,0,0.85,0.38,0.46,0.16,0.73,195,1,90,59,585,234,0.15,23,13,-1,4
Abdoulaye Keita,27,757728000,1994/01/05,Ligue 1,2013/2014,Midfielder,Bastia,162,18,144,Mali,5,1,4,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.56,162,32,0,0,0,-1,-1,-1,16
Abdoulaye Sadio Diallo,30,662342400,1990/12/28,Ligue 1,2013/2014,Midfielder,Lorient,1120,503,617,Guinea,27,14,13,3,1,2,1,0,1,0,0,8,6,2,19,6,13,2,0,0.32,0.08,0.24,0.18,0.29,373,1.53,59,41,560,1120,0.16,77,156,-1,5
Abdoulaye Touré,27,762652800,1994/03/03,Ligue 1,2013/2014,Midfielder,Nantes,23,23,0,France,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,-1,-1,-1,24
Abdoulaye Traoré,33,569376000,1988/01/17,Ligue 1,2013/2014,Midfielder,Bordeaux,1141,617,524,Mali,17,8,9,1,1,0,0,0,0,0,0,4,3,1,12,6,6,3,1,0.08,0,0.08,0.15,0,1141,0.95,95,67,380,0,0.24,182,244,-1,12
Abdoulrazak Boukari Fafadji,33,546303600,1987/04/24,Ligue 1,2013/2014,Midfielder,Sochaux,180,69,111,Togo,10,5,5,0,0,0,0,0,0,0,0,2,2,0,5,1,4,2,0,0,0,0,0,0,0,2.5,36,18,90,0,1,-1,-1,-1,14
